DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Urban Hash	DUH.png	May Day Hash	748	Undercovers	6:30 Pm gather -  7:00 pack away	Royal Park 3461 Royal Lane Dallas Tx	https://maps.app.goo.gl/Co6EhDLk5gT5jkzy8	$ 5.00	Yes		9:69 PM	Wednesday, May 1, 2024	A to A  Urban Trail. Hash Cash includes prelube, BN and  circle beer. I will have seltzer and variety of beers. 	4/27/24 9:11 (Tanned Peaches) 1.28
4	Fort Worth Hash	fortWorthCamp.png	Ftwh3 Spring Camp OUt	1006	Just Kneel Bob, Chew Toy, Soap. 	4:00 PM			"$TBD - <A HREF=""https://www.paypal.com/paypalme/FWH3"">Paypal</A> - Pay pal (FWH3) or Zelle 817-689-9363"	Yes		9:69 PM	Saturday, May 4, 2024	Fort Worth H3 SPRING CAMP OUT!!!<br />May 2nd-5th 2024<br />Star of the River<br />12045 US-281, Santo, TX 76472<br />Hash cash: $69.00<br />Turds: Yes<br />Description:<br />Welcome to another Fabulous Ftwh3 Spring Camp Out 2024. You won’t want to miss the Night Hash Friday night at 8pm. Bring an extra liver, there are bound to be shot-stops on this in-camp trail. A Nekkid trail at midnight isn’t out of the question either…<br />The afternoon is full of awesome trails that will satisfy all. 9am will be a Bike trail. 1pm will be a kayak trail (Bring your floating vessel) 3pm will be a running trail.<br />Leaving you with time to relax and enjoy some quality time with fellow friends. We will be close to the Brazos river, Bring floats to enjoy the cool river.<br />-weekend camping (showers, real potties, Washer and Dryer)<br />-Refrigerator to keep Hash food stay cold and fresh. (tanned Peaches)LOL<br />-beer (keg tapped at 4pm Friday)<br />-3 trails. Bike, Kayak, But did you die Trail.<br />-Food (need Volunteers)<br />-Thursday BYOE (early Bird Camping)<br />-River access (bring your fishing gear and kayaks)<br />-electricity in the gazebo (not at the campsites)<br />Hand sanitizer, to keep you filthy halfminds clean<br />What to bring? Camping gear (tent, air mattress, fleshlite, and camp chair), bug spray, sunscreen, hash clothes, bike (optional), kayak with PFD (optional), floatie, condoms, patches for trade, camp games, and some half-mind friends!<br />*IMPORTANT*<br />There will be Hand sanitizer for the meals and the keg station.<br />We are all adults,bring your cleaning stuff or wash your hands often. there will be a lake and a bathroom... mind peoples personal space, be reasonable and be respectful.<br />There will be personalize gimmie, it's date line is 04/19/2024<br />***Itinerary***Ftwh3 Spring Camp out!!!<br />Thursday: Early Bird Camping<br />MM, and a few half minds<br />You are responsible for your BYOB, Thursday dinner/Friday breakfast-Lunch.<br />Friday 4 pm Keg tapped<br />Friday Theme: Cowboy<br />Friday Dinner: 6-7:30 PM<br />Shot Check Hash Trail 8pm. (Need Hare) Bring an extra liver, shoes, hash cloths, your drinking vessel, maybe a flashlight.<br />We have ? shot checks. It going to be a great trail!<br />If you would like to represent your kennel bring liqueur and create a shot check stop for trail.<br />Friday Night: Midnight Nekkid Trail (Need Hare).<br />Saturday Events<br />BIKE HASH TRAIL: 9am.(Just kneed and Bob) ( Bring a mountain Bike, helmet, shoes, water bottles and fancy bike cloths, (topless optional)<br />Canned beer will be provided for beer check.<br />Lunch: 11-1230PM<br />KAYAK HASH TRAIL: 1:00Pm (Chew Toy) Bring Kayak, Paddle, Life Vest, Whistle, small cooler, your drinking vessel.)<br />Canned beer will be provided for beer check<br />Start Location: near camp at the shoreline<br />BUT DID YOU DIE TRAIL. 3 PM Hare: SOAP.<br />Never Leave Camp Trail: 3 pm : Llama Llama Ding Dong<br />Saturday Theme: Rainbow<br />Group pictures at 6:15pm<br />Dinner: 6:30- 8:00 Pm<br /><br />Leaving you with time to relax and enjoy some quality time with fellow friends.<br />Ftworthh3@gmail.com or Zelle 817 689 9363<br />Rego date line: 04/28/2024<br />Refund date line: 04/28/2024<br />Capping: 50<br />Use friends and family because no one likes fees.<br />When you Rego, please included your Hash Name, if your Vegetarian, any allergies on Food.<br />See less<br />	12/30/23 13:25 (Tanned Peaches) 1.28
5	Fort Worth Hash	fortWorthCamp.png		 		3:00 PM			"$TBD - <A HREF=""https://www.paypal.com/paypalme/FWH3"">Paypal</A> - Pay pal (FWH3) or Zelle 817-689-9363"			9:69 PM	Sunday, May 5, 2024		12/29/2023 00:42 (G) 1.28
6	NODUH Hash	NoDHHH2.png	Of Course It's Another Rainy NODUHHH	325	MBJ	7:00 PM	<br />Trinity Mills Dart Station North end of the parking lot <br />2525 Blanton Dr, <br />CarrolltonTx 75006	https://maps.app.goo.gl/ueKYs9GoS6viVE6U8	$7.00	yes		9:69 PM	Monday, May 6, 2024	7PM or whatever time we get rolling, or when Martha F Stewart shows up with the beer. Let's hope it doesn't rain!	5/6/24 10:22 (HGiovanini) 1.28
8	Dallas Urban Hash	DUH.png	Principal's Bitch Hash	749	Principal's Bitch	6:30 PM	744 S Central Expy Ste 210, Richardson, TX 75080 	https://www.bing.com/maps?&mepi=23~~TopOfPage~Map_Image&ty=18&q=744%20S%20Central%20Expy%2C%20Richardson%2C%20TX%2075080&ppois=32.943081_-96.743215_744%20S%20Central%20Expy%2C%20Richardson%2C%20TX%2075080_~&cp=32.943081~-96.743215&lvl=16&v=2&sV=1&FORM=MIRE	$5.00			9:69 PM	Wednesday, May 8, 2024	A2A  No Seltzers, but there is vodka and codke.	5/6/24 17:58 (dm36534) 1.28
10	Happy Hour	happy3.png	It's a pre Rugby  happy hour	6969	Never Gonna Score, Nice Spread, Just Adam, Just Tully, & Just Jeremy	4:00 PM	Cowboys Silver Lot 14.<br />Just north of E. Division on AT&T Way<br />Look for tiki bar and Sheri's red van	https://maps.app.goo.gl/SvtvNJcbNEshUuwRA	BYOB, or a donation to the cause	No		8:42 PM	Friday, May 10, 2024	<br />🌴 Tiki Time Tailgating Happy Hour! 🍹<br />Time: 4PM; before the rugby game. We will be there all day and night so come by whenever you like (noon to 2AM!!)<br />Address: AT&T Stadium Lot 14, Arlington, TX. Look for my big red van or the T&A Tiki Bar on the trailer<br />Hosts/Hares: Never Gonna Score and Nice Spread, Just Adam, Just Tully, Just Jeremy<br />Hash cash: 0, but bring some beer to share with other hashers if you can<br /><br />Description: <br />Aloha, hashers! Kick off your weekend with a splash at our Tiki Bar Happy Hour this Friday! Before you cheer on the rugby game, come join us for some tropical vibes and free boat drinks, served fresh from the T&A Tiki Bar. <br />We will set up in lot 14, the RV lot. Look for Nice Spread's big red van and the tall tiki bar roof with the T&A sign on top. I will post our exact position in the FB group after we get set up.<br />Dress casual, Hawaiian shirt, captain's hat, luau, parrot head or pirate.<br />	5/7/24 15:23 (WrongDongThong) 1.28
10	Happy Hour	jackals.png	Rugby Watching Party		My Boyfriend Joe	7:30 PM	<br />Choctaw Stadium (the old Rangers Ballpark)<br />1000 Ballpark Way,<br />Arlington, TX 76011	https://www.google.com/maps/place/Choctaw+Stadium/@32.7510191,-97.0855657,17z/data=!3m1!5s0x864e87127320c0e3:0xa0b604b37bcfed8!4m14!1m7!3m6!1s0x864e877a7401d9b5:0x2cebbaefcdc2c920!2sChoctaw+Stadium!8m2!3d32.7510146!4d-97.0829908!16zL20vMDF3bWxt!3m5!1s0x864e877a7401d9b5:0x2cebbaefcdc2c920!8m2!3d32.7510146!4d-97.0829908!16zL20vMDF3bWxt?authuser=0&entry=ttu	Buy a ticket with the link below	No		8:42 PM	Friday, May 10, 2024	"<B>Hash Rugby Watching Party Update</B><br /><P><br />Cum watch Dallas's professional rugby team, the Dallas Jackals, take on RFC Los Angeles at the old Ranger's Stadium in Arlington.<br /><P><br />Joe hooked us up with a special price. Use the code and buy tickets in the area desgnated below.<br /><P><br />Buy your tickets <A HREF=""https://l.facebook.com/l.php?u=https%3A%2F%2Fmpv.tickets.com%2F%3ForgId%3D55413%26agency%3DDJRV_PL_MPV%26pid%3D9296954%26fbclid%3DIwZXh0bgNhZW0CMTAAAR3qUIhrMiQf7-YHa3H-AaLbJChrMuMy01pPoFc_VShVmjG4INxkzTFlYfo_aem_AcLno0L4YTgid61TJGXASvOPo3kDwsx-odpyamkZDcM7pWVkrurlHZBjiNvFcI0edhUxwZKjF-hu0XWy_Fz0s5-N&h=AT1WeNY3cXoXo7N-jl3DsKXfA266ewpKo1_bzBidBp6Z0eLw3ZErF8qdVQBAdu8Jl1i_c3R-P9_DTIUeKyL9pIja-KoMhnJ9jvRKEVl2YAAcs3ljsEkeeaXDv18Shm0TdPCP&__tn__=-UK-R&c[0]=AT2Bs-SSDukURhghARh8prp4JABhaQgFJ65hRbGkj_IykbrFHB-z4mcLesdgv7Y-KTjOwxfzORO4bgAVWQI1UM2KvIZ79ng3pDbbtGrl1n2y7CHPZgQFWtmSDvU-3sOER9XjZqZdOuLsQrQJv3JNX5cG9Y2_m40L5jVdArGYfzPCXPFPVcbZjH13AFZenPS6_QbxUYDkNmGJODoLAu1dcjiWyGOcRk6mGXk5vXXbfvGoGulm"">HERE</A><br /><P><br />Please make sure to enter the code ""<B>CPGROUP24</B>"" on the right hand side of the page to get your discount.<br /><P><br /><br />Section 106, Rows 30 & 31, Seats 1 through 10. We'll probably be able to sit anywhere. If we have enough folks, they'll put us on the jumbotron and maybe get us on the field at 1/2 time for an announcement and introduction.<br /><P><br />Note that the link above gives you a section 106 to click on. When I (Martha) bought a ticket from that section, it says 106R. But that's got to be right because it's the only section 106 shown.<br /><P><br /><A href=""https://fb.me/e/8ftMVrbgF"">Facebook event page</A>"	5/10/24 11:17 (Martha) 1.28
11	Dallas Hash	dallas.png	Mother's Day Hash	1169	Between a Rock and a Hard On	2:00 PM	Starrett Elementary 2675 Fairmont Dr Grand Prarie Tx 75052	https://maps.app.goo.gl/ed2yGyr2PAN5Ekgi7	"$10.00 - Pay Online: <A HREF=https://paypal.me/DallasH3DFW/10"">Paypal $10</A>"	Yes		9:69 PM	Saturday, May 11, 2024	Since it is Mother's Day weekend, I decided it would be cool to dress like our favorite moms. It is also my birthday weekend and the hash I founded on Jeju Island is celebrating its 3-year anniversary. I'm bringing the soju and makgeolli to celebrate. I invited a lot of virgins and two-timers. Lets see how many actually come out.<br />On-on you mother-lovers.<br />Between a Rock and a Hardon<br />I'll have my name patch to trade with those that have their own name patch. My happi coat is almost filled so claim a spot on it~~!<br /><br /><br />Also it's okay to park/do chalk-talk at Elementary schools right? On-site will be somewhere nearby but not near the school grounds.https://maps.app.goo.gl/ed2yGyr2PAN5Ekgi7<br /><br />There will be an Eagle/Turkey split<br /><br />; Autocorrected from 1160 to 1169 on 2024-09-11	5/5/24 12:44 (Tanned Peaches) 1.28
15	Dallas Urban Hash	DUH.png	Brew It Up	750	MBJ	7:00 PM	<br />Pegusas City Brewery <br />1508 Commerce St, <br />Dallas, TX 75201	https://www.google.com/maps/place/Pegasus+City+Brewery/@32.7799652,-96.8007198,17z/data=!3m1!4b1!4m6!3m5!1s0x864e991d4d20c86f:0x33f15fca41472090!8m2!3d32.7799652!4d-96.7981449!16s%2Fg%2F11j8xys8fh?entry=ttu	No Hash Cash No BX	NO		9:69 PM	Wednesday, May 15, 2024	<br />ask joe.	5/10/24 10:31 (HGiovanini) 1.28
18	Dallas Hash	dallas.png	Double Dribble A&B<br />4 PM Start!	1170	Double Dribble<br />3 Strokes & Yer Done	4:00 PM	<br />Sante Fe Trestle Trail<br /><br />1821 E 8th St<br />Dallas, TX 75203<br /><br />Just east of<br />E 8th ST & N Corinth St Rd<br /><br />Right past the DART Tracks, on north side of E 8th ST	https://maps.app.goo.gl/DaVLoB1Xdhbav9aJ6	"$10.00 - Pay Online: <A HREF=https://paypal.me/DallasH3DFW/10"">Paypal $10</A>"	Dogs OK		9:69 PM	Saturday, May 18, 2024	Note Start Time: 4:00 PM<br /><br />May 12, 1945: Double Dribble Birthday (79 - Yikes!)<br />May 14, 2004: Double Dribble arrives in Dallas (20 years ago)<br /><br />Bring Insect Repellant; Autocorrected from 1161 to 1170 on 2024-09-11	5/16/24 13:44 (Double Dribble) 1.28
