DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Happy Hour	happy3.png	BubbleCumm is in Facebook Jail	6969	BubbleCumm Hasher	7:00 PM	Lucy's Lot  Address: 451 E Northwest Hwy, Grapevine, TX 76051	https://goo.gl/maps/J8a8di4mbyB2	PAYG	Only on patio		8:59 PM	Friday, June 1, 2018	<br />Bubble Cumm is still in FB jail! Come celebrate with HH this Friday 1 June at 7pm. Location is Lucy’s Lot in Grapevine.<br />	5/31/18 21:22 (WrongDongThong) 1.28
2	Fort Worth Hash	ftworth.png	Birthday Celebration	854	Dirty Hairy & Tranny Klause	3:00 PM	NE corner of Ridgecrest Dr and W. Euless Blvd, Euless TX (where we normally park)	https://www.google.com/maps/place/32°49'58.9%22N+97°05'36.5%22W/@32.8326308,-97.0935734,17.67z/data=!4m9!1m2!7m1!2e1!3m5!1s0x864e7fd552ca256b:0xcdaf0e5e60c12413!7e2!8m2!3d32.8330221!4d-97.093458	$7.00 &mdash; BYOB prelube beer	Trail - yes; On In - There will be animails, please be mindful and if a problem.. Keep on leash.		8:59 PM	Saturday, June 2, 2018	<br /> Description: June 11th is Dirty's Birthday and Our 8th Anniversary! So, We wanted to start off the Month of June with celebrating Us...Celebrating friendship and Well, We missed you guys! There will be beer, booze and food. There will be a trail that may or may not be shiggy. C'mon you are Hashers...be prepared with All that you might need...fleshlights, bug spray, maybe a change of clothes, prep for PI, etc.... You know the drill! We want to hang, celebrate and just have fun. There will be crash space available for those in need. See you Wankers Saturday!	5/31/18 20:48 (WrongDongThong) 1.28
5	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				9:01 PM	Tuesday, June 5, 2018	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	11/29/17 0:19 (Hopper) 1.31
5	Dallas Urban Mountain Bike Hash	DUMB.png	Taco Tuesday Time 	43	Krickets Fly Free	7:00 PM	The Royal Pour<br />9909 garland rd. DT 75218		Pay-as-you-go			9:01 PM	Tuesday, June 5, 2018	Rain or shine it’s Taco Tuesday time. Cum one cum all. This months DUMB will be hared by Krickets Fly Free. He’s gonna lead us to some great drinking holes and a special place for some tasty 2 doll-ah tacos. Yumm !!<br />Oh BTW , the Swine family, (hint hint) might have special intrest in this ride and might want to adventure out to the ‘little’ lake for the DuMB 2 dollah Tasty Taco Tuesday ride.<br /><br />On-on <br />Koral Kween Kweef (Red Rocket Rider w/ a helmet on)	6/5/18 12:43 (Lumber) 1.28
6	Dallas Urban Hash	DUH.png	D-Day	461	Blonde Dyke Bar<br />Clodhopper	7:00 PM	<br />Go 4 It Sports Grill<br />10677 Northwest Hwy<br />Dallas, TX 75238	https://www.google.com/maps/place/Go+4+It+Sports+Grill/@32.865313,-96.7032146,17z/data=!3m1!4b1!4m5!3m4!1s0x864ea0f9fa42e1bb:0xd7768b97f0df1ca6!8m2!3d32.8653085!4d-96.7010206	$8.00	Friendly		9:01 PM	Wednesday, June 6, 2018	<br />She:<br />For the time being... neither hare is drinking (alcohol that is) so we figured we would lay a DUHHH and not having to buy BX beer is a BONUS oh and today has been 6 months since we have laid a trail! It will be hot outside but hey there will be cold beer! And in the famous words of My Boyfriend Joe “We are all going to get laid” but y’all will probably <span style="font-style: italic;">Blonde Dyke</span> that and no one will get laid! HA! So cum on out to our trail today it will be a gay ole time!<br /><br />He:<br />D-Day: Why? The middle name of both hares starts with a “D” — by coincidence, the term also refers to some obscure event in history. <br /><br />Speaking of history, The hounds will be running through two independant examples of what happens when you set out to preserve a patch of “Blackland Prairie”, but you neglect to preserve that which made the  “Blackland Prairie” to begin with: grazing bovines! <br /><br />Also, the beer check will be in the middle of Buckner Blvd. — historically speaking.<sup>[†]</sup><br /><br />The trail is about four miles in length.<br /><br /><p style="margin: 2em ; indent: -2em;">† Probably only <span style="font-style: italic;">I Came I Saw I Ran</span> knows what I am talking about, so if you are curious, ask him.</p>	6/6/18 15:24 (The Hopper) 1.31
7	FU H3 Hash	fuh3.png	Trail		Open	7:00 PM						9:02 PM	Thursday, June 7, 2018		1/31/18 14:39 (WrongDongThong) 1.28
8	Happy Hour	happy3.png	MilfShake & McGayer's Analversary Happy Hour		Milf & McGayer	6:45 PM	5803 Ellsworth Ave, Dallas, TX  75206	https://www.google.com/maps/place/5803+Ellsworth+Ave,+Dallas,+TX+75206/@32.8341841,-96.7699332,17z/data=!3m1!4b1!4m5!3m4!1s0x864e9f6b875ba6b1:0xc38542a00daaaba2!8m2!3d32.8341796!4d-96.7677392<br />	BYOB to Share	NO  		9:02 PM	Friday, June 8, 2018	Once again it’s time to celebrate Milf & McGayer’s Wedding Anniversary!  We will be providing burgers, hot dogs, hot links, potato salad, beans, chips and the fixin’s.  We will also provide some beverages such as beer, soda, and water.  Please feel free to BYOB any beverage or food you would like to share.  Vegetarians and Vegans, the grill is available if you would like to prepare your own meal, sorry but burgers and hot dogs are about the limit of my culinary skills.<br /><br />No Turds please, except Auditurd, he is welcome.  Street parking.  <br /><br />SEE YOU FRIDAY!<br /><br />	6/4/18 15:59 (McGayer) 1.28
9	Dallas Hash	dallas.png	Gimp Hash	1012	Just Charlotte, Deodorcunt, I’m So Rong, and Straight As A Fucking Arrow	3:00 PM	8007 Northwest Hwy, Dallas, TX 75238	https://goo.gl/maps/Dt8MGYRuc1z	$7.00	Service TURDS Encouraged, but we’ll take healthy TURDS too 		9:03 PM	Saturday, June 9, 2018	It’s Just Charlotte’s VIRGIN lay!!! Just Charlotte cums to many of our hashtivities but hasn’t actually hashed (except for 1 time around Logger’s house in Milsap); because, Just Charlotte IS a bona fide GIMP! She’s cum up with a clever way to lay a trail for you half minds and add empathy points to your life score at the same time. Be prepared to experience gimp life first hand. So…bring your crutches, walkers, wheelchairs, canes, boots & braces, bandages, and hospital gowns. NO, we’re so NOT kidding!!! Qualified medical staff will be on trail to assist you half minds.<br /><br />Trail is A to A prime. The White Rock Lake DART Station and the On After are within walking distance to the start and the end. We’ll be kind and have the On After somewhere other than the hospital cafeteria.<br /><br />Almost forgot...Just Charlotte has gimpy gimmies for your half minds💉	6/8/18 10:22 (Lumberjack Off) 1.28
10	YakH3	YAKH3-icon2-01.png	West Fork Trinity River	5	Bedside Spectator	11:00AM	River Bottom Pub<br />7920 Randol Mill Rd<br />Fort Worth, TX 76120	https://goo.gl/maps/qkef5deQQeN2	BYOB			9:03 PM	Sunday, June 10, 2018	<br />Sunday Sunday Sunday!!!!<br />Time to break out your kayaks and coolers for a beautiful float down the West Fork Trinity River!<br />We'll meet at 11:00am and drop in the water around noon.  Start address is 7920 Randol Mill Rd., Ft. Worth.  It's a bar called the River Bottoms Pub.  Drop in is right up the road.<br />BYOB for this 8.25 mile paddle ending at River Legacy.	6/17/18 13:35 (Three Strokes) 1.28
11	NODUH Hash	NoDHHH2.png	NoDUH³ 8th Analversary	210	Martha F. Stewart	7:00 PM	Parking lot behind Shepton High School<br />5505 W. Plano Pkwy,<br />Plano, TX, 75093	https://www.google.com/maps/place/33%C2%B001'06.5%22N+96%C2%B048'40.9%22W/@33.018469,-96.8119735,217m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x0!8m2!3d33.018469!4d-96.811347?hl=en&authuser=0	$7.00	Yes, but there are some steep declines.  Maybe a harness?  Or short-cut the hell out of trail.		9:04 PM	Monday, June 11, 2018	Eight years and 4 days ago, our founder brought forth on this area north of Dallas a new hash, conceived in drunkenness, and dedicated to the proposition that all men and women could ease back into their work-week by running and drinking with friends. And..., 4 hashes later, he quit..<br /><br />But the NoDUH³ survived and is celebrating its 8th Analversary!!!<br /><br />Cum and help celebrate (in whatever order you want).  There will be a real trail this year,not like the short one last year.<br /><br />There will be hot dogs and some sides along with the usual NoDUH food.<br /><br />DO NOT forget a flashlight.  Bring bug spray.  And while *I* think the PI is avoidable if you're careful in some areas and stay on the path in others, you might want to bring your PI treatments in case.	6/10/18 21:23 (joel) 1.28
