DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Urban Mountain Bike Hash	DUMB.png				7:00 PM			Pay-as-you-go			8:59 PM	Tuesday, June 1, 2021		12/15/20 16:43 (The Hopper) 1.31
2	Dallas Urban Hash	DUH.png	Lake House	596	Sleazy Rider	6:30 PM Gather — 7:00 PM Pack away!	<br />Lake House Bar and Grill<br />7510 E NW Hwy<br />Dallas, TX 75214	https://goo.gl/maps/1n2aG4WfifkAwJB69	$5.00			8:59 PM	Wednesday, June 2, 2021	<br />Join Sleazy as we depart from the back of the Lake House and follow a lovely trail of 3 to 20 miles.<br /><br />See if you village idiots can find his trail this time without getting lost.<br /><br />lakehousewhiterock.com	6/1/21 18:54 (Double Dribble) 1.28
4	YakH3 Happy Hour	YAKH3-HH.png	HaPpY hOuR<br />Rockin' S Bar & Grill ~ Grapevine Lake			6:00 PM	Happy Hour<br />Rockin' S Bar & Grill<br />at Twin Coves Marina<br />Grapevine Lake<br />4600 Murrell Park Rd.<br />Flower Mound, TX 75022	https://www.google.com/maps/place/Rockin'+S+Bar+and+Grill+at+Twin+Coves+Marina/@33.0042114,-97.1043081,17z/data=!3m1!4b1!4m5!3m4!1s0x864dd331b677187f:0x48b6089e1b0244c3!8m2!3d33.004232!4d-97.1021094	PAYG	Water TURDs		9:00 PM	Friday, June 4, 2021	Come on out for another Hash/Yak Happy Hour!<br />No GATORS = No EXCUSES<br />Bank wankers, BASH and YAK welcum.<br /><br />Meet at 5, launch at 6pm and paddle around the coves. Not a yakker? Feel free to bank wank, hike or bike.<br /><br />What to Bring: Prelube and activity beers, Money for on-after (bar). Bring your kayak, SUP, canoe, bike, or running shoes. <br /><br />Enter through Murrell Park and drive to the marina. No park fees. Bar should be open until 11pm. Look for the shady bunch parked together and drinking. Cum early if you can!<br /><br />Paddle On~On!<br /><br /><br />	6/4/21 13:45 (Three Strokes) 1.28
5	Dallas Hash	dallas.png	I was lost, but now I'm Found!	1088	4-play and Mr E Hare	3:00 PM	TW Richardson Grove Park, Irving, TX 75039<br />	https://goo.gl/maps/rXBAFdS4dDUCUjZz8<br />	$7.00	Yes, Leashed!		9:01 PM	Saturday, June 5, 2021	Don't be a wanker!<br />Come out and drink som nice cold  beer and have some fun getting lost and found again.<br />Rain or shine. 3-6 miles.<br />What to Bring: Typical hash gear. Vessel, Kilts and Happi Coats for circle.	6/4/21 18:06 (Ben Dover R My Panties Showin') 1.28
5	Happy Hour	happy3.png	Celebration: Bangers & Snatch		Skippy	7:00 PM	<br />Ozona Grill and Bar<br />4615 Greenville Ave<br />Dallas, TX 75206	https://goo.gl/maps/cNViuPWhStw1gv2c9				9:01 PM	Saturday, June 5, 2021	<br />Come and raise a pint to Bangers & Snatch.<br /><br />Skippy will provide armbands to give out that were made in her honor.	6/1/21 14:32 (Double Dribble) 1.28
6	KayakH3	kayakh3.png	Kayak Trail		Just Kristina	10:00 am			BYOB			9:01 PM	Sunday, June 6, 2021		3/2/21 17:49 (Ben Dover R My Panties Showin') 1.28
6	Flour Mound H3	Flour Mound H3-01.png				1:00 PM			BYOB			9:01 PM	Sunday, June 6, 2021		12/17/20 13:38 (BDB) 1.28
7	NODUH Hash	NoDHHH2.png	11th Analversary	258	Martha F. Stewart, Miss Terry Hare	7:00 PM	Downtown Carollton DART Station<br />1199 N. Broadway St.<br />Carrollton, TX 75006	https://www.google.com/maps/place/32%C2%B057'18.3%22N+96%C2%B054'27.8%22W/@32.9550905,-96.9088197,250m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d32.955086!4d-96.90772?hl=en&authuser=2	$7.00	YES		9:02 PM	Monday, June 7, 2021	On this very date exactly 11 years ago (Monday June 7th), in 2010, 8-Second Ride gathered around a dozen of us together and founded this hash - Then quit after 4 trails.  But the NoDUH lives!  And after being off for over a year, the NoDUH is back!<br /><br />We're celebrating 11 years, but nothing too fancy.  Attendance was low before going on hiatus. So I'm not spending hundreds of $$ on food to have 4 people show up.<br /><br />There will be a covered BX and On-In in case of rain and there will be beer!!!	6/6/21 0:11 (Martha) 1.28
9	Dallas Urban Hash	DUH.png	6/9	597	Fruity Pebbles	6:30 PM Gather — 7:00 PM Pack away!	<br />Strokers Ice House<br />9324 Harry Hines Blvd<br />Dallas, TX 75235	https://g.page/strokers-ice-house-dallas?share	$3.00 to cover Beer Check			9:03 PM	Wednesday, June 9, 2021	<br /> Special Instructions, bring a Harley, pimp or gimp outfit if you got one!	6/4/21 9:51 (Double Dribble) 1.28
11	Happy Hour	happy3.png	Friday Is a Drinking Day!		Little Ring	6:30 PM	<br />Sharky's Bar Grill & Games<br />17453 Preston Rd<br /> Dallas, TX 75252	https://www.google.com/maps/place/Sharky's+Bar,+Grill+%26+Games/@32.9909335,-96.8048867,17z/data=!3m1!4b1!4m5!3m4!1s0x864c23d751a3ac8f:0x2828f1484efad8d0!8m2!3d32.990929!4d-96.802698	PAYGO	NO		9:04 PM	Friday, June 11, 2021	Friday is a drinking Day. Is Everybody Happy? You Bet Your Ass We Are. Doot doot doot<br /><br />Sharky's has great food and price on drinks. There are pool tables, a patio, shuffle board and lots of tvs. <br /><br />See you there	6/11/21 8:59 (BDB) 1.28
12	KayakH3	kayakh3.png	Brazos - Multi-Day Kayak Camping Trip		Ben Dover	9:00 AM	Rochelle's Canoe and Kayak Rental<br />7024 North Farm Road 4, Graford, TX 76449	https://goo.gl/maps/QvNSquDAMef1FaTu6	BYOB			9:04 PM	Saturday, June 12, 2021	Multi-day camping and kayaking trip!<br /><br />Jun 11 at 9 AM CDT – Jun 13 at 6 PM CDT <br /><br />Drive to PK lake and Brazos River.<br />Multiple day camping on the banks of the Brazos.<br />38 miles of paddling, but many beautiful places to stop and hangout waterfalls, rocks and cliffs to jump off of, rope swings and the sort.<br />Anyone can do this trip it won't be hard or dangerous. The water is down and we will be paddling. Some portaging is possible in the low flow. Some head winds will slow us down but we have plenty of time to stop and enjoy the river playing and having fun.<br /><br />If you have questions, Please Contact: Ben Dover R My Panties Showin (Benjamin Caey) or email: Kayakh3dfw@gmail.com<br /><br /><br />ON-ON!	1/21/21 19:00 (Ben Dover R My Panties Showin') 1.28
12	Fort Worth Hash	ftworth.png	Dirty Birthaversary Hash	931	Dirty Hairy & T R A N N Y Klause	3:00 PM	<br />Masonic Lodge <br />Trojan Trail at N Ector DR in Euless.<br />The parking for this location is actually on Trojan Trail across from the City of Euless compound. <br /><br />It's across the street from the Post office.	https://goo.gl/maps/E5LK8gejH7CD2U796	$5 non-drinkers, $7 for drinkers &mdash; BYOB prelube beer	Yes, on leash on trail..possibly at On-In.		9:04 PM	Saturday, June 12, 2021	<br />Pack gather 3pm away at 3:30pm.<br /><br />Cum on out to celebrate Dirty's 48th Birthday and Dirty/T. Klause's 11th Anniversary!!<br /><br />There will be a beer check.  There will be Dirty's Island Drink!<br /><br />Please bring normal Hash Gear.<br /><br />Hydrate before hand...Cuz it's gonna be a hot one.  	6/11/21 15:02 (Double Dribble) 1.28
