DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
3	NODUH Hash	NoDHHH2.png	Pub Crawl? Just drinking?	273	none	7:00 PM	Urban Rio Cantina & Grill<br />1000 14th St #100<br />Plano, TX 75074	https://www.google.com/maps/place/Urban+Rio+Cantina+%26+Grill/@33.0188264,-96.7022798,17.5z/data=!3m1!5s0x864c191bef177123:0x921a7c9e8c8e1caf!4m5!3m4!1s0x864c191be944eac5:0x6d7ef9f227434cbf!8m2!3d33.0181979!4d-96.7003279?hl=en&authuser=0	pay as you go	We don't know what we're doing yet, so I can't say.  Probably not.		5:48 PM	Monday, January 3, 2022	<br />NoDUH hash?  Who knows?  We'll decide either to have a pub crawl, a hash, or just eat/drink here or elsewhere.<br /><br />Cum out to trail, bring virgins, bring FLASHLIGHTS, bring an extra coat/sweatshirt in case we do go outside.<br /><br />	1/4/22 11:52 (martha) 1.28
5	Dallas Urban Hash	DUH.png	First DUHHH of 2022	627	Three Strokes and Yer Done	6:30 PM Gather — 7:00 PM Pack away!	Cowboy Saloon and Sports Bar<br />10241 N Walton Walker Blvd.<br />Dallas, TX 75220	https://www.google.com/maps/place/Cowboy+Saloon+and+Sports+Bar/@32.8617114,-96.9049375,15.02z/data=!4m9!1m2!2m1!1scowboy+saloon!3m5!1s0x864e9d3fb00d21fd:0xef0a79a6845630e3!8m2!3d32.8640413!4d-96.9013422!15sCg1jb3dib3kgc2Fsb29uWg8iDWNvd2JveSBzYWxvb26SAQNiYXI	$3 for Beer Check. Beer selection will include Domestic, Craft Beer, Alcoholic Seltzers, and Gatorade (for those doing Dry-uary)	Sure		6:02 PM	Wednesday, January 5, 2022	<br />Happy New Year, Hash Family! Cumm hash with meeeee!!! I’ve been in isolation since Christmas Day and I’m losing my friggin’ mind. I’ll be laying a shitty trail for you and bring y’all a variety-pack cooler stocked with beers and seltzers of all sorts…as well as Miller Lite and Yuengling. <br /><br />It’s gonna be chilly, so dress accordingly. Bring a flashlight and money for the on-in. Beers here are cheap…but they don’t serve food. You may door-dash or grab something local if you need to eat. They have an outdoor patio, but we can move indoors if it’s too cold for circle. The atmosphere is typically pretty lax there, but they don’t know we’re coming yet. I’m throwing this trail together last-minute! YAY!<br /><br />Trail might be live. It depends on work and if I can “get off” early.<br /><br />ON~ON!<br /><br />***Pandemic Disclosure: Hey…if you feel slightly sick, you probably have COVID. If you’ve been in contact with the infected, please be cool and stay home. Hand sanitizer will be provided at the beer check and on-in. Bring a mask if you are immune-compromised.***	1/4/22 20:29 (Three Strokes) 1.28
8	Fort Worth Hash	ftworth.png	On-In is: Your Mom's House!!!	945	3D	2:00 P.M	Community  Center: 556 Rancho Canyon Way, Haslet Tx 76052	https://goo.gl/maps/Gvn9GJA2nLC5EZcm8	$7.00 &mdash; BYOB prelube beer	No Dogs, Not Friendly		6:05 PM	Saturday, January 8, 2022	Trail is A-b. It might be cold and you will get wet. This a live lay so make sure you bring your whistles, change of shoe's, clothes, chairs. <br /><br />on-on <br />3D<br /><br />	1/5/22 16:11 (Tanned Peaches) 1.28
12	Dallas Urban Hash	DUH.png	Second DUHHH of 2022	628	Fruity Pebbles	6:30pm	<br />Stans Blue Note<br />2908 Greenville Ave.<br />Dallas, TX 75206	https://www.google.com/maps/place/Stan's+Blue+Note/@32.8242147,-96.7721003,17z/data=!3m1!5s0x864e9f40bda5e731:0x8dc3bcd57cc5f10c!4m13!1m7!3m6!1s0x864e9f409629f729:0x55b3feb8ece91c6d!2s2908+Greenville+Ave,+Dallas,+TX+75206!3b1!8m2!3d32.8242147!4d-96.7699063!3m4!1s0x864e9f40bd0b9551:0x3c0fa6a555470cde!8m2!3d32.8242982!4d-96.7698983	$3			6:08 PM	Wednesday, January 12, 2022	<br /><br />Next Duhhh hash will be on Wednesday, January 12<br /><br />Stans Blue Note.<br />2908 Greenville Ave<br />Dallas, TX 75206<br /><br />A2A live trail, meet time 6:30pm, hare leaving 7pm and pack soon after.<br /><br />Hashcash $3 to cover beer at beer check.<br /><br />On~On!	1/10/22 18:41 (Three Strokes) 1.28
15	Dallas Hash	dallas.png	A Dallas Trail In North Dallas	1103	Blonde Dyke Bar	2:00 PM	PARKING LOT of <br />Sharky's Bar, Grill and Games<br />17453 Preston Rd<br />Dallas, TX 75252	https://www.google.com/maps/place/32%C2%B059'25.5%22N+96%C2%B048'07.4%22W/@32.990402,-96.8026092,19z/data=!3m2!4b1!5s0x864c23d0a24312f7:0x9776ab35c10cb947!4m13!1m6!3m5!1s0x864c23d751a3ac8f:0x2828f1484efad8d0!2sSharky's+Bar,+Grill+%26+Games!8m2!3d32.990929!4d-96.802698!3m5!1s0x0:0x1abc6a78c6e60c03!7e2!8m2!3d32.9904016!4d-96.8020624	$10.00	Trail, On In		6:11 PM	Saturday, January 15, 2022	<br />Last year was full of a lot of Dallas trails laid not in Dallas. This year I thought i would you know lay a Dallas trail in Dallas, woo hoo.<br /><br />Please park in the parking lot near the corner of Summerside and Preston (map ilnk)<br /><br />Trail is A to A prime. Please pre lube at Sharky's, it's my favorite watering hole so i want to make sure that we are respectful of their establishment. <br /><br />I also would like to suggest Sharky's as an On After if you are still wanting to hang out after circle. <br /><br />Be prepared for Texas' bi polar weather! 	1/11/22 9:33 (BDB) 1.28
17	Full Moon	Calendar Icons-01.png	Full WOLF Moon<br />*JOINT w/ NoDUH*	38	Blonde Dyke Bar	6:30pm meet. On-out at 7	<br />BACK PARKING LOT near City Garage Auto Repair<br />Hobby Lobby <br />14858 Preston Rd, Dallas<br />TX 75254	https://www.google.com/maps/place/32%C2%B057'01.4%22N+96%C2%B048'00.1%22W/@32.9503811,-96.8005782,235m/data=!3m2!1e3!4b1!4m19!1m12!4m11!1m3!2m2!1d-96.800106!2d32.9503692!1m6!1m2!1s0x864c210ff36ca84d:0x89a164298aac17e7!2s14902+Preston+Rd,+Dallas,+TX+75254!2m2!1d-96.8019597!2d32.9512205!3m5!1s0x0:0xcadaa18a839e09e4!7e2!8m2!3d32.9503805!4d-96.8000309	$8	Yes		6:12 PM	Monday, January 17, 2022	<br /><br />JOINT HASH with NoDUHHH<br /><br />TIME: Meet at 6:30pm. On-out at 7:00pm.<br /><br />LOCATION: <br /><br />HARE:   Blonde Dyke Bar<br /><br />HASH CASH: $8 includes variety of beer at end (craft beer, light beer, cider, hard seltzer, wine, water, soda, gatorade) Several snacks (chips, granola bars, nutz, and MOONPIES). $3 non-alcohol price. (NOTE: Hash cash is always free when raining or snowing)<br /><br />TRAIL DESCRIPTION: Trail can either be A to A/A’ or A to B. On-In can be at a park, a bar, some random place in the woods, or someone’s house. Hares can lay trail anywhere in the DFW area. We only ask that if the Full Moon is on a joint trail with another kennel, we work within their parameters. The trail can be road-rage trails, and possibly shiggy. Distance can vary from 3-6miles depending on what night the Full Moon falls on. Shorter trails are weekdays.<br /><br />FULL WOLF MOON: In Native American and early Colonial times, the Full Moon for January was called the Full Wolf Moon. It appeared when wolves howled in hunger outside the villages.<br /><br />Full moon "peaks" at 5:51 pm.<br /><br />***COVID-19 PRECAUTIONS: Please bring a face mask if you have not been vaccinated. Hand sanitizer will be available. Snacks are individually packaged and coolers are sanitized.***<br /><br /><br />On~On!	1/13/22 9:38 (BDB) 1.28
19	Dallas Urban Hash	DUH.png	Third DUHHH of 2022	629	Undercovers	6:30pm	<br />Italian Café<br />387 E. Las Colinas Blvd. #120<br />Irving, TX 75039	https://www.google.com/maps/place/Italian+Caf%C3%A9/@32.8651216,-96.9387117,17z/data=!3m2!4b1!5s0x864e82b8ba5dfc8f:0x7edf0a3af86109b5!4m5!3m4!1s0x864e82b8a0af1217:0x8aaa3c329ea95423!8m2!3d32.8651216!4d-96.9365177	FREE HASH CASH	Yes		6:14 PM	Wednesday, January 19, 2022	<br /><br />A-A, TURD friendly, FREE HASH Cash for BN! Prelube beer is happy hour (4-7 pm) prices - $3 for Shiner Bock and Miller Lite. On in beer is $3.50 for Shiner Bock and Miller Lite. I have reserved the Pergola area which is dog friendly! Yes, it's outside!<br /><br />Start: Italian Cafe, 387 E. Las Colinas Blvd., Irving, TX 75039<br /><br />Pack gathers at 6:30, away at 7:00 promptly!<br /><br />On~On!	1/16/22 13:11 (Three Strokes) 1.28
22	Fort Worth Hash	ftworth.png		946	 Bunny Cum	2:00 P.M	Grapevine Public Library 1201 Municipal way , Grapevine (East Parking lot)	https://goo.gl/maps/imPMCshkp9365Af48	$7.00  Hash cash; BYOB prelube beer	Yes		6:17 PM	Saturday, January 22, 2022	Bring change of clothes/shoe's. Hare said, might get wet. 	1/21/22 21:45 (Tanned Peaches) 1.28
26	Dallas Urban Hash	DUH.png	4th DUHHH of 2022	630	I-I-I	6:30pm	Shuck 'N Jive  5315 Greenville Ave at Lovers Ln, Dallas, TX 75206	https://goo.gl/maps/DzNFASnrMhA63EeH6	$8 (includes On-In beer pitchers and BX beer)	Yes, on leash		6:20 PM	Wednesday, January 26, 2022	Shuck 'N Jive - (nice and warm!)<br />Bring: Flashlights, Virgins, Masks if you need, Fun attitude!<br />Happy Hour beer prices before 7:00!<br />Food menu: https://www.shucknjive.com/menus/<br /><br />Awesome, warm, covered, TURD-friendly, Hash-friendly patio, <br />adjacent to the Red and Orange DART rail station - just a block away! (As WDT mentioned earlier, fares are free this week!)<br />We'll run a trail through new areas, then circle up in the warmth with lots of pitchers to drink up! We had so much fun here last time!<br /><br />On this day 2,051 years ago, Cleopatra sauntered down to the Nile River and shucked her first oyster then got shucky with Mark Antony in her sandy tent.<br />So we're meeting up at this awesome place to honor that first mollusk-slurping.<br /><br />On~On, and slurp-slurp	1/24/22 21:54 (WrongDongThong) 1.28
29	Dallas Hash	dallas.png		1104	Fruity Pebbles	3:00 PM	<br /><B>Kalita Humphreys Theater</B><br />South Parking Lot<br />3636 Turtle Creek<br />Dallas,  TX  75204	https://www.google.com/maps/place/32%C2%B048'37.3%22N+96%C2%B048'03.1%22W/@32.810372,-96.8014115,178m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xa22b042937857b24!7e2!8m2!3d32.8103717!4d-96.8008634?hl=en&authuser=0	$10.00			6:23 PM	Saturday, January 29, 2022	The Kalita Humphreys Theater is the only theater by architect Frank Lloyd Wright and one of the last completed buildings he designed. It was built in 1959 for Dallas Theater Center who still produces original productions on the revolving stage.<br /><br />But... you won't be going inside.  We're just meeting here to start trail.<br /><br />Scratch that.  I don't know what Fruity Pebbles has planned.  For all I know, you'll be extras on-stage in Thornton Wilder's "Our Town" at the BX.<br /><br />Come out to an awesome Fruity Pebbles trail through uptown.	1/14/22 16:04 (Martha) 1.28
