DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Hash	dallas.png	SLIT Hash	1067	Ovulator	3:00 PM	TBD	https://www.google.com/maps/search/?api=1&map_action=map&basemap=terrain&query=33.092031,-96.542882	$7.00			8:52 PM	Saturday, August 1, 2020	SLIT Hash: Some Lake In Texas Hash<br />Besides all your usual hash crap, bring a floatie, as we will be floating in Lavon Lake after the trail. This will be a relatively short A to A' trail. Start time 3:00PM. Start location is 33.092031,-96.542882. Note: due to Social Distancing, This trail will not be ending at my house— so please don't go there! 	7/31/20 17:07 (The Hopper) 1.31
2	KayakH3	kayakh3.png	Eagle Mountain Lake Kayak Trail 		Just Nancy	10:00 AM	Eagle Mountain Lake		BYOB, $7.00 grilled food	NO		8:52 PM	Sunday, August 2, 2020	More info coming soon!<br /><br />Start time:10:00 AM, Please be early or on-time.<br />  <br />  Sunday, Sunday, Sunday!<br />  We have a great Day trip kayak trail! <br /> Paddling Eagle Mountain Lake<br />  <br />  Estimated about ?? miles long. <br />  <br />  <br />  Driving from Dallas to start location will take about 1.5 hours, be early or on-time. <br />  come alone or Carpool because with friends is more fun! <br />  <br />  Bring: Snacks, Lunch, Water, beer, kayak, vest, paddle, whistle, Sunglasses, Sunblock, hat, boat dolly, dry bag. anything else that you mite want. what ever floats your boat!<br />  <br />  Put-in: <br />  <br />  Take-out:<br /><br />  If you have any questions, please contact Benjamin<br />  <br />  <br />  ***Basic Kayak Safety Rules That All Boaters Should Follow***<br />  As with all recreational activities, there is always the possibility of injury or death. Always use common sense and follow safety rules at all times.<br />  <br />  Be aware of weather conditions and water temperature. Prepare for changes in weather and the possibility of a capsize.<br />  <br />  Beware of off-shore winds that make it difficult to return to shore.<br />  Always follow the boating rules of the area you're in.<br />  <br />  Brush up on self-rescue first in calm, warm, shallow water, and again in more extreme conditions.<br />  <br />  Most importantly, WEAR YOUR PERSONAL FLOATATION DEVICE. Coast Guard regulations require that all kayaks have a lifejacket on board. Wearing your lifejacket will help keep your head above water and add insulation to your body, keeping you warmer in cold water. There are great PFDs designed specifically for paddlers. Buy one that fits well, and always wear it while you paddle.<br />  <br />  Stay hydrated. Always bring plenty of water and food.<br />  <br />  HARES: When paddling in a new area, check with the locals regarding currents, shoreline conditions and weather patterns. Plan an "escape" route - an alternative place to get off the water should environmental conditions dictate it. <br />  <br />  It is important to check conditions such as weather and tides before going out in your kayak. Whether you are going on a multi-day excursion or just paddling for an afternoon, being aware of current conditions can help you plan a more safe and efficient trip. An excellent way to monitor sea conditions is to use the National Marine Forecast located at www.weather.gov/om/marine/home.htm<br />  <br />  On~On!	7/8/20 23:39 (Ben Dover R My Panties Showin') 1.28
2	YakH3	YAKH3-icon2-01.png	Full Moon Paddle		Strokes and Squirts	5:00 PM	Cedar Crest/Sante Fe Trail parking lot<br />200-248 Sante Fe Avenue<br />(where the old white water feature used to be)<br />Dallas, TX 75203	https://www.google.com/maps/place/248+Santa+Fe+Ave,+Dallas,+TX+75203/@32.7493298,-96.7967387,19z/data=!3m1!4b1!4m5!3m4!1s0x864e99adf0763ae3:0x1a141342d06f0e68!8m2!3d32.7493287!4d-96.7961915	BYOB	Yes		8:52 PM	Sunday, August 2, 2020	Wanna see the Dallas Skyline from the Trinity?  Paddle under cool bridges and see the Full Moon as it rises over Dallas?  <br />Strokes  and Squirts have put together a fantastic treat for you.<br /> <br /> Meet us at the Santa Fe Trail parking lot:<br /> 248 Santa Fe Avenue (keep going to the end...the old white water feature)<br /> Dallas, TX 75203<br /> 32.752868, -96.792172<br /> <br />There, we will load boats and people into fewer vehicles and drive to the put-in location at Trammell Crow Park, 3700 Sylvan Ave, Dallas, TX 75207. <br /> <br />A leisurely paddle along the Trinity River with a beer stop or two along the way.  We will get out before Dallas Love Locks Bridge.  This take-out point has been muddy in the past, so plan to bring an extra set of shoes. <br /> <br />What to Bring:  Kayak, SUP, or canoe.  Bug spray.  PFD, whistle, water shoes, dry bag, headlamp and kayak lights (party lights are welcome).  BOOZE...whatever you want to drink.  Camera (for night-time photography...optional).  The YakH3 will feed you weenies!!!<br /> <br />NOTE:  Both parks close at 11PM...we will be out of the river by then. Trail is rather short, but scenic.  Trammell Crow has limited parking, so meeting at the end and loading boats into fewer vehicles is our best solution.  IF you are running late, go directly to the start (Trammell Crow).  We plan on being in the water no later than 6:30 (after car-backs.)<br /> <br /> ***Basic Kayak Safety Rules That All Yakkers Should Follow***<br />As with all recreational activities, there is always the possibility of injury or fatality. Always use common sense and follow safety rules at all times.<br /> <br />Be aware of swift water currents, water levels, weather conditions and water temperature. Prepare for changes in weather and the possibility of a capsize. In cold water, bring a change of clothes if you get wet. In warm weather, a long sleeve YakH3 shirt can provide sun protection.<br /> <br />Beware of off-shore winds that make it difficult to return to shore (especially if you are on a SUP). Always watch for boaters in lakes and creeks nearby lakes. They sneak up on us fast!<br /> <br />Brush up on self-rescue first in calm, warm, shallow water, and again in more extreme conditions. Yak hosts several safety events along with other local kayak groups. Please ask an admin if you have questions or concerns.<br /> <br />Most importantly, WEAR YOUR PERSONAL FLOATATION DEVICE. Coast Guard regulations require that all kayaks have a lifejacket on board. Wearing your personal floatation device (PFD) will help keep your head above water and add insulation to your body, keeping you warmer in cold water. There are great PFDs designed specifically for paddlers. Buy one that fits well, and always wear it while you paddle. Bringing a whistle is also required. If paddling at night, bring bright lights to attach to your boat or a headlamp so others can see you (party lights are hash-acceptable).<br /> <br />Stay hydrated. Always bring plenty of water and food...and beer!<br /> <br />HARES: When paddling in a new area, check with the locals regarding currents and shoreline conditions. Plan an "escape" route - an alternative place to get off the water should environmental conditions dictate it. Please check the weather to advise folks what to bring and check the water levels (cfs) at: https://waterdata.usgs.gov/nwis/rt OR riverflows.net (app)<br /> <br />Paddle On~On!	8/1/20 23:34 (Three Strokes) 1.28
3	Full Moon	Calendar Icons-08.png	Live Lay as Usual		My Little Tranny	7:00 PM	West side of La Villita Elementary School<br />1601 Camino Lago<br />Irving, TX 75039	https://www.google.com/maps/place/32%C2%B054'11.8%22N+96%C2%B056'16.9%22W/@32.9032775,-96.9402237,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d32.903273!4d-96.938035	$7 or $9	Yes		8:51 PM	Monday, August 3, 2020	FULL STURGEON MOON: Some Native American tribes called the August Moon the “Sturgeon Moon” because they knew that the sturgeon of the Great Lakes and Lake Champlain were most readily caught during this Full Moon. They also called August’s Moon the Full Green Corn Moon and Grain Moon.<br /><br />Full moon peaks at 10:59am.<br />Hash Cash: $7-9 includes variety of beer at end (craft beer, light beer, cider, hard seltzer, wine, water, soda, gatorade) Several snacks (bananas, granola bars, peanuts, and MOONPIES). $3 non-alcohol price.<br /><br />Hare: My Little Tranny<br /><br />Live Lay, as usual.<br />A to A trail.<br /><br />Description:<br />In keeping with guidelines for Covid-19, if you wear a mask (between drinks of beer) at the start, the Beer Check(BX), and at the finish/circle, Hash cash will be $1 cheaper ($7).  Otherwise, for not wearing a mask, Hash cash will be $9.  If you pay the $7 option, you have 3 “outs” where other hashers will be watching you and calling you out if you are not wearing your mask.  After your 3rd out, you will pay the difference to meet the $9 non mask wearing option.  To be clear, this is not during “running/walking,” but at the start/BX/finish.  Plus, you may get Hash shit, and nobody wants to be that ASSHOLE.<br /><br />What to Bring: Typical hash gear including a headlamp. Money for Full Moon 2020 t-shirt ($25). Vessel, Kilts and Happi Coats for circle.<br /><br />On~On<br />	8/1/20 23:37 (Three Strokes) 1.28
4	Dallas Urban Mountain Bike Hash	DUMB.png	Koral Krickets Ride Phree	69	Koral Kweef Kwaffer / Krickets Fly Free	7:00 PM	The Lake House - 7510 E. NW Hwy	https://goo.gl/maps/YVWR78DWKQLeDwSc6	Pay-as-you-go	If they can keep up		8:50 PM	Tuesday, August 4, 2020	Bring: bike and helmet ⛑ and water.<br /><br />We will bike to a undisclosed location and drink lots of beer, and eat food.<br />Be prepared for beer check on the way to ...the undisclosed location.<br /><br />There might be live music... but, then again...<br />This will be a no drop ride.<br />No flower... nor flour either.<br />	8/2/20 20:26 (big_g) 1.28
8	Fort Worth Hash	ftworth.png	Lost Colitas Trail	912	Screwardress, Treadmarks	3:00 PM	250 E. John Carpenter Fwy<br />Irving, TX. 75062	https://goo.gl/maps/twQ8cBBpKokGJdek6	$7.00	YES		8:46 PM	Saturday, August 8, 2020	“Lost Colitas Trail”<br />Cum help us find our Lost Coiltas in Las Colinas. The FWH3 is stepping over the line and will be in Dallas County<br /><br />The start will be in the NW parking lot of the Provista building at:<br />250 E. John Carpenter Fwy<br />Irving, TX. 75062<br /><br />We will practice the 6’ rule and if you want, you can cum masked as well.<br />Almost shiggy free. (I’m not happy about that)<br />Lots of photo checks!<br />Dog friendly!<br />Beer!!	8/4/20 18:13 (Ben Dover R My Panties Showin') 1.28
9	Flour Mound H3	Flour Mound H3-01.png		8	Lil' Chicken Choker<br />Bubble Cumm	12:00 PM	The Home Depot<br />852 Long Prairie Rd<br />Flower Mound, TX 75022	https://www.google.com/maps/place/852+Long+Prairie+Rd,+Flower+Mound,+TX+75022/@32.9926043,-97.0625062,16.92z/data=!4m5!3m4!1s0x864c2ced5976a9af:0xe246ea5680c70406!8m2!3d32.9929016!4d-97.060936	$7	Yes		8:45 PM	Sunday, August 9, 2020	Start location: The Home Depot in Flour Mound. 852 Long Prairie Rd, Flower Mound, TX 75022. Please park near the trees in the South West parking area.<br /><br />Start Time: 1pm<br /><br />Hash Cash: $7<br /><br />BYOB prelube beer!<br /><br />Information: Trail should be about 3 miles. 2-3 out of 5 on the shiggy meter. You should be able to get your feet wet. There will be a beer check/. Turds on trail and at end is ok, but be advised it will be hot. So bring them if you are ok with that.<br /><br />There will be a proper circle. We will be doing social distancing and face masks when not drinking.	8/1/20 10:09 (Three Strokes) 1.28
12	Dallas Urban Hash	DUH.png	11th Analversary of the DUHHH	561	Fruity Pebbles	6:30 PM	4106 Amherst Avenue<br />Dallas, TX 75225	https://www.google.com/maps/place/4106+Amherst+Ave,+Dallas,+TX+75225/@32.8523257,-96.8069373,17z/data=!3m1!4b1!4m5!3m4!1s0x864e9e59b11058c9:0x9defa30a4e1a7ac1!8m2!3d32.8523257!4d-96.8047433	$3.00	Yes		8:42 PM	Wednesday, August 12, 2020	Duhh hash Wednesday, August 12, 6:30pm. <br /><br />Location: 4106 Amherst Ave, Dallas TX 75225. <br /><br />Hash cash $3.00. Includes Coors, bottle water and chips. <br /><br />Special Instructions- plaid school girl dress or kilt if you have one! Live lay A to A.<br /><br />This is DUHHH's 11th Analversary, so wear DUHHH attire and/or lanyard if you got it. Bring/wear masks.<br /><br />On~On!	8/24/20 14:54 (Three Strokes) 1.28
13	KayakH3	kayakh3.png	California Crossing		Mr E Hire	6:30 PM	California Crossing Park (32.8685240, -96.9236340)	https://goo.gl/maps/HAXC6dm1nFQQf8or5	BYOB	YES		8:40 PM	Thursday, August 13, 2020	We Putin at California crossing before the spillway.  Kayak upstream to Royal Ln. and back.  <br /> Putin & take-out: (32.8685240, -96.9236340)<br /> A to A Trail<br /> <br /> Watch the sunset, after it getting dark, star gaze, Socailize, just have fun. <br /> BYOB, Bring food to share, Beer, Wine, Crackers, What ever floats your boat. Bring head lamps, boat party lights or flashlights. Remember to bring a Life Vest and Whistle...it's the law.<br /> <br /> Ben Dover<br /> Has a canoe and extra kayaks. For who would like to come, but don’t have kayak. all are welcome. Please confirm contact Benjamin 24-48hours before event.  Seats fill fast. <br /> <br /> <br /> If you have any questions, please contact Benjamin<br />  <br />  <br /> ***Kayak Safety Rules That All Boaters Should Follow***<br />  As with all recreational activities, there is always the possibility of injury or death. Always use common sense and follow safety rules at all times.<br />  <br />  Be aware of weather conditions and water temperature. Prepare for changes in weather and the possibility of a capsize.<br />  <br />  Beware of off-shore winds that make it difficult to return to shore.<br />  Always follow the boating rules of the area you're in.<br />  <br />  Brush up on self-rescue first in calm, warm, shallow water, and again in more extreme conditions.<br />  <br />  Most importantly, WEAR YOUR PERSONAL FLOATATION DEVICE. Coast Guard regulations require that all kayaks have a lifejacket on board. Wearing your lifejacket will help keep your head above water and add insulation to your body, keeping you warmer in cold water. There are great PFDs designed specifically for paddlers. Buy one that fits well, and always wear it while you paddle.<br />  <br />  Stay hydrated. Always bring plenty of water and food.<br />  <br />  HARES: When paddling in a new area, check with the locals regarding currents, shoreline conditions and weather patterns. Plan an "escape" route - an alternative place to get off the water should environmental conditions dictate it. <br />  <br />  It is important to check conditions such as weather and tides before going out in your kayak. Whether you are going on a multi-day excursion or just paddling for an afternoon, being aware of current conditions can help you plan a more safe and efficient trip. An excellent way to monitor sea conditions is to use the National Marine Forecast located at www.weather.gov/om/marine/home.htm<br />  <br />  On~On!	8/5/20 17:29 (Ben Dover R My Panties Showin') 1.28
14	TXIH 2020	dallas.png	TXIH 2020			3:00 PM						8:39 PM	Friday, August 14, 2020	http://txih2020.com/	7/22/20 13:07 (Ben Dover R My Panties Showin') 1.28
