DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Urban Mountain Bike Hash	DUMB.png		69 		7:00 PM	White Rock Ale House		Pay-as-you-go			5:48 PM	Tuesday, December 1, 2020		12/2/20 19:26 (big_g) 1.28
2	Dallas Urban Hash	DUH.png		572	Fruity Pebbles	6:30 PM	11100 N Central Expy<br />Dallas, TX 75243<br />(Corner of 75 and Royal Lane)	https://www.google.com/maps/place/11100+N+Central+Expy,+Dallas,+TX+75243/@32.9000315,-96.7688194,17z/data=!3m1!4b1!4m5!3m4!1s0x864c200bc09c4159:0x5751941b3bf66f6d!8m2!3d32.9000315!4d-96.7666307	$5.00			5:48 PM	Wednesday, December 2, 2020	DUHHH hash will be 6:30pm Wednesday, December 2nd, on the southeast end of the 24 hour fitness/McDonalds parking lot on 11100 N Central Expy, Dallas, TX 75243 (corner of 75 and royal).<br />Hash cash is $5 for beer drinkers.  Water and snacks will be provided. Trail will be short 3 miles with expected beer check.<br /><br />What to Bring: $5 hash cash, dress fr cold weather. Please bring and wear your face mask :)	11/29/20 14:45 (Three Strokes) 1.28
3	FU! Thursday is a Drinking Day!	fuBird.png	KICK BALL		Tanned Peaches/Son of a Peach	6:00pm	Bob Eden Park, 901 W Mid Cities Blvd, Euless	https://goo.gl/maps/LLgtrWGtbBXTkbzf7	BYOB	FRIENDLY?		5:48 PM	Thursday, December 3, 2020	6pm gathering. 6:30 kick off<br /><br />Come out and join tanned/soap for some kick ball. What a way to burn some of that calories, LOL. And have fun w/ your fellow hashers.	11/27/20 11:12 (Ben Dover R My Panties Showin') 1.28
5	Dallas Hash	dallas.png	Best Trail of the Year	1076	ADHD<br />Bedside Spectator	2:00 PM	North Lake ~ Coppell<br />Olympus Blvd. Dallas, TX<br />(Street-side parking 1/2 way between Cypress Waters Blvd and Sage Hill Ln)	https://www.google.com/maps/place/32%C2%B055'55.3%22N+96%C2%B058'33.7%22W/@32.93204,-96.9782047,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d32.93204!4d-96.976016	$7.00	Yes		5:48 PM	Saturday, December 5, 2020	<br />Best Trail Of The Year<br /><br />Time: 2:00pm<br /><br />Start Address: Olympus Blvd Dallas, TX (Street-side parking 1/2 way between Cypress Waters Blvd and Sage Hill Ln)<br /><br />Map: 32.932040, -96.976016<br /><br />Hares: ADHD and Bedside Spectator<br /><br />Hash Cash: $7.00<br /><br />TURDS: Yes<br /><br />Description:<br />Given the current time we are in, the hares have laid an electrifying trail to be enjoyed by all.<br />As you tour your way through the lovely Texas town of Coppell you will undoubted find resistance in the form of mild shiggy. The RA has promised perfect hashing weather and the beer mister has said there will be no less than 2 beer checks before our shocking On-In. Bring some warm clothes because this circle my go on all night long.<br />On-After: Rodeo Goat. 9610 Wharf Rd, Coppell, TX 75019 (Don’t forget to bring your Covid Mask)<br /><br />On~On!	12/3/20 10:16 (Three Strokes) 1.28
6	Flour Mound H3	Flour Mound H3-01.png		11	Bubble Cumm	1:00 PM	Home Depo<br />852 Long Prairie Road<br />Flower Mound, TX 75022	https://www.google.com/maps/place/852+Long+Prairie+Rd,+Flower+Mound,+TX+75022/@32.9925848,-97.0640722,15.82z/data=!4m5!3m4!1s0x864c2ced5976a9af:0xe246ea5680c70406!8m2!3d32.9929016!4d-97.060936	$7			5:48 PM	Sunday, December 6, 2020	Attention, attention, attention. Do I have your attention?<br /><br />The Flour Mound H3 will have their next hash on Sunday December 6th at 1pm. Start location will be at the Home Depo at 852 Long Prairie Rd, Flower Mound, TX 75022. Start time will be at 1pm, Hare will be Bubble Cumm.<br /><br />Hash Cash is $7. Trail will be an A to B. If you're going to go, please update the event on the Flour Mound H3 FB page or if you're not a member, contact Kathy Johnson Lantz (Ole Yell Her) so she can have enough beer.<br /><br />On~On!	11/30/20 8:10 (Three Strokes) 1.28
7	NODUH Hash	NoDHHH2.png		275		7:00 PM			$7.00			5:48 PM	Monday, December 7, 2020		12/24/19 14:20 (Three Strokes) 1.28
9	Dallas Urban Hash	DUH.png		573	I-I-I	7:00 PM	Behind the Lake House<br />7510 E NW Hwy<br />Dallas, TX 75214	https://www.google.com/maps/place/7510+E+NW+Hwy,+Dallas,+TX+75214/@32.8547841,-96.7342563,17z/data=!3m1!4b1!4m5!3m4!1s0x864ea03490037165:0x8e47f88d3de1f485!8m2!3d32.8547841!4d-96.7320676	$5.00	Yes		5:48 PM	Wednesday, December 9, 2020	WEDNESDAY, DECEMBER 9, 2020<br /><br />HASH RUN № 573<br /><br />TIME: 6:30 PM MEET UP; 7:00 START<br /><br />START ADDRESS: BEHIND THE LAKE HOUSE<br />7510 E NW HWY, DALLAS, TX 75214<br />ADJACENT TO DART WHITE ROCK BLUE LINE TRAIN STATION<br /><br />MAP: HTTPS://GOO.GL/MAPS/VEJD6AGMPHCPHHAZ6<br /><br />HARES: I-I-I<br /><br />HASH CASH: $5.00<br /><br />DESCRIPTION: MEET BEHIND LAKE HOUSE FOR A NICE MID-WEEK TRAIL RUN.<br />TO HELP KEEP SAFE AND DISTANCED, WE'LL MEET AND CIRCLE AROUND THE CARS AND CIRCLE THERE - DISTANCED. BX NOT EXPECTED TO KEEP SAFER. UNDERSTAND THERE WILL BE SOME VIRGINS TONIGHT.<br /><br />WHAT TO BRING: A MASK, FLASHLIGHTS, $5 HASH CASH, LESS FOR NO BEER.<br />PLEASE BRING AND WEAR YOUR FACE MASK	12/9/20 12:59 (Three Strokes) 1.28
12	Grapevine Quarterly	GQhash.png	GQ QUARTERLY 		Bubble Cum	6:00 PM	The REC of Grapevine<br />1175 Municipal Way<br />Grapevine, TX 76051<br />(back parking lot by the soccer field by the corner of Nash and Jean streets)<br />	https://www.google.com/maps/place/32%C2%B055'51.8%22N+97%C2%B004'27.2%22W/@32.9310498,-97.0763966,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d32.9310498!4d-97.0742079	GQ Hash! BYOB! GQ Hash!	YES?		5:49 PM	Saturday, December 12, 2020	Special start time: 6pm<br /><br />Start location: The REC of Grapevine, 1175 Municipal Way, Grapevine, TX 76051, back parking lot by the soccer field by the corner of Nash and Jean streets (32.93104982031414, -97.07420794290041). Hey this is like 100 yards from a brewery!<br /><br />Hash cash: Zip (BYOB)<br /><br />Description: Start location is 100 yards from a brewery! This will be a short urban trail. Part of it will go down main street Grapevine so you can see all the purdy lights n stuff. Trail will be A to A and then go back to Bubble's house for a fire in the back yard! Please bring BYOB and a chair for the fire. We have wood you can sit on.<br />	12/10/20 11:25 (BDB) 1.28
16	Dallas Urban Hash	DUH.png	Christmas Lights Hash	574		6:30 PM	<br />4106 Amherst Ave<br />Dallas, TX 75225	https://goo.gl/maps/3Rsmr8h4YoaWqYoP7	$5 hash cash to include beer check and on in.  Non-drinkers and people that leave before circle are free	Turd friendly for the trail itself.		5:50 PM	Wednesday, December 16, 2020	<br />Next DUH Hash will be on Wednesday Dec 16 in front of 4106 Amherst Ave, Dallas, TX 75225.<br /><br />This will be a Christmas lights hash! Family and turd friendly for the trail itself, but circle will not be family friendly.<br /><br />A2A with beer check. Trail less than 3.5 miles total, hitting some beautiful spots.<br /><br />- MASKS,<br />- flashlights,<br />- friends,<br />- wear festive attire and Christmas lights if you got em to wear.	12/13/20 16:24 (Double Dribble) 1.28
18	FU! Thursday is a Drinking Day!	happy3.png	Xmas Happy Hour Hash		Oak Cliff H3	5:00 PM	<br />Casa Alfaro<br />2110 S. TYler St.<br />Dallas, TX 75224	https://www.google.com/maps/place/2110+S+Tyler+St,+Dallas,+TX+75224/@32.7248055,-96.8398692,17z/data=!3m1!4b1!4m5!3m4!1s0x864e9a1d20c1a705:0x7c807bf63d226d3d!8m2!3d32.724801!4d-96.8376752	BYOB	Ask How Big Is Your Mouth		5:51 PM	Friday, December 18, 2020	<br />Xmas Happy Hour Hash, Oak Cliff H3 would like to claim Friday December 18th for a backyard Charlie Brown xmas party.  Casa Alfaro 5pm start, BYOB	11/6/20 11:45 (BDB) 1.28
