DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
4	Dallas Urban Hash	DUH.png		718	My BoyFriend Joe	7:00 PM	<br />Pegasus City Brewery<br />1508 Commerce St<br />Dallas, TX 75201	https://goo.gl/maps/oKzggv61mi1u53aA8	$7.00			9:69 PM	Wednesday, October 4, 2023	<br />Start is at Pegasus Brewery 1508 Commerce St, Dallas, TX 75201.<br /><br />Parking sucks, I suggest taking a train or something. That's what the hare is doing.<br /><br />Completely different screwed up trail again. Old style DUHHH!	10/4/23 12:40 (Martha) 1.28
7	Dallas HashTanned	dallas.png	WITCH'S HAT DAY	1146	4PLAY and 3 strokes and You'r Done	2:00 PM	12700 N. Stemmons freeway Dallas (across the street from the farmers Branch dart Station . 	https://maps.app.goo.gl/jd6stigBaKCNqWTP7	$10.00 - https://www.paypal.me/DallasH3DFW	Yes		9:69 PM	Saturday, October 7, 2023	I DECLARE IT'S WITCH'S  HAT DAY.  You may  need  to  fear this hash! Therefore, I declare it's Witch's Hat Day. Never fear there is a hash on Saturday. Although ,It's a warning crescent moon and it's October. Everyone wear  a witches hat on ttrail<br /><br />Bring: virgins, change of shoes, bug spary, chair. 	10/6/23 22:08 (Tanned Peaches) 1.28
9	NODUH Hash	NoDHHH2.png		312	LGBT	7:00 PM	<br />Al Ruschhaupt Park<br />1986 Park View Ave,<br />McKinney, TX 75070	https://www.google.com/maps/place/Parking+lot,+McKinney,+TX+75072/@33.1878357,-96.645874,404m/data=!3m1!1e3!4m14!1m7!3m6!1s0x864c13ecfcd5af3f:0x65be42fab9a22e0f!2sAl+Ruschhaupt+Park!8m2!3d33.1913901!4d-96.6501956!16s%2Fg%2F11cn8yhrxr!3m5!1s0x864c13e99d147e29:0xa6aeb90fed3de6a4!8m2!3d33.1875864!4d-96.6453755!16s%2Fg%2F11c4y55gs4?entry=ttu	$7.00	Yes		9:69 PM	Monday, October 9, 2023	<br />Half of the NoDUH regulars are probably coming home from Myschevia today.  Exhausted, and ready to spend some quality time with a real mattress, flush toilets, and a microwave oven.<br /><br />But before you do that, it's also a NoDUH night and a trail has been laid.  Put it to some use other than gossip about terrorists and anthrax on NextDoor.<br /><br />Some of you did not go to Myschevia and some of you might not be ready for the weekend to end yet.  So cum on out and put in a few miles in beautiful McKinney, accompanied by that golden nectar we all love (and Miller Lite too).<br /><br />Trail is A to A	10/9/23 15:39 (Martha) 1.28
11	Dallas Urban Hash	DUH.png		719	Undercovers	7:00 PM	2300 Crown Rd  Dallas Tx 	https://maps.app.goo.gl/PTfHd4EPydFPJhQ39	$5	Yes		9:69 PM	Wednesday, October 11, 2023	Park at the lot on Goodnight Rd. <br /><br />Bring: Flashlight, chairs, Whistle, Virgins. <br />Trail: A to A, Turd Friendly , Turkey Eagle split. Hash cash Included prelube, BN, circle beer adn snacks. 	10/9/23 15:46 (Tanned Peaches) 1.28
14	Fort Worth Hash	ftworth.png	B-Day Hash	991	Deadhead & Mystery Hair	2:00 P.M.	Brui City 13000 Trinity  Blvd, Euless Tx 76040	https://maps.app.goo.gl/VJKC5BU6kuXFZMfVA	$7.00 cash- Pay Pal (Ftworthh3@gmail.com) BYOB prelube beer	Yes. on leash 		9:69 PM	Saturday, October 14, 2023	Park behind Bru city<br /><br />Why: Birthday Trail for 2^6 years going around this star.<br />Trail: Some old, some new. Mild/moderate shiggy. Illumination is needed/ Fee may get wet. <br />Bring : Virgins , vessel, chairs, change of socks. 	10/9/23 21:01 (Tanned Peaches) 1.28
18	Dallas Urban Hash	DUH.png		720	Principal's Bitch	6:30 PM	<br />Wyndsor Park<br />3106 Hartford Dr and, Carrington Dr<br />Richardson, TX 75082	https://maps.app.goo.gl/8NEw6h8Qp7WaCjUG9	$7.00. Food and on in provided. 	Friendly		9:69 PM	Wednesday, October 18, 2023	Pool Ending.	10/16/23 20:52 (Double Dribble) 1.28
19	FU H3 Hash	fuh3.png			Whitney M Houston 	7:00 PM	Oreilly Auto Parts 801 W Pipeline Rd  Hurst Tx 76053	https://maps.app.goo.gl/rgQ52BK2LyythfvN8	$7	Yes		7:14 PM	Thursday, October 19, 2023	So brings virgins, bessels, charis, flashlight and all your hash gear<br /><br />See you there half-minds<br /><br />On-On<br />Whitney Muthafuckin Houston	10/16/23 6:53 (Tanned Peaches) 1.28
21	Dallas Hash	dallas.png	D.P.S Trail	1147	Son of A Peach , Deadhead & Tanned Peaches	2:00 PM	5290 Western Center Blvd, Haltom City, TX 76137, look for hashers	https://maps.app.goo.gl/LFbMLcBVBdXFpyYK9	$10.00 - https://www.paypal.me/DallasH3DFW	Sure, but be responsible for them		9:69 PM	Saturday, October 21, 2023	Saturday, Saturday, Saturday!! It will be a semi-soap trail, or maybe a full soap trail, who knows, just show up and find out for yourselves.<br /><br />Bring yall normal stuff for a soap trail, yall know the routine by now	10/19/23 18:28 (Tanned Peaches) 1.28
23	NODUH Hash	NoDHHH2.png		313	Foreplay	7:00PM	<br />Jimmy Porter Disc Golf Course<br />About 2100 N Josey Ln,<br />Carrollton  TX  75006<br /><br />On the east side of N. Josey lane between Belt Line & Keller Springs,<br />Entrance just south of railroad tracks.<br /><br />See map link	https://www.google.com/maps/place/32%C2%B058'15.4%22N+96%C2%B053'16.9%22W/@32.970935,-96.8888031,442m/data=!3m2!1e3!4b1!4m12!1m7!3m6!1s0x864c267a634d39f9:0x794eeedd54bd8a26!2sJimmy+Porter+Disc+Golf+Course!8m2!3d32.9710837!4d-96.8881156!16s%2Fg%2F1tk6w9ks!3m3!8m2!3d32.970935!4d-96.888036?authuser=0&entry=ttu	$7.00	TURD friendly.   Maybe		9:69 PM	Monday, October 23, 2023	Bring your fleshlight  as we explore the scary graveyard of Carrollton and weave through even scarier neighborhoods.   <br /><br />Bring a change of shoes	10/22/23 22:51 (Martha) 1.28
25	Dallas Urban Hash	DUH.png	The Nightmare Before Hashmas	721	Giggle Dick & Lumber Jack Off	7:00 PM	Garrett Park, 1506 N Garett Ave., Dallas, TX 75206 (Bryan St side of the park)	https://maps.app.goo.gl/qQxEnWsoTza4iuUm8	$5 (prelube included)	yes, on leash		9:69 PM	Wednesday, October 25, 2023	<br />6:30 Show<br />7:00 Go (Live Trail)<br />Distance 3 for walkers, 4 for runners.<br /><br />Next Wednesday’s trail follows the misadventures of Lumber Jackoff, Hashtown’s beloved mohawk hasher, who has become bored with the same anal routine of frightening people in the "real world." When Lumber Jackoff accidentally stumbles on Christmas, all bright colors and warm spirits, he gets a new lease on life -- he plots to bring Christmas under his control by kidnapping Giggle Dick and taking over. But Lumber Jackoff soon discovers even the best-laid trails can go seriously awry.<br />Things To Bring: Halloween or Xmas attire (yes dress up!), virgins, cranium lamp, chairs<br />	10/18/23 22:08 (WrongDongThong) 1.28
27	Happy Hour	happy3.png	Halloween  Pub Crawl		Wax On Whacks Off	6:00 PM	Tarantula Tiki Lounge 117 S Main St. Fort Worth Tx 76104	https://maps.app.goo.gl/dUPNXpTTWaZF4i938	Pay as you go	No		7:06 PM	Friday, October 27, 2023	Just come in a costume and we will meet at the tiki bar at 6pm	10/27/23 17:41 (Double Dribble) 1.28
28	Fort Worth HashC	ftworth.png	B-Day Hash	992	Chew Toy & Deadhead	2:00 PM	Heritage Park 203 Cullum Dr Euless Tx 76040	https://maps.app.goo.gl/1eQK5kqvqDYKRTQZ8	$7.00 cash- Pay Pal (Ftworthh3@gmail.com) BYOB prelube beer	Yes must be on leash on trail and on-in. 		9:69 PM	Saturday, October 28, 2023	Hash Details: Saturday cum on out for a mostly urban and nearly Halloween Chewtoy B-day trail. Shiggy level will be low and Halloween costumes are encouraged. A perfect repurpose of your recent pirate costume maybe? Or be a Princess or a Dragon or be Tigger! Whatever just cum out and be happy because there's beer! <br />Trail will be A to A+ and there will be extra beer checks just because I love ya'll so much!<br /><br />What to bring: Virgins, vessels, chairs, change of clothes, panchos,umbrella. etc. <br />On-On<br />Chew Toy. 	10/24/23 13:23 (Tanned Peaches) 1.28
28	Full Moon	10-Hunters_moon@4x.png	Dead man's and Zombie Run	60	Cave of Wonders	7:00 PM	203 CR 1010  Princeton Tx 75407	https://maps.app.goo.gl/G6hLMw6ksBriCD7P9	BYOB	Yes		9:69 PM	Saturday, October 28, 2023	It's that time of year again, my boils and ghouls. Spooky season is upon us, and we're doing Deadman's again...but wait! There's more!<br /><br />*FANTAAAAASTIC! IIINCREDIBLE HOLY HELLFIRE SH-<br /><br />That's right, friends, enemies, hasher, those still under review...our beerly, um, yearly, round of spookies and mischief wil be preceded by a Full Moon Zombie Run through the surrounding neighborhoods , haunts adn TOTALLY empy fields. We've got some brain eaters to feed around here, and let's face it, it's often slim pickings out in the sticks and they need their exercise. So, if any of you are BRAVE (or drunk)enough to traverse the gauntlet while we let our undead friends out to play, there MAY be a prize (extra beer? cursed skeleton? WHO KNOWS)for the survivors. <br /><br />If running from brain-sucking maniacs isn't your thing, we'll be hosting a cookout following in the Zombie Run. There'll be some sort of delicious poi-PUNCH, some bougie booooooze and meat on the grill. Bring a side or desert, and if you're too high class of ghoul for our booze. BYOB. <br /><br />Tail start at 1700, food is on around 1900-ish, GHST. Bring your camp chair,for the on after, your headlamp and whistle, if doing the Zombie Run, and your dish, if staying for food. <br /><br />Costumes are optional, but at least one of your host may be mistaken for the undead during the evening. Crash space is avaliable, and we have a backyard that is TURD friendly, should you decided to bring your furry-appetiz-I mean companion, along. <br /><br />Hope to you there, half-minds and half-dead.<br /><br />OOOOOOONNNNN  OOOOOONNNN	10/3/23 14:11 (Tanned Peaches) 1.28
29	Bike Hash	bikeHash.png	Postponed for better weather		Hares Like it Dry	1:00 PM						7:04 PM	Sunday, October 29, 2023		10/27/23 13:23 (big_g) 1.28
