DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
3	Dallas Urban Hash	DUH.png	Principal's Bitch Brass Tap 	744	Principal's Bitch	7:00 PM	<br />The Brass Tap<br />4925 Greenville Ave  <br />Dallas, TX 75206	https://www.google.com/maps/place/The+Brass+Tap/@32.8458276,-96.7720737,17.53z/data=!4m6!3m5!1s0x864e9f3894d0e6a9:0x3bb12dd75c3f320!8m2!3d32.8458052!4d-96.7702252!16s%2Fg%2F11vrtvxq5j?entry=ttu	$3.00	Yes		9:69 PM	Wednesday, April 3, 2024	The Brass tap.  Hashcash covers beer check only.	4/3/24 14:37 (HGiovanini) 1.28
6	Dallas Hash	dallas.png	PREclispe Hash	1158	Red Rocket Rider, Crickets Fly Free	2:00 Pm	Duck Creek Park 4021 Duck  Creek Dr Garland Tsxas	https://maps.app.goo.gl/Lj3igCV34pKoMKTi6	$10.00 - Pay Online: <A HREF="https://paypal.me/DallasH3DFW/10">Paypal $10</A>	Yes		9:69 PM	Saturday, April 6, 2024	What to expect:<br />  Wet feet 🦶 <br />So bring extra socks and sneakers. <br />Besides BX and on in beers , the <br /> Hares will be providing an eclipse shot check, and they are also making eclipse themed snacks. <br />This is an A to A trail.<br />Bring: <br />Chair, whistle , extra socks 🧦 and sneakers 👟 , virgins , and happy faces 😊<br />On- PREclipse<br />Red Rocket Rider	4/1/24 21:49 (Tanned Peaches) 1.28
8	NODUH Hash	NoDHHH2.png		323	My Boyfriend Joe	7:00 PM	<br />North Carrollton DART Station<br />1717 W Frankford Rd<br />Carrollton, TX 75007	https://www.google.com/maps/place/32%C2%B059'37.6%22N+96%C2%B056'13.6%22W/@32.99378,-96.9396963,873m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d32.99378!4d-96.937116?authuser=0&entry=ttu	$7.00	Yes, on trail.  Maybe not if we have an on-after.		9:69 PM	Monday, April 8, 2024		4/8/24 10:06 (Martha) 1.28
10	Dallas Urban Hash	DUH.png	Live Lay	745	Lumber Hasher	7:00 PM	UpTown Pub	https://maps.app.goo.gl/dWR2RMeH4KCALH8n7	$ 0 	Yes but not at the on-in		9:69 PM	Wednesday, April 10, 2024	Forecast is for thunderstorms all day. If the weather sucks, we'll run a short trail and drink in the bar.	4/10/24 9:35 (Tanned Peaches) 1.28
13	Fort Worth Hash	ftworth.png	Fort Worth Wedding Hash in carrolton	1004	3's Stroke & 4 Play	2:00 PM	Albertson's  in Carollton, Plaza I of Josey Ranch  2150 Keller springs Rd. Carollton Tx 75006	https://maps.app.goo.gl/gAAwvAvCKhM6oQg36	$7.00 cash - <A HREF="https://www.paypal.com/paypalme/FWH3/7">Paypal $7</A> - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB prelube beer	Asked the Hare		9:69 PM	Saturday, April 13, 2024	Somebody got married! Actually 2 people, hashers. Poor suckers! Bedside and 3 Strokes. So we're having a celibatory (get it? celibate?) hash to mammoralize the occasion!<br />Hares: 3 Strokes & 4Play - the number girls<br />The deets: A to B. Bring a change of shoes, chairs, maybe some wedding gag gifts or food. Not gag food, nobody likes to gag when they're eating. Bring some cash, there'll be a wedding money tree to help the "happy" couple. It'll be a longer than usual post circle up event, so be prepared.<br />Start is in front of Albertson's in Carrollton, Plaza I of Josey Ranch. 2150 Keller Springs Rd, Carrollton, TX 75006 https://maps.app.goo.gl/r7v9LH6fKVAZRj2b7 See less	4/12/24 14:58 (Tanned Peaches) 1.28
17	Dallas Urban Hash	DUH.png	Coffee Park Run 	746	Fruity Pebbles	7:00 PM	3400 Villanova St, Dallas, TX 75225	https://www.mapquest.com/us/tx/dallas/75225/3400-villanova-dr-32.86489,-96.78772	$5.00	Yes (as long as they are couger friendly)		9:69 PM	Wednesday, April 17, 2024	$5.00 for drinkers. Includes beer check and On-In.  Includes mix selection of beer, snacks, water, and  limited selection of seltzers.	4/14/24 15:13 (dm36534) 1.28
20	Dallas Hash	dallas.png	The Three Amigos 	1159	SOAP, MeatStump, Deadhead	2:00 PM	CP Waggoner Park (2122 N Carrier Pkwy, Grand Prairie, TX 75050), park in the North East corner parking	https://maps.app.goo.gl/vUTUQQX8LhCtzV8D6	$10.00 - Pay Online: <A HREF="https://paypal.me/DallasH3DFW/10">Paypal $10</A>	yes, on leash		9:69 PM	Saturday, April 20, 2024	<br />Start time: 2:00 pm show,  2:30pm go<br />Yes it's gonna probably rain tomorrow, yes I'll try to find cover for circle, yes there will be beer, yes you'll get wet, yes soap is laying trail, YES there will be WATER to drink. :) <br />See yall wankers tomorrow<br /><br />	4/19/24 12:38 (WrongDongThong) 1.28
21	Contra Hash	contra.svg	Choir Practice!	69	Lumber Jackoff 	2:00 PM	T.W. Richardson Grove (Irving 75063)	https://l.facebook.com/l.php?u=https%3A%2F%2Fmaps.app.goo.gl%2Fg4zfT3gUK7k9M4uXA%3Ffbclid%3DIwAR0BeTg4seuY1fAxtdnl9li5lMqDD68o-xgR1X5m7LvLi_RdbGG37Dbhqoc&h=AT0yMzQwEwoO45aAC0M-Wwiig5oC6pQChaWO8T1E6PCpfwenLxId_o5tvpjZiTvQ8WF_WVxbM90JnGdhtvVtyWEunFMx7KO3OMKQ8QZGZrC_mrPmhCr3zfKy1OZkNtL-lA&__tn__=-UK-R&c[0]=AT1XeJD3BWIkIxnWCS_FVyQeo5O6I8caKeGdgfDEC5i81lZDGYt58JlWAsSrHS2QgV-HeaqIOcVHTb1UOZJbLqPiDKNhQGsxnyqelIgdZ_-gSD8-EEDCdxDA8xu3pagW6z2J1fnmaMksTr5YPM-exy9whn1czS-SK-Vk2ntd5w1NGM6dYDQJDgARDW3aRRw-gCmNv9InqpSIXp8L1AHd2NJXFGAugZm3mTlUR3nnEOhecpY8	Free	If they can sing.		8:27 PM	Sunday, April 21, 2024	Alright, you wonderful bunch of hashers... and I use "wonderful" with the utmost sarcasm! <br /><br />It has come to my attention that during circle, we're stuck in a vicious cycle of the same 5 songs every trail. So, let's break free from the monotony and spice up our repertoire!<br /><br />What: Choir Practice!<br />When: April 21st! Save the date!  2pm! Save the time!<br />Where: Location T.W. Richardson Grove (Irving 75063)<br />Why: Because why the heck not? Let's add some musical chaos to our normal chaos!<br />COST: $0 (Yes, it's free!) I will provide plenty of libations and some snacks. If you have something specific you want then BYOB<br />Get ready to sing your hearts out... or at least make some joyful noise!	4/18/24 10:09 (big_g) 1.28
22	NODUH Hash	NoDHHH2.png	BDB post 420 	324	Blonde Dyke Bar	7:00 PM	<br />first parking lot closest to Hillcrest when you turn on Valley View<br />7000 Valley View Ln, <br />Dallas, TX 75240	https://www.google.com/maps/place/Parking+lot,+Dallas,+TX+75240/@32.9263408,-96.7841749,396m/data=!3m1!1e3!4m14!1m7!3m6!1s0x864c205afc70947f:0xf650bd504067cb2d!2sValley+View+Park!8m2!3d32.9264589!4d-96.783544!16s%2Fg%2F1tjg_s17!3m5!1s0x864c205a14c5f8f1:0x249664685062eec3!8m2!3d32.9274474!4d-96.7855823!16s%2Fg%2F11g5z_spfc?entry=ttu	$7.00	Yes		9:69 PM	Monday, April 22, 2024	<br />BDB enjoyed Joe's NODUHH she decided to hare the next one! Bring bug spray, flashlights and virgins! It will either be an A to A trail or A to A prime. We have not NoDuhhed over here in awhile. Both Deporta Potty and Uzed Condems were named at this park. Look at BDB remembering stuff. Oh yeah because I was the cohare with them. Anywho. Cum out and play!!! ON ON	4/18/24 15:42 (HGiovanini) 1.28
23	Full Moon	04-Pink_moon@4x.png	I'll Show You My Moon!	66	Likes It In The Kitchen	7:00 PM meet 7:30 pack away	<br />Meet between the Subway/Starbucks and the Aldi<br />13548 Preston Rd,<br /> Dallas, TX 75240	https://www.google.com/maps/place/13548+Preston+Rd,+Dallas,+TX+75240/@32.9325203,-96.8031196,166m/data=!3m1!1e3!4m6!3m5!1s0x864c20fb4ea2a411:0x3aedf070347379cb!8m2!3d32.9323538!4d-96.8025304!16s%2Fg%2F11b8vdb2n0?entry=ttu	BYOB	YES		9:69 PM	Tuesday, April 23, 2024	<br />There will be an ice chest to load for BX & ON IN<br />Turd Friendly: Yes<br />Just a straightforward trail this time, bring out the Pink Moon<br />Bring fleshlights. Bring snacks to share as well!! ON ON 	4/18/24 16:01 (HGiovanini) 1.28
