DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
2	NODUH Hash	nd	4th Analversary	105	 Martha F. Stewart<br /> Jousting for Tampons 	7:00 PM CDT	<br />Parking lot on the NE corner of Custer and Parker<br />Between Goodyear and Braums<br />2005 W. Parker Rd.<br />Plano, TX 75023	https://www.google.com/maps/place/33%C2%B002%2732.8%22N+96%C2%B043%2759.3%22W/@33.0423964,-96.7331303,176m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0	Only $5.00			8:59 PM CDT	Monday, June 2, 2014	<br />It’s the NoDUH 4th Analversary and we’re celebrating 4 years of shitty trails.<br /><br />There will be a TRAIL!<br /><br />There will be BEER!<br /><br />There will be SHOTS!<br /><br />There will be HOT FOOD at the on-in!<br /><br />There will be down-downs on ICE!<br /><br />The trail will be shiggy free, so leave your gaiters and Ivy Block/Tecnu at home.  There *may* be a turkey/eagle split to give you FRBs a longer trail.<br /><br />If you don’t want to sit on the ice, you will have other options, but beware, you may want the ice.	Sun, Jun 1, 2014 at 12:35 PM
4	Dallas Urban Hash	du	The Truck Yard	252	No I'm Not<br />Just Corbin	7:00 PM CDT	<br />The Truck Yard<br />5624 Sears St<br />Dallas, TX 75206	https://www.google.com/maps/place/Truck+Yard/@32.81442,-96.771227,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9f362b61dd31:0xf201f1427d17fe78	$7.00	Friendly on leashes		9:00 PM CDT	Wednesday, June 4, 2014	Tomorrow's start for the Hash will be in the parking lot behind the Truck Yard at 5624 Sears St. Dallas, TX 75206<br /><br />It’s right next door to Trader Joe’s on Greenville Ave. <br /><br />It’s an A to A trail. The beer check will have a really nice view of the Dallas skyline. If you are riding a bike, please bring a bike lock unless you want to carry your bike up stairs for the beer check. Bring the usual stuff — $7, flashlight, whistle, virgins etc. <br /><br />Also, please bring your ID or you won't get in the Truck Yard.	Wed, Jun 4, 2014 at 4:16 PM (Claude)
5	FU H3 Hash	fu			Bone de Moanet	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-101-june-5th-open&instance_id=2700	$7.00			9:01 PM CDT	Thursday, June 5, 2014		Mon, May 5, 2014 at 3:07 PM
6	Happy Hour	hh	??th Wedding <br />Anniversary!		MILF Shake<br />McGayer	7:00 PM CDT	<br />MilfShake & McGayer’s House<br />5803 Ellsworth Ave<br />Dallas, TX 75206	https://www.google.com/maps/place/5803+Ellsworth+Ave/@32.834213,-96.7677439,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9f6c78a6de53:0x59a874513eebe6a				9:01 PM CDT	Friday, June 6, 2014	<br />Come hangout with us as we celebrate our ?? Wedding Anniversary!<br />There will be hot dogs, chips & dips, BEER, LIQUOR and good times.<br /><br />What to Bring: <br />YOUR smiling face.<br />YOUR own meat if you don’t like hot dogs, the grill is available. <br />YOUR favorite beer if you’re a beer snob. <br />VIRGINS.<br /><br />What Not to Bring: <br />GIFTS- our house is very small and we have enough crap already. <br />MARRIAGE ADVICE- since we have probably been married much longer than you have.<br /><br />MilfShake & McGayer	Mon, Jun 2, 2014 at 5:40 PM
7	Fort Worth Hash	fw		748	Front Flip <br />Munchkin Dick<br />& Mystery Hare	4:00 PM CDT	Parking lot across from an Elementary School being built<br />4001 Cascade Sky Drive,<br />Arlington Tx 76040	https://www.google.com/maps/place/4001+Cascade+Sky+Dr/@32.799288,-97.0930622,17z/data=!3m1!4b1!4m2!3m1!1s0x864e7e02ab3b49dd:0x1b40b70add0fd5f6	$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!	Yes Woof!!		9:02 PM CDT	Saturday, June 7, 2014	Time : 4:00 pm Gather<br />            4:30 pm Pack Away<br /><br />*Prelube at Fox and Hound located at 1001 NE Green Oaks Blvd, Arlington, TX   at  3:00pm<br /><br />Start Adress: 4001 Cascade Sky Drive, Arlington Tx 76040 (Parking lot across from an Elementary School being built??)<br />  (located in the new Viridian Development near the Arlington Landfill)<br /> <br />Hares: Front Flip Munchkin Dick & Mystery Hare<br /> <br />Hash Cash : $7 and a good attitude<br />Virgins are free<br /> <br />Turd Friendly?  Yes Woof!!<br /> <br />Description: Cum and heckle the Hare, as this is Front Flip Munchkin Dick's virgin trail.  <br />He will take you to where no hasher has ever been before?<br />There may be some swimming involved, so the hares want to see some hot bikini tops on display, yes, even bikini's for the men (there will be a a prize for the best Man Bikini)<br />Light Shiggy, boob checks, and maybe some other suprises.  Bring a change of clothes and all the usual stuff<br /> <br /> <br />On After will be at  Fox and Hound located at 1001 NE Green Oaks Blvd, Arlington, TX<br />	Fri, Jun 6, 2014 at 11:52 AM (cwinborn)
10	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Blond Dyke Bar	7:00 PM CDT	<br />Malarkey’s Tavern<br />4460 Trinity Mills Rd. <br />Ste. 100, <br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989782,-96.831165,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				9:03 PM CDT	Tuesday, June 10, 2014	I think since we are all half minds so we should be able to collaborate and be one mind and kick some ass at trivia. Cum join us at Malarkey’s Tavern 4460 Trinity Mills Rd. Ste. 100, Dallas, TX 75287 on TUESDAYS!! Trivia starts at 7:30PM but we recommend you get your happy asses out early because other teams have been taking over the place— we can’t have that.<br /><br />So cum join me and your fellow hashers for Trivia!!!! But wait there is more!<br /><br />The person who hosts the trivia has issues pronouncing words and she is a little “not so bright” so I enjoy showing up to see what words she is going to butcher!!!<br /><br />Hope to see yall there!	Mon, Jun 9, 2014 at 12:42 PM (cwinborn)
11	Dallas Urban Hash	du		253	Just Rick<br />Texas Holdem Titties<br />Tit Cock Tit Cock	7:00 PM CDT			$7.00			9:04 PM CDT	Wednesday, June 11, 2014	Bring out your skinny jeans and flannels	Tue, Jun 3, 2014 at 10:20 PM
12	FU! Thursday is a Drinking Day!	fh	Lone Star Park		CockLess Monster	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-june-12th-open&instance_id=2689				9:04 PM CDT	Thursday, June 12, 2014		Mon, May 5, 2014 at 3:06 PM
13	Grapevine Quarterly Happy Hour	gq	GQ Happy Hour		Bubble Cumm	5:45 pm CDT	<br />Chill Sports Bar<br />814 S Main St.<br />Grapevine, TX 76051)	https://www.google.com/maps/place/Chill+Sportsbar/@32.933062,-97.078519,17z/data=!3m1!4b1!4m2!3m1!1s0x864c2b24ebfbef9b:0x3f7542adc163c339	Pay-as you go			9:05 PM CDT	Friday, June 13, 2014	So the GQ hash is having a hash next Friday in.....grapevine. So we are having a HH there as well. <br /><br />I'll be there about 545pm until the hash starts at 7pm<br /><br />Where: Chil Sports bar, historic Grapevine TX (814 S Main St, Grapevine, TX 76051) , Just south of the choo choo tracks<br />	Thu, Jun 5, 2014 at 5:10 PM (cwinborn)
13	Grapevine Quarterly	gq	GQ Hash	31	Katman Goo	7:00 PM CDT	<br />Chill Sports Bar<br />814 S Main St.<br />Grapevine, TX 76051)	https://www.google.com/maps/place/Chill+Sportsbar/@32.933062,-97.078519,17z/data=!3m1!4b1!4m2!3m1!1s0x864c2b24ebfbef9b:0x3f7542adc163c339	Free, but if you want pre-lube, or beer before the circle, BYOB for drinks other than when YOU are doing down-downs!			9:05 PM CDT	Friday, June 13, 2014	What: GQ Hash!<br /><br />When: 13 June (Friday), 7pm start time<br /><br />Hash Cash: Free, but if you want pre-lube, or beer before the circle BYOB for drinks other than when YOU are doing down-downs!<br /><br />Where: Chil Sports bar, historic Grapevine TX (814 S Main St, Grapevine, TX 76051) , Just south of the choo choo tracks<br /><br />(Mis)erections: Get on 114 heading towards Grapevine and exit on Main Street. Go North. It will be on the left at the corner of Dallas and Main. If you go over the rail road tracks you just missed it.<br /><br />Other info: It's a GQ hash so we only provide circle beer, you want pre-lube, or beer before the circle BYOB for drinks other than when YOU are doing down-downs Also we normally do **NOT** have extra coolers, so bring your own or you might have warm beer.<br /><br />Other Other Info: Normally no beer check and short trail. Circle will suck because Bubble will be drunk and try and run a circle. I don't know where the circle will be so I can't say if you should bring a chair or not...Bring it anyway and if we can't sit i them you can leave it in your car.<br /><br />Reminder: BYOB for drinks other than when YOU are doing down-downs <br />	Thu, Jun 5, 2014 at 5:07 PM (cwinborn)
