DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Hash	dallas.png	Dallas H3 AGM NYD	1026		2:00 PM	300 N Malcolm X Blvd Parking Lot<br />2816 Indiana Blvd<br />Dallas, TX 75226	https://www.google.com/maps/place/Zipcar+Lot+192/@32.7854547,-96.782875,193m/data=!3m1!1e3!4m12!1m6!3m5!1s0x864e98dd1ec40fd3:0x9d47c4b85c02d334!2s300+N+Malcolm+X+Blvd+Parking!8m2!3d32.7853516!4d-96.7830893!3m4!1s0x864e98dd3b5b60fd:0x5db337802483f3ab!8m2!3d32.7853257!4d-96.782746	$20.00<br /><br />Less $5 if you bring a side dish to share (a bag of potato chips or equivalent is not good enough)			5:59 PM	Tuesday, January 1, 2019	Ladies & Gentlemen, Boys & Girls, Hashers ready to start 2019 off with a bang!!!<br /><br />This year's event is at The Curtain Club<br />2800 Main St<br />Dallas, TX 75226<br /><br />Expect things to start off as they have in the past with us gathering on Indiana Street behind Reno’s. Parking is now metered on the street but there is a day lot.<br /><br />This years colors is NUDE! What shade of nude you ask?! Well anyone that you want to wear. Don’t want to wear nude you say, well we don’t mind if you come in your birthday suit (DPD might have a different opinion) but really if you can’t come in the colors selected just do what it takes for you to cum.<br /><br />Just like every year this will be a potluck event. We will be heading up the food committee so please reach out to us if you would like to help with food organizing and setup.<br /><br />There are more details to come but we will try and field any questions you may have.<br /><br />On~On!	12/23/18 11:37 (Three Strokes) 1.28
2	Dallas Urban Hash	DUH.png	First Trail of 2019	491	Ben Dover R My Panties Showin'	6:30 PM	One Nostalgia Tavern<br />6521 Abrams Road<br />Dallas, TX 75231	https://www.google.com/maps/place/One+Nostalgia+Tavern/@32.8635972,-96.7467915,17z/data=!3m1!4b1!4m5!3m4!1s0x864ea02602fa5763:0xc7038469cb752cd6!8m2!3d32.8635927!4d-96.7445975	$8.00	Yes		6:00 PM	Wednesday, January 2, 2019	Because last week's trail is under water...and so might this be.<br /><br />Cum one Cum all, to DUHHH” What The Fuck Are We Doing Here New Years is over”, trail!<br />You heard it right! What the fuck is this trail?! Well, bring your flashlight because your going to need ‘em! You are going to find your way though lake highlands area, follow flour, toilet paper, constuction tape, chalk and some clues the sneaky hares leaves for you. Might be a Turkey/eagle split. There might be shiggy, there might be water. There mite be a shot checks. Hard to tell with those crazy hares. There will be booze so bring your liver. Seriously?!<br />	1/2/19 11:39 (Three Strokes) 1.28
3	Full Moon	fullmoon.png	Just a Test		Delete Me!	7:00 PM			BYOB			6:01 PM	Thursday, January 3, 2019		3/29/20 21:08 (Clodhopper) 1.28
4	Movie Night	Movie.png	Aquaman at Grapevine		Back That Ass Up 	7:30 PM	IMAX 2D Experience at AMC Dine-In<br />3150 Grapevine Mills Parkway<br />Grapevine, TX 76051	https://www.google.com/maps/place/3150+Grapevine+Mills+Pkwy,+Grapevine,+TX+76051/@32.9667663,-97.0469131,17z/data=!3m1!4b1!4m5!3m4!1s0x864c2b81317c9165:0xc45ea0db7094ea97!8m2!3d32.9667618!4d-97.0447191	PAYG	no		6:01 PM	Friday, January 4, 2019	Aquaman HOT!: The IMAX 2D Experience at AMC Dine-in <br />3150 Grapevine Mills Parkway, Grapevine, TX 76051<br /><br />Find more movie times + buy tickets https://mobile.fandango.com/link.jsp?t=AAEGO&d=2019-01-04	1/4/19 0:32 (Three Strokes) 1.28
5	Dallas Hash	dallas.png	Clod's Birthday Hash	1027	<br />Clodhopper<br />Blonde Dyke Bar	2:00 PM	<br />2430 Lonnecker Drive<br />Dallas, TX 75041	https://www.google.com/maps/place/32°53'14.9%22N+96°40'23.9%22W/@32.8874045,-96.673679,410m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d32.88748!4d-96.673309	$7.00			6:02 PM	Saturday, January 5, 2019	YES there will be a trail.. hopefully we will have all of our ducks in a row by 2:00 PM, Saturday 😏	1/4/19 16:27 (The Hopper) 1.31
6	YAKH3	YAK_off_season.png	Off Season Yak	31	Ben Dover R My Panties Showin'	11:00AM	TOP Liquor Beer and Wine<br />7606 Greenville Avenue<br />Dallas, TX 75231	https://www.google.com/maps/place/Top+Liquor+Beer+And+Wine/@32.8880623,-96.7590832,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMzLCsDUzJzE3LjAiTiA5NsKwNDUnMjQuOCJX!3b1!8m2!3d32.8880623!4d-96.7568892!3m4!1s0x864e9ffa594cd655:0x3e5c2c7f5f157ddf!8m2!3d32.8870451!4d-96.757147	BYOB	Water TURDs		6:03 PM	Sunday, January 6, 2019	Because the weather is fvckin amazing!  Spend it with the YAK!  5 mile paddle in the sunshine.  Buy booze on Saturday!<br /><br />Kayak trail start location:<br />(32.8880623, -96.7568892)<br />End: <br />(32.8500397, -96.7179070)	1/5/19 20:22 (Three Strokes) 1.28
7	NODUH Hash	NoDHHH2.png		225	Martha F. Stewart	7:00 PM	Enfield Park,<br />824 Legacy Dr.<br />Plano TX  75023<br />Driving east on Legacy from Alma, look for the turn about 40 feet PAST the car wash.<br />This will be the first turn after the car wash.  It leads to the Enfield Park Parking Lot.  Be careful, some of the road is dug up.	https://www.google.com/maps/place/33%C2%B004'04.6%22N+96%C2%B042'25.3%22W/@33.06793,-96.7092087,562m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x0!8m2!3d33.06793!4d-96.70702?hl=en&authuser=1	$7.00	Yes - on trail and on-in		6:04 PM	Monday, January 7, 2019	<br />The weather was supposed to be nice and there was no hare.  So for the first time since Oct 1st, I'm hoping a trail of mine won't have horrible, uncomfortable weather and people will actually show up.<br /><br />Now that your holiday shopping and holiday obligations are over and now that it's kind of warm out, you have no reason NOT to come to a NoDUH.<br /><br />Since hardly anybody showed up at the last NoDUH of the year, this one will have the champagne that we didn't open last time at the BX (and if it lasts, the on-in).<br /><br />Let's celebrate 2019!!!<br /><br />Expect a short trail for the turkeys.  A little longer for the eagles.  Trail will be A-A.	1/7/19 13:53 (joel) 1.28
8	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				6:05 PM	Tuesday, January 8, 2019	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	8/27/18 18:57 (The Hopper) 1.31
9	Dallas Urban Hash	DUH.png	BDB and Clodhopper Getting Wet Again Hash	492	Petered Out<br />I Eat Dick	6:30 PM	The Local Oak<br />409 N Zang Blvd.<br />Dallas, TX 75208	https://www.google.com/maps/place/The+Local+Oak/@32.748614,-96.8270842,17z/data=!3m1!4b1!4m5!3m4!1s0x864e99853bb71ebb:0xddf8c38144b3887!8m2!3d32.7486095!4d-96.8248902	$8.00	Yes		6:05 PM	Wednesday, January 9, 2019	Cum on out to IED and Petered Outs virgin lay of a DUHHH trail, thats right we have never laid a DUHHH so figured it was time to step up... We are laying our trail in honor of Clodhopper and BDB welcome back to drunking... There will be beer, there will be shots, there will be shenanigans and since IED and PO are laying this trail most likely there will be rain, but hell we won't let a little rain stop us... So come celebrate with BDB and Clodhopper and give them the welcome back to drunking they deserve..... 	1/8/19 10:35 (Three Strokes) 1.28
10	FU H3 Hash	FU-Skating.png	Ice Skating!		I Can’t Dive 55 and M R Dicks	6:30 PM	Panther Island Ice - 223 NE 4th St, Fort Worth, TX 76164-9500, United States	https://goo.gl/maps/PXBSWneA6eB2 	PAYG			6:06 PM	Thursday, January 10, 2019	The holidays are over, everyone’s fat and happy, and you’re done adulting for a while. Is it our turn to act like spoiled little kids again, yet? YES, IT IS! <br /><br />Ice skating, skates, and taxes: $12; $10 if we get 15 or more people; $9 if you’re military: https://pantherislandice.com/ <br /><br />Beer/wine/cider in cans: $5-$7 http://coyotedrive-in.com/fortworth/canteen/<br /><br />https://www.facebook.com/events/194396611441871/	1/4/19 0:37 (Three Strokes) 1.28
