DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Hash	dallas.png	NEW YEARS DAY HASH	1052	Dallas H3 MM	11:30 am gather, 12:00pm pack out	4101 Bryan Street<br />Suite 140<br />Dallas, TX 75204	https://www.google.com/maps/place/4101+Bryan+St,+Dallas,+TX+75204/@32.7978915,-96.7832617,17z/data=!3m1!4b1!4m5!3m4!1s0x864e98ce244e5e67:0x2260faf8293b115f!8m2!3d32.797887!4d-96.781073	$15 (with a side dish); $20 (no side)			5:59 PM	Wednesday, January 1, 2020	Ladies and Gentlemen, Boy’s and Girls, Hashers from all round the metroplex. The New Years Day Celebration details are finalized and we are proud to announce that this year we will be return to Deep Ellum!<br /><br />The venue we have used for the last few years has shut down but we have found something in the same area that is going to be perfect for us!<br /><br />This years colors are blue and pink! So start looking online and visiting all the local thrift stores for that perfect outfit.<br /><br />This year we will have live music by “Venus E” the same band that played for us at the 40th. Come out and dance to great music and revel in the memory of 2019.<br /><br />Start location and additional info will be posted soon.<br /><br />-<br />Ana L. Thrax	12/24/19 11:15 (Three Strokes) 1.28
4	Dallas Hash	dallas.png		1053	Bedside Spectator	2:00 PM	John F. Burke Nature Preserve<br />1111 Valley View Lane<br />Farmers Branch, TX 75234	https://www.google.com/maps/place/John+F.+Burke+Nature+Preserve/@32.9183955,-96.934534,16z/data=!4m5!3m4!1s0x0:0x847b24195dde702c!8m2!3d32.9169706!4d-96.9337866	$7.00	Yes		6:01 PM	Saturday, January 4, 2020	<br />Come on out to the second hash of the New Year!  Bedside Spectator trail starting at the Burke Nature Preserve.  Trail is less than 5 miles and there is a possibility of some mud on trails.<br /><br />What to Bring: $7 hash cash includes a great trail with great hashers, beer and food!  Bring extra money for on-after.  Bring a change of shoes/clothes for on-after. Dress weather appropriate.  Highs should be in the upper 50's.<br /><br />On~On!	1/3/20 13:30 (Three Strokes) 1.28
6	NODUH Hash	NoDHHH2.png	Epiphany Trail	251	Blonde Dyke Bar	7:00 PM	<br />Near Trader Joe's and The Market at Pepper Square<br />14856 Preston Rd<br /> Dallas, TX 75254<br /><br />Park near Alexis- in the parking lot directly east of BBVA Bank	https://www.google.com/maps/place/32°57'00.9%22N+96°48'07.6%22W/@32.9502645,-96.8042867,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d32.95026!4d-96.802098	$7.00	YES		6:03 PM	Monday, January 6, 2020	<br />Today's trail is to celebrate the 12th day of Christmas, to commerate how a star led the Magi, or three kings or wise men, to the baby Jesus. Also, it happens to be Nice Spread and Clodhopper's birthday! Cum out to the first NoDuhhh of 2020 and hopefully BDB won't get voted worst trail of the year!! Look forward to seeing you all. <br /><br />ON ON and Happy Birthday Nice Spread and Clodhopper	1/6/20 9:45 (BDB) 1.28
7	Dallas Urban Mountain Bike Hash	DUMB.png	First DUMB of 2020	69	Deflated Rubber	7:00 PM	7331 Gaston Ave #100, Dallas, TX 75214	https://goo.gl/maps/mWqRV8sorLybLxz89	Pay-as-you-go	Nah		6:04 PM	Tuesday, January 7, 2020	Show up at White Rock Ale House at 7pm, ride to another bar, drink some more, ride back, chill.	1/6/20 10:34 (big_g) 1.28
8	Triple D H3	lunch13065.png	Triple D H3 Inaugural Hash	1	Kinky Candied Ham	11:50 AM	SE corner of Pacific and N Field St	https://goo.gl/maps/eYws489UNK4PXZJU8	$7.00			6:05 PM	Wednesday, January 8, 2020	<br />The Triple D is doing its first official trail. Pack will meet at the SE corner of Pacific and N Field St. Chalk talk is it 1150, with hare away at 1200.<br /> <br /> Lies from the hare (Kinky Candied Ham). Trail is somewhere between 0.69 and 6.90 miles. Shiggy level is a 5 (it's Downtown Dallas).<br /> <br /> Circle and on after will be at Commissary on 1217 Main St at 1245. If you can't make the trail, join us for circle and on after.<br /> Commissary<br /> 1217 Main St, Dallas, TX 75202<br /> (214) 827-2927<br /> https://maps.app.goo.gl/hJ3KSR1kpogPozmcA	1/6/20 12:25 (Double Dribble) 1.28
8	Dallas Urban Hash	DUH.png	Everybody Is Happy Trail	543	Double Dribble	6:30 PM	<br />The Usual Place<br />Northeastern-most corner of DART Mockingbird Station Parking Lot<br />Worcola Street at DART Rail Tracks<br />32°50'20.3"N 96°46'19.4"W<br />32.838964, -96.772052 	https://goo.gl/maps/ay7x6VNTgu4nkBeu5	$1.00 & PAYG at the On-In	Yep		6:05 PM	Wednesday, January 8, 2020	<br />First DUH of 2020<br /><br />Gather 6:30 PM. Chalk Talk 7:00 PM. Pack Away 7:15 PM.<br /><br />Double Dribble promises to not piss-off E.O. again. Trail will be a reasonable length for a Wednesday evening. Circle will be short, too.<br /><br />It is winter, so bring your flashlights. Weather looks good, but dress appropriately (Circle will be outdoors). And whistles, too.<br /><br />Hash Cash: $1 (includes pre-lube & beer-check).<br />Pay-As-You-Go at the On-In.	1/8/20 14:57 (Double Dribble) 1.28
10	Full Moon	Calendar Icons-01.png	Full WET Wolf Moon	13	Three Strokes<br />Bedside Spectator	7:00 PM	Rodeo Goat, Cypress Waters<br />9610 Wharf Road<br />Coppell, TX 75019<br />(covered parking lot across the street)	https://www.google.com/maps/place/Rodeo+Goat+Cypress+Waters/@32.9372172,-96.9836671,19z/data=!4m5!3m4!1s0x864c29ee71ec85fd:0x21bdbc260c575073!8m2!3d32.9373272!4d-96.9828529	FREE (but bring money for food and drink at bar(s))	On patio.		6:06 PM	Friday, January 10, 2020	FULL WOLF MOON: In Native American and early Colonial times, the Full Moon for January was called the Full Wolf Moon. It appeared when wolves howled in hunger outside the villages. Full moon peaks at 1:23 pm.<br /><br />Come out to the first Full Moon of 2020! Also the first WET moon of 2020.  Rainy hash dates are FREE hash cash! So all beer on trail is provided for cumming out in the rain.<br /><br />Hash Cash: FREE HASH CASH when it rains! You only paid for what you eat or drink at the bar(s). Bar ending likely under these cirCUMstances.<br /><br />Hare: Three Strokes and Bedside Spectator<br /> Location: Prelube (wait out the rain) at Rodeo Goat at Cypress Waters.  <br />Trail: Rain or shine. .69 - 3.69 live lay!  Distance will be deteremined by the weather. <br /><br />What to Bring: Hash gear, rain gear, change of clothes (if it's pouring...unless we just meet at bar. TBD)<br /><br />POST-PONED UNTIL FEBRUARY FULL SNOW MOON:<br />***2019 MUGGING! I-I-I will be getting “mugged”!  Cum out and join this celebration.  Patches to be given to those that hared in 2019.  A HUGE thank you!***<br /><br />On~On<br />	1/10/20 7:16 (Three Strokes) 1.28
11	Fort Worth Hash	ftworth.png	In-Cumming Admin	897	Blonde Dyke Bar and My Boyfriend Joe	2:00 PM	<br />BoomerJack's Grill and Bar<br />522 Lincoln Square<br />Arlington, TX 76011	https://www.google.com/maps/place/BoomerJack's+Grill+%26+Bar/@32.7567885,-97.1001084,17z/data=!3m1!5s0x864e7d891e0cea1b:0x6240f16e50ed3d20!4m12!1m6!3m5!1s0x864e7d8f2d6af0a1:0xb0ce8cc313373c4a!2sBoomerJack's+Grill+%26+Bar!8m2!3d32.7567885!4d-97.0979197!3m4!1s0x864e7d8f2d6af0a1:0xb0ce8cc313373c4a!8m2!3d32.7567885!4d-97.0979197	$7.00 &mdash; BYOB prelube beer	yes		6:07 PM	Saturday, January 11, 2020	<br />Hey it's BDB and I am your new RA for Ft Worth. Ha ha ha. I was asked to lay a trial. I then thought who would be an great co hare to help me make this incumming admin trail amazing and boom I chose My Boyfriend Joe! <br /><br />Cum out and run with us. It will probably be wet outside due to all the rain. Dress for warmth, bring a change of clothes. 	1/9/20 15:42 (BDB) 1.28
15	Dallas Urban Hash	DUH.png	Admin Trail	544	Ben Dover R My Panties Showin'	6:30 PM	Mockingbird Station<br />5321 E. Mockingbird Lane at Central Expy.<br />Dallas, TX 75214<br /><br />The usual spot	https://www.google.com/maps/place/32%C2%B050'20.7%22N+96%C2%B046'19.2%22W/@32.839092,-96.7738894,708m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d32.8390917!4d-96.7719953	$1.00	(Dogs): Yes (trail), Yes on patio (on-in)		6:11 PM	Wednesday, January 15, 2020	This trail should be easy, well-marked trail and no Arkansas-es. Or is there? shiggy? <br />This trail will be mostly live lay.<br /><br />- Bring your flash or head light , a virgin or two, a flashlight, hash cash, flashlight, and whatever else you want to bring.<br />On-On!<br /><br />Wednesday nights. The pack meets at 6:30pm and runs at 7pm. This kennel is the DUHHH (Dallas Urban Hash House Harriers). DUHHH is entering its 10th year. Trails are typically A to A (where you park your car is where you end the run). Sometimes A to B. (The hare gives rides back to the cars). Trails are 3-5 miles and the majority of these trails are on road and paved paths (Shiggy level 1-2). This trail also includes a beer stop. Trail ends at a bar where we run circle.<br />We typically run trails inside 635 on the north side and South inside to Loop 12.	1/15/20 11:08 (Ben Dover R My Panties Showin') 1.28
18	YakH3	YAK_off_season.png	YakH3 Winter Campout!		Chewtoy<br />Peppermint Snatch	9:00AM	653 Gooseneck Cemetery Road<br />Graham, TX 76450-6640	https://www.google.com/maps/place/653+Gooseneck+Cemetery+Rd,+Graham,+TX+76450/@33.0273052,-98.5801193,18.42z/data=!4m5!3m4!1s0x8653ce99ace2c9fb:0x456fc05c180f0cf0!8m2!3d33.0285657!4d-98.5792617	BYOE	Yes		6:13 PM	Saturday, January 18, 2020	Cum on out and play with YakH3 on the Brazos River near Possum Kingdom! We will be camping on Chewtoy's private property.  Bring all the things you need for a chilly primitive campsite.  Tent, down comforter, a warm buddy to snuggle with, thermal-wear, heat stoves, alcohol and food.  Burn barrels and bonfire will be going when the sun sets. If you wish to fire guns but don't have a gun, please bring ammo (.380, 9mm, .45, 7.62x39, 223, 556, 30-30 Win, 12 gauge)<br /><br />ITINERARY:<br />Saturday, January 18:<br />9:00am – 12:00pm – Open Range (NO ALCOHOL)<br />Range Breakfast provided:  Coffee, bagels, and donuts<br />12:00pm – 1:00pm – Prelube <br />1:00pm – 5:00pm – Hash Trail and Circle<br /><br />***TRAIL WRITE-UP***<br />Update for Saturdays trail at the YAKH3 Camp out!<br /><br />I have permissions from the neighboring big farms for us hashers to have access to normally private property and shiggy that hasn't seen many human footprints since the area was an Indian Reservation a century ago. <br />Do you love shiggy?<br />Do you love the wilderness?<br />Are you tired of the constant white noise of the city?<br />How long has it been since you could look up and see the Milky Way in all it's glory overhead without any light pollution?<br />Does a bonfire while camped remotely on the Brazos River sound like it's good for the soul?<br />Then you need to be here!<br />All you nature lovers are going to have a beautiful trail and a great time this weekend! Do expect mud, it's going to rain for the next two days here. But it's going to be sunny and in the 50's for the 3 days of the camp out. Shiggy socks would be a good idea too<br />ON-ON!<br /><br />(itineray continued)<br />6:00pm – 7:00pm – Bonfire Dinner<br />Dinner Menu:  Chili and cornbread<br /><br />Sunday, January 19:<br />9:00am – 12:00pm – Open Range (NO ALCOHOL)<br />Range Breakfast provided:  Coffee and breakfast burritos<br />12:00pm – 1:00pm – Prelube<br />1:00pm – 5:00pm – Yak Trail<br />6:00pm – 7:00pm – Bonfire Dinner<br />Dinner Menu:  Cookout.  Bring your own meats.<br /><br />Monday, January 20:<br />9:00am – 12:00pm – Open Range (NO ALCOHOL)<br />Camp/Range Breakfast provided:  Coffee and oatmeal<br /><br /><br />Note's on directions to location and facilities:<br />If you pull up the map you will notice the dropped pin is set far back from the road on the map. Switch to satellite view and you will see the private driveways clearly, our home and shop are approx 1/3 mile back from the road and cannot easily be seen from the road and the river campground is another 1/3 mile behind the house and shop.<br />Improved gravel roads go almost all the way to the river campground. All pickups and most SUV's can drive all the way to the river campground however cars with very low ground clearance or grounds effects kits will be better parked a hundred yards short of the river campground because there is a dry creek bottom which the road crosses and it is somewhat rough, use your own judgement especially if we've had recent rain. For those in cars who might prefer to park before the creek crossing I will make my vehicle available to transport gear to and from the main camp site.<br /><br />Facilities:<br />Camping is primitive however we will of course open our home for use of the restroom and kitchen if desired. FYI we have 3 dogs and cats. Lots of cats. More damned cats than any human should have in my opinion although Peppermint would disagree. Anyway if you have a cat or dog allergy be aware of that before you go in the house<br />Also the shop building will be available if needed due to inclement weather at any point to set up for meals or circle up.<br /><br />Dogs are welcome as long as they don't chase the cats or fight with other dogs. We will keep our very playful 100 pound puppy leashed, our Labradoodle is super friendly and gentle and will roam free, and our chihuahua is a home body who is all bark and no bite and will probably hide in the house.<br /><br />Firewood is plentiful and on site so don't worry about bringing any, I have at least half a cord cut and ready for use now. And so long as the wind is cooperative there are multiple bonfires already staged to choose from and ready to light.<br /><br />On~On!	1/17/20 23:23 (Three Strokes) 1.28
