DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
3	Fort Worth Hash	ftworth.png		999	WMFH	2:00 PM pack off 2:30	629 Cullum Ave Hurst 76053	https://maps.app.goo.gl/2Jp6KD8jmxxemxAFA	$7.00 cash - <A HREF="https://www.paypal.com/paypalme/FWH3/7">Paypal $7</A> - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB prelube beer	Sure, they like t o hash		9:69 PM	Saturday, February 3, 2024	What's up Putas,  I am laying a trail to have a little celebration for Dude, where's my white girl birthday. So come out and join us for a shitty trail, beer and who know's what else. lol.<br /><br />So bring virgins, chairs, and all your usual hash gear. <br /><br />See you there half-mind<br /><br />on-on<br />Whitney Mutchafuckin Houston	2/2/24 10:44 (Tanned Peaches) 1.28
7	Dallas Urban Hash	DUH.png	Hairy Hines Hash#2	736	Fruity Pebbles	6:30 PM	9310 Harry Hines Blvd, Dallas TX 75235	https://www.google.com/maps/place/9310+Harry+Hines+Blvd,+Dallas,+TX+75235/@32.8421432,-96.8730448,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9c53a8f56afd:0x4e5af62ddc7911b6!8m2!3d32.8421432!4d-96.8704699!16s%2Fg%2F11shj86ry3?entry=ttu	FREE!	YES! 		9:69 PM	Wednesday, February 7, 2024	Welcome to Hairy Hines Hash 2 weeks strait.   Love may cost you, but the beer is FREE(beer check at least)!  A2A at Strokers Ice House.  Turd frieindly- even if its a ball banger.	2/2/24 18:12 (dm36534) 1.28
10	Dallas Hash	dallas.png	Leather and Lace	1154	Bunny Cum	2:00 PM	Gomez Western Wear 511 N Watson Rd, Arlington Tx 76011	https://maps.app.goo.gl/swe5yqHvndT5izsX8	$10.00 - Pay Online: <A HREF="https://paypal.me/DallasH3DFW/10">Paypal $10</A>			9:69 PM	Saturday, February 10, 2024	The start will be actually at the Southwest corner of hwy 360 and Randall Mill. Right next to Gomez Western. Park at the Emply lot., where Jack in the box used to be. <br />This A to B  and bring dry shoe's and socks , Wear your sexy leather and lace. <br /><br />	2/8/24 17:16 (Tanned Peaches) 1.28
12	NODUH Hash	NoDHHH2.png		319	MBFJ	7:00 PM	<br />DART-Downtown Carrollton Station<br />1013 Denton Dr N.<br />Carrollton, TX 75006<br />	https://www.google.com/maps/place/1013+N+Denton+Dr,+Carrollton,+TX+75006/@32.954642,-96.9094182,869m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864c263d713a515d:0xabd28f96b45e6fca!8m2!3d32.954642!4d-96.907884!16s%2Fg%2F11c275g2cm?entry=ttu	$7.00			9:69 PM	Monday, February 12, 2024	Construction Hash! Starting from the other usual location, the Downtown Carrollton Dart Station. 7PM.<br /><br />Bring your hard hat, flashlight and a change of shoes and socks, given all this rain it will be muddy. Bring a complete change of clothes if you think you’ll fall down. Again, bring a flashlight.<br />Note: they close I35 down around 10PM and traffic sucks before then. I would suggest parking at a different Dart Station and riding the train. We can hold your bags.<br />Good luck!	2/10/24 16:12 (Martha) 1.28
13	Fat Tuesday	Fat Tuesday.png	Fat Tuesday 2024	6969	Nice Spread & Wrong Dong Thong	12:00pm	Downtown Dallas, location TBD		PAYG	No		6:36 PM	Tuesday, February 13, 2024	<br />Start location and pub crawl details to follow. <br /><br />Hashers get your Green, Purple & Gold out. And your beads and masks as we are doing a Hash Fat Tuesday right here in Dallas. 	2/8/24 13:21 (WrongDongThong) 1.28
14	Dallas Urban Hash	snoopy.png	Show Us Some Love	737	Giggle Dick & Lumber Jackoff	6:30 PM	Ridgewood/Belcher Rec Center<br />6818 Fisher Rd., Dallas 	https://maps.app.goo.gl/5PsU7ew5fzZL4BkF9	$5 for prelube, BX, and OnIn beer	Yes, on leash		9:69 PM	Wednesday, February 14, 2024	<br />It's a Love Lay!<br />6:30 meet<br />6:45 hares away<br />7:00 pack away<br />Cum show your hash family some love<br /> for this Valentine’s Day trail. Giggle’s laying the trail,<br /> and Lumber’s throwing down the tricks.<br />	2/8/24 18:10 (WrongDongThong) 1.28
17	Fort Worth Hash	ftworth.png	B-Day Hash	1000	Whitney/Hog	2:00 PM pack off 2:30pm	Oak Grove Softball Complex	https://maps.app.goo.gl/iTE4mXUJcRM5coxN6	$7.00 cash - <A HREF="https://www.paypal.com/paypalme/FWH3/7">Paypal $7</A> - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB prelube beer	Sure, they like to hash too!		9:69 PM	Saturday, February 17, 2024	What's up putas, it's that time of the year again. Cum celebrate my 54th birthday and it's also Hog's bday! This is going to be an epic trail. We will also celebrate the 1000th running of the FWH3. We are going to have a lot of muthafuckin 🍻 beer, some badass homemade Mexican food, Elote bar. So cum one cum all, puro pinche party putas! I can't wait for this party to be poppin'! <br />So bring virgins, more putas, vessels, chairs and all your usual hash gear. <br />See you there half-minds<br />On-On<br />Whitney MuthaFuckin Houston	2/12/24 22:09 (Tanned Peaches) 1.28
21	Dallas Urban Hash	DUH.png	International Mother Language Day	738	Principal's Bitch	7:00 PM	Drinks Saloon, 13440 T I Blvd #2, Dallas, TX 75243	https://www.google.com/maps/place/13440+T+I+Blvd,+Dallas,+TX+75243/@32.9306899,-96.7509287,17z/data=!3m1!4b1!4m6!3m5!1s0x864c1f87e1e277e7:0xcff4a33dc831df5f!8m2!3d32.9306899!4d-96.7483538!16s%2Fg%2F11bw413kkb?entry=ttu	$5.00 for prelube and beer check	Yes (on leash)		9:69 PM	Wednesday, February 21, 2024	Dress code Black and White to mourne the loss of all lives lost fightning for the right to speak their native language of choice (aka right to get laid!)	2/19/24 15:42 (dm36534) 1.28
23	Happy Hour	happy3.png	B-Day Celebration		BDB	7:00 PM	Sharky's Bar & Grill- North Dallas (17453 Preston Rd Dallas)	https://maps.app.goo.gl/m2U23Ghhzis2DCqU7		No		6:44 PM	Friday, February 23, 2024	FRIDAY FRIDAY FRIDAY - Ovulator is getting old.<br />BDB is hosting a BIRTHDAY HH for him at <br />Sharky's Bar & Grill - North Dallas around 7-7:30.	2/22/24 21:59 (Tanned Peaches) 1.28
24	Dallas Hash	dallas.png	Moon, Stars, Spaceballs!	1155	Principle's Bitch & Par for the Intercource	3:30 PM	110 N Texas St, Richardson, TX 75081, <br />Parking lot behind Tavern on Main Street, Richardson	https://maps.app.goo.gl/HZePcNpwLx4NtrY6A	$10.00 - Pay Online: <A HREF="https://paypal.me/DallasH3DFW/10">Paypal $10</A>	Yes, on Leash and NOT in bar. 		9:69 PM	Saturday, February 24, 2024	<br />Details - <br />NOTICE ODD TIME! <br />Gather at 3:30, Pack Away at 4:00<br /><br />Hash Cash: $10, incudes bevs, snacks and fun!<br />A to A Urban trail with multiple shot checks! We are going to get Spacey Baby. We will end at circle and On After just in time for the rising Snow Fool Moon! Bring the usual, including a FleshLight! Bring a virgin to sacrifice to the Moon Goddess!	2/19/24 19:25 (WrongDongThong) 1.28
