DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Hash	dallas.png	NYD Hash	1187	Hog & Pork	12:00 PM - Prelube<br />1:00 PM Trail starts	715 Forest Street, Grapevine TX 76051	https://www.google.com/maps/place/715+Forest+St,+Grapevine,+TX+76051/@32.9465936,-97.0914677,868m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864c2b4a6b3cc045:0xd3b8cb350296cfae!8m2!3d32.9465891!4d-97.0888928!16s%2Fg%2F11c5l29fjc?authuser=0&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D	$20 or $15 with a side dish -<br />Pay Online: <A HREF="https://paypal.me/DallasH3DFW/20">PayPal $20</A>   <A HREF="https://paypal.me/DallasH3DFW/15">PayPal $15</A><br /><br />$10 with a side dish if you prepay by 12/30/2024: <A HREF="https://paypal.me/DallasH3DFW/10">PayPal $10</A><br /><br />Orange food counts as a side dish.	TURDs, Tethered Urban Running Dogs, are welcome.		9:69 PM	Wednesday, January 1, 2025	Annual Dallas H3 2025 NYD Hash is not to be missed. Hog & Pork are opening up the Swine Palace for you wankers!<br />This A to A trail, about 3 miles, will be mostly paved streets to show off your Super Hero / Cosplay attire. Look forward to two (yes 2, 1-2) beer checks to get your champagne and black-eye peas on.<br />ON-IN has heat, electricity and Fire Pit!<br />Bring side dish to accompany DallasH3 supplied Pork Butt and Cornbread. Dallas has you covered for Beer, Cider, Seltzers, Wine and Champagne.<br />Bring your vessel.<br />Bring side dish.<br />Bring chair for ON-IN and Fire Pit.<br />Bring your happy smiling face.<br />*Your prepaid rego (via PayPal Dallash3dfw@gmail.com ) is RSVP YES and will totally help us judge how much Butt, Beer, Peas and Champs we need.	12/30/24 0:16 (Martha) 1.28
4	Fort Worth Hash	ftworth.png	Incoming Admin	1023	Whitney MuthaFuckin Houston/Dude Where's My White Girl. 	2:00 PM	629 Cullum Ave Hurst Tx 76053	https://maps.app.goo.gl/UVUa7QS4wZHjx9bw8	$7.00 cash - <A HREF="https://www.paypal.com/paypalme/FWH3/7">Paypal $7</A> - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB prelube beer	Yes		9:69 PM	Saturday, January 4, 2025	What's up Putas, I am laying a trail to welcome our new admin member family. Dude where's my white girl. So come out and join us for this Shitty trail, beers/seltzer/wine. and who know's what else. lol. <br /><br />So bring virgins, chairs and your usual hash gear. <br /><br />On-On<br />Whitney MutchaFuckin Houston 	1/2/25 10:33 (TannedPeaches) 1.28
8	Dallas Urban Hash	DUH.png	Dog Shit Bon Voyage!	783	Dog Shit	6:30 PM	300 N Coit Rd #130, Richardson, TX 75080	https://www.google.com/maps/place/300+N+Coit+Rd+%23130,+Richardson,+TX+75080/data=!4m2!3m1!1s0x864c21c7ae199ac9:0x1b995ab3155f727e?sa=X&ved=1t:242&ictx=111	$3.00	No		9:69 PM	Wednesday, January 8, 2025	Benders <br />300 N Coit Rd #130, Richardson, TX 75080<br /><br />Hash cash- $3 only for beer check<br /><br />A to A in bar because of the cold weather.<br /><br />Bring flash light	1/6/25 20:06 (dm365) 1.28
11	Dallas Hash	dallas.png	 Hash Of the Lost; Wear Blow-uo Dinasaur or your favorite onsie	1188	Incoming/Remaining Dallas Admin: Bendover ARE My Panties Showing, My boyfriend Joe, Undercovers, Vanilla Cumsquatt, 4-Play, Principles B, Bacon Drippings	2:00 PM	CityLine/Bush Station 1300 N President George Bush Hwy, Richardson, TX 75082	https://maps.app.goo.gl/xuHteV2DYSMd3MnJA	$10.00 - Pay Online: <A HREF="https://paypal.me/DallasH3DFW/10">Paypal $10</A>	Who cares…		9:69 PM	Saturday, January 11, 2025	Introducing the latest Dallas <s>Suckers</s> Admin!  Your latest and greatest Dallas Admin will pretend to organize and run their very own Pick Up Hash.  That’s an anagram for Shit Show, which it most certainly will be, but not Lu Lu’s Traveling Shit Show, he’s not around to participate.  That’s not really an anagram either, the first clue is there’s no “T” in Pick Up Hash and no “P” in Shit Show.  I take that back, there will be plenty of Pee in this Shit Show, considering all the beer we will be drinking.  The aforementioned Shit Show will symbolically represent the type of leadership you can expect from the Dallas Admin this coming year, truly intoxicating.  That’s right, the state of leadership to be anticipated will certainly attain the highest level, I mean really high.  The expectations of your admin will be exemplified from the first official act of your <s>fearful</s>, fearless leaders.  You can expect a cadre of professionals, drunks but professional, incompetently and disasterously leading the pack from the front.  Here’s to 2025 and your Dallas Admin, a new high in ineptitude! 	1/8/25 17:36 (dm365) 1.28
13	Full Moon	01-Wolf_moon@4x.png	Wolf Moon	75	Likes It In the Kitchen, LGBT	6:30 P.M, packaway 7	4010 W 15th St STE 120, Plano, TX 75093 <br />Parking lot west of Herb Mart	https://www.google.com/maps/place/269J%2B9X,+Plano,+TX/@33.018442,-96.7701374,925m/data=!3m1!1e3!4m13!1m7!3m6!1s0x864c21da13c59513:0x6a6c8d090e223acd!2s269J%2B9X,+Plano,+TX!3b1!8m2!3d33.0184375!4d-96.7675625!3m4!1s0x864c21da13c59513:0x6a6c8d090e223acd!8m2!3d33.0184375!4d-96.7675625?entry=ttu&g_ep=EgoyMDI1MDEwOC4wIKXMDSoASAFQAw%3D%3D	BYOB	Yes, especially Wolves		5:48 PM	Monday, January 13, 2025	Cum and howl at the moon with the pack. Bring your own beer, doggie bowl and spoon. Kitchen will provide hot soup or you can get a nice sandwhich at the Mr. G’s inside of Specs when you get your beer. Fleshlights and warm clothing recommended, temps around 45 F.<br /><br />(There is No NoDUH posted as of Monday Jan 13 12:00, for this date 1/13)	1/14/25 9:07 (kitchen) 1.28
13	NODUH Hash	NoDHHH2.png		333		7:00 PM			$7.00			9:69 PM	Monday, January 13, 2025		12/30/2024 00:29 (G) 1.28
15	Dallas Urban Hash	DUH.png	Grapevine Bar	784	Lumber Jackoff	6:30 PM	2213 Butler St, Dallas, TX 75235	https://www.google.com/maps/place/The+Grapevine+Bar/@32.8166747,-96.8327331,15z/data=!4m6!3m5!1s0x864e9eb513455caf:0xb2b90b918af7e764!8m2!3d32.8152237!4d-96.8378847!16s%2Fg%2F1wb8v2yd?entry=tts&g_ep=EgoyMDI1MDExMC4wIPu8ASoASAFQAw%3D%3D	$3 or $5?	Yes		9:69 PM	Wednesday, January 15, 2025	A2A Bar ending. Hashcash covers beer check.	1/14/25 14:26 (dm365) 1.28
18	Fort Worth Hash	ftworth.png	Farewell Hash	1024	UnderWhorest & Son of a Peach (co-hare)	2:00 PM	5700 Chapman Rd  Watauga Tx 76148	https://maps.app.goo.gl/h7r3VjmEDoNv5s9V7	$7.00 cash - <A HREF="https://www.paypal.com/paypalme/FWH3/7">Paypal $7</A> - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB prelube beer	Sure keep on leash while on trail		9:69 PM	Saturday, January 18, 2025	ome out to UnderWhorest fuck off trail! For you wankers who are scared it might be a SOAP trail, it won't be. It will be a urban trail with very little to no shiggy at all. Shoes may get a little wet that about it. On-In will be inside so y'all won't have to be cold.<br /><br />Yes, I can lay a non-soap trail on the occasion and can be gentle. Y'all should know what to bring by now.	1/16/25 16:17 (TannedPeaches) 1.28
22	Dallas Urban Hash	DUH.png	National Polka Dot Day 	785	Undercovers 	6:30 PM Gather, 7:00 PM	On Rotation Brewery & Kitchen <br />7701 Lemmon Ave<br />Dallas Tx 	https://maps.app.goo.gl/UdA1KatUHAnnLSo56	$3	Yes		9:69 PM	Wednesday, January 22, 2025	 A to A, 3ish miles, hash cash covers beer check, pay as you go otherwise. Wednesday is clean slate Wednesday at On Rotation where they have half price pours of beers they are cycling out.	1/19/25 8:46 (kitchen) 1.28
25	Dallas Hash	dallas.png	Opposite Day Hash	1189	Shweddy Balls and Salty	2:00 PM	301 N Jupiter Rd, Garland, TX 75042; however, park behind the fire station on Runnymede Dr	https://www.google.com/maps/@32.9253382,-96.6844729,170m/data=!3m1!1e3?entry=ttu&g_ep=EgoyMDI1MDEwOC4wIKXMDSoASAFQAw%3D%3D	$10.00 - Pay Online: <A HREF="https://paypal.me/DallasH3DFW/10">Paypal $10</A>	 Yes, but must be leashed		9:69 PM	Saturday, January 25, 2025	The unthinkable is now thinkable. The poison is drinkable. Cum join us for the opposite Hash. Bring your usual hash crap.	1/20/25 10:56 (kitchen) 1.28
