DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
2	Dallas HashWin	dallas.png	Winter Camping			3:00 PM	Star of the River 12045 S highway 281 Santo Tx			Yes		5:48 PM	Friday, December 2, 2022		11/12/22 18:42 (Tanned Peaches) 1.28
3	Dallas Hash	dallas.png	Winter Camping	1126		3:00 PM	Star of the River 12045 S highway 281 Santo Tx		$84	Yes		611 PM	Saturday, December 3, 2022	Don't miss out on this year's Dallas H3 Winter campout! The Shenanigans begin on Friday. Kegs tapped at 4pm and dinner served at 6. You won't want to miss the Shooting star hash Friday night at 8pm. Bring an extra liver, there are bound  to be 6-8 shot-stops on this in-camp trail. A Nekkid Hash at midnight isn't out of the question either... If you still have stamina. <br />Where will be Firewood and a fire pit, to keep warm. 50/50 good wather/bad weather. swim in the Brazos. Bring your Floats and towels. <br />Satrurday breakfast will be avaliable to cure your hangover. Afternoon is the epic  running trail, that will satisfy all. Dinner will be served in the evening leaving you with the time to relax and ejnoy some quality time with the fellow hashers. A Nekkid Hash at midnight isn't out of the question either.... If  you not in the bed pasted out...<br /><br />Rego includes: Beer (Friday, Saturday, Sunday)Food (Firday dinner,Saturday Breakfast, lunch and dinner, trails galore) Sunday: Coffee only...<br /><br />Cap 30<br /><br />What to brind? Camping gears (tent, air mattres, fleshlite, and camp chair)bug spray, sunscreen, hash clothes, (optional)floatie, condoms, patches, for trade, camp games, and some half-mind firens. <br /><br />Rego cost: $74 Oct- $84 November<br />Senn $$ to dallash3fw@gmail.com via PayPal (used friends/family)Ben Dover aka Benjamin Casey.<br /><br />Turds: Yes. Please keep an eye on your Turd. If he/she runs off and gets hurt, bites another hasher or dog, or eats to much orange food... it's your own fuckin' fault.<br /><br />Refund: 11/28.2022<br />Rego closed: 11/28<br /><br />Directions from DFW<br />Take I-20 West<br />Take exit 386 toward US-281 N/Stephenville/Mineral Wells<br />Follow US-28 N for about 4 miles<br />Star on the River is located on the right.<br /><br />Itineraty:<br /><br />Firday Theme: Rainbow<br />4 pm Beer Taspped<br />6pm Dinner<br />8pm Rising Star Shot Trail<br />Midnight Nakked Trail<br /><br />Saturday Theme: Sparkels <br /><br />Saturday:<br />8am Breakfast<br />11:30 lunch<br />3pm Hash Trail<br />5:45 Hash Photos<br />6pm Dinner<br /><br />Sunday: Pack, clean up and go home...<br /><br />	11/13/22 3:05 (Tanned Peaches) 1.28
4	Dallas Hash	dallas.png	Winter Camp out			3:00 PM			$7.00			5:48 PM	Sunday, December 4, 2022		11/13/22 3:06 (Tanned Peaches) 1.28
5	NODUH Hash	NoDHHH2.png	X-Mas Lights	295	Martha F. Stewart, LGBT	7:00 PM	<br />NE Corner of Parking Lot of Lifetime Fitness<br />7100 Preston Rd<br />Plano, TX 75024	https://www.google.com/maps/place/33%C2%B004'26.8%22N+96%C2%B047'34.5%22W/@33.07411,-96.7951087,600m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x49e1fd7fe2dbc1dd!8m2!3d33.07411!4d-96.79292	$7.00	YES			Monday, December 5, 2022	<br />Hashers - <br /><br />Think you can keep pace with a live lay by MFS and LGBT? Hell yeah you can cause we want y'all to walk with us. So we will be strolling and gawking at lights or stopping to sip beer along the way. ie. not a real trail to follow. It's a group hash walk.<br /><br />A to A'<br /><br />LGBT will have her cooler backpack for the walk.  Plenty vodka and fireball - bring a coffee. But weather is perfect for a beer. Hash cash gets beer for the walk and on-in; and  I might just carry a few.<br /><br />Bring your cameras!	12/5/22 16:30 (Martha) 1.28
7	Full Moon	Calendar Icons-12.png	Full COLD Moon<br />*JOINT w/ DUHHH*	49	BlondeDykeBar TacoJizz	6:30pm	<br />Bryan Street Tavern<br />4315 Bryan St<br />Dallas, TX 75204	https://goo.gl/maps/hnBporYCd6b1oZcd7	$5 for Beer Check. PAYG for Pre-Lube, Circle	OK		5:48 PM	Wednesday, December 7, 2022	<br />TIME: Meet at 6:30pm. On-out at 7:00pm.<br /><br />FULL COLD MOON: This is the month when the winter cold fastens its grip and the nights become long and dark. This full Moon is also called the Long Nights Moon and the Moon Before Yule.<br /><br />Full moon "peaks" at 10:08pm<br /><br />On~On!	12/5/22 8:20 (Double Dribble) 1.28
9	Happy Hour	happy3.png	Captain and Camille Holiday Toy Drive 	6969	Nice Spread	8:30 PM	Barley House is at 5612 SMU Blvd. Dallas.	https://goo.gl/maps/EwaKHTbb1KwSbL4c9	$5 cover or unwrapped toy to donate. PAYG for drinks	No		5:48 PM	Friday, December 9, 2022	Dallas' favorite yacht rock band Captain & Camille is bringing the best smooth '70s your way. Sing along, dance along, groove your way into the weekend. 8:30 at Barley House. It gets crowded so if you want to get a seat, get there early. You can pay $5 cover OR bring an unwrapped toy to donate. And need I say it? Feel free to dress in your Santa best, captain's hat or holiday festive costume. HO! 🎅<br /><br /> If anyone is interested in dinner before the show, I suggest the new Londoner which is in the old Trinity Hall space at Mockingbird Station. It's a 10 minute walk between Londoner and Barley House. If anyone is interested in meeting for dinner, let me know or post below. Otherwise I will just go to the show.<br /><br />https://www.facebook.com/events/842708056778526	12/8/22 11:53 (WrongDongThong) 1.28
10	Dallas Hash	dallas.png	DallasH3 Invades Dallas Santa Rampage	1125	Nice Spread	4:00 PM	Hero by HG; 3090 Nowitzki Way, Dallas	https://goo.gl/maps/dQUC2mA8z4ao72dA8	$5.00 & PAYG	No		611 PM	Saturday, December 10, 2022	<br />Saturday Saturday Saturday <br />DallasH3 is invading Dallas Santa Rampage.   <br />Theme: Santa or Christmas Themed<br />Start Location: Hero by HG. 3090 Nowitzki Way, Dallas (use Victory Station)<br />Hare: Nice Spread <br />Hash cash: $5 to Nice Spread, PAYG at Santa Stops<br />Turds: Not Dog Friendly <br />Start time: 4pm<br />Description:<br />We will gather around 4PM at an undisclosed location somewhere in Dallas. (NICE SPEAD WILL UPDATE AS SOON AS IT AVAILABLE) Then we'll parade around town on foot and DART trains spreading holiday cheer and enjoying some tasty adult bevvies and bites. <br />There is no ticket to buy for Dallas Santa Rampage. Pay as you go for train pass, food and drink. <br />Please throw Santa (nice spread) $5 bucks. Nice Spread is providing peppermint schnapps and chocolate, cocktails, etc.  <br />DallasH3 will be providing lite beer. <br />NOTE: To follow updates on the Santa Rampage event.<br />https://facebook.com/events/s/dallas-santa-rampage-2022-sant/643126357513312/	12/9/22 15:03 (WrongDongThong) 1.28
11	Sunday Brunch	dallas marathon.jpg	BMW Dallas Marathon	6969	BendOver	10:00 AM	White Rock Lake Waterfall Parking. 2121 Winsted Dr, Dallas 	https://goo.gl/maps/n6t5CEmhxkq7kPEC7	Free	yes, on leash		5:49 PM	Sunday, December 11, 2022	BMW DALLAS MARATHON FESTIVAL<br />Come join DallasH3 for the BMW Dallas Marathon at White Rock Lake. We will set up easy up canopys, table, chairs and keg beer by mile marker 22. Please come and help sponsor/represent DallasH3 marathon beer check. There will be free beer for anyone who would like to volunteer handing beer out to the runners/walkers as they pass by us. Wear you hash clothes, happi-coat etc.<br />We will set up at 8 am<br />Please come help set up in the morning<br />The race starts at 8:30, the Elite runners will be by mile marker 19.5 around 10ish. This group will not stop for beer. However the typical runner will be by mile 19.5 around 11-ish. These runners are who we need to support.<br /><br />Did I mention NO Hash Cash: FREE KEG BEER & FREE BLOODY MARY<br />Meet at: White Rock Lake Waterfall Parking<br />ON-ON!<br />BendOver	10/18/22 10:01 (WrongDongThong) 1.28
13	Grapevine Quarterly	GQhash.png	GQ Quarterly Leisure hash		Bubble Cumm	7:00 PM	Chill restuarant  814 S Main St. Grapevine, TX 76051	https://goo.gl/maps/4aFD2NgUCPsbKJQz6	BYOB			5:49 PM	Tuesday, December 13, 2022	Start time: 6pm for dinner and drinks at chill restuarant. Hash start about 7pm. <br />Hash cash: zero, shot check and cheap beer at the on after provided. Otherwise BYOB!!!<br /><br />Info: Well it's time once again to have the GQ Quarterly in downtown Grapevine with all of the Xmas light and festivities! Short walking trail down Main Street to see all  the pretty light.  There will be a Hot Damn shot check and maybe beers. <br />Then back to your cars to go back to our place for a fire. <br /><br />What to bring: Any Xmas stuff you to wear. A chair for the fire and some beer you might like. I'll have some beer for those that don't bring any. <br /><br />Contact info: Bubble 214-684-5356<br />	12/4/22 21:10 (Tanned Peaches) 1.28
14	Dallas Urban Hash	DUH.png	Christmas Lights Hash	676	Fruity Pebbles	6:30pm	<br />4106 Amherst Ave<br />Dallas, TX 75225	https://goo.gl/maps/dvubUhD25YN3KyyC6	$5.00 for drinkers to include beer check and on in.	Friendly		6:08 PM	Wednesday, December 14, 2022	<br />Next duhh Christmas lights hash is Wednesday December 14th 6:30pm.<br /><br />Address 4106 amherst ave, Dallas TX 75225.<br /><br />Hash cash $5.00 for drinkers to include beer check and on in.<br /><br />Turd Friendly.	12/13/22 18:44 (Double Dribble) 1.28
