DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Fort Worth Hash	ftworth.png	Fools Day Hash	977	Undercovers & Just Mickey	2:00 PM pack away 2:30	Sam Houston Park,  101 E Interstate 635 Irving	https://goo.gl/maps/GYJLH8hhxZbbztz89	$ 7.00	Yes		9:69 PM	Saturday, April 1, 2023	A to A mostly urban trail, shiggy lvl 2 on a 1 to 5 scale. <br /><br />What to bring: Virgins, chairs, usually hash gears stuff.<br /><br />On-On<br />Undercovers/Juts Mickey	3/21/23 16:31 (Tanned Peaches) 1.28
5	Dallas Urban Hash	DUH.png	Cum & Play at the YMCA	692	Blonde Dyke Bar	6:30 PM	<br />Richardson Family YMCA<br />821 Custer Rd<br />Richardson, TX 75080	https://goo.gl/maps/bFw9gnJVDuj184zi6	$4.00	OK on Trail. Not at Circle.		9:69 PM	Wednesday, April 5, 2023	<br />Wednesday Wednesday Wednesday BDB is haring the DUHHH.<br /><br />April 7th at 6:30 bring $4 hash cash. Pack away at 7pm<br /><br />Start is at the Richardson Family YMCA.<br /><br />It’s an A to be B trail. BDB pays for BX and you pay for whatever you want to drink and eat at the bar. <br /><br />High 69- early morning storms is what is bringing the temperature down. See ya then.	4/4/23 19:23 (Double Dribble) 1.28
6	Full Moon	04-Pink_moon@4x.png	Full Moon Hash Happy Hour	53	Par for the Intercourse	5:00 PM	<br />The Yardhouse in Las Colinas<br />320 W Las Colinas Blvd., <br />Irving, TX 75039	https://www.google.com/maps/place/Yard+House/@32.8745277,-96.9486205,1054m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864e8296335afd2d:0x31b908145608735b!8m2!3d32.8745278!4d-96.9441305!16s%2Fg%2F11f3mbx86f	BYOB	idk		9:69 PM	Thursday, April 6, 2023	<br /><br />Par asked for this to begin at 5pm. May become a pub crawl.	4/4/23 14:02 (HGiovanini) 1.28
8	YakH3	YAKH3.png	Super Hard Easter		Sinister Minister	2:00PM	Lake Whitney<br />Steele Creek Park<br />Morgan, TX 76671	https://www.google.com/maps/place/Steele+Creek+Park/@32.0257619,-97.8608248,10.51z/data=!4m10!1m2!2m1!1ssteele+creek+park!3m6!1s0x864fc9ce2a0a7d69:0x72d2635a2f28387c!8m2!3d32.0057799!4d-97.4591163!15sChFzdGVlbGUgY3JlZWsgcGFya5IBBHBhcmvgAQA!16s%2Fg%2F11gh2vyzzj	BYOB	Water TURDS		8:17 PM	Saturday, April 8, 2023	***Campout Weekend***<br /><br />Cum for a weekend campout and a super “hard” drunk degenerate easter egg hunt! Changing location to Steele Creek Park! It is more YakH3 friendly! Primitive camping, no fees or nonsense. We can show up Saturday, hike and or paddle, set up camp and chill. The egg hunt and weener roast will be Sunday!<br /><br />What to Bring:<br />Camping gear (including tent or hammock), camp chair, bug spray, sunscreen, kayak, SUP, or canoe, floaties, hiking shoes, water shoes, food for yourself or to share, and BOOZE! <br /><br />If you have any questions, please reach out to Sinister Minister: 405-436-5620<br /><br />Paddle On~On!	3/31/23 13:46 (Three Strokes) 1.28
8	Dallas Hash	dallas.png	The BDB and PB Redemption Trail	1133	Blonde Dyke Bar<br />Principal's Bitch	3:00 PM	<br />CityLine/Bush Dark Station Parking Lot<br />1300 N President George Bush Hwy, <br />Richardson, TX 75082<br />Park East of Train Tracks and West of Plano Rd	https://www.google.com/maps/place/33%C2%B000'12.1%22N+96%C2%B042'03.3%22W/@33.003371,-96.7014665,263m/data=!3m2!1e3!4b1!4m12!1m7!3m6!1s0x864c192645e4771b:0xd1a6dc8eef0b9b09!2sCityline%2FBush!8m2!3d33.0021384!4d-96.7031929!16s%2Fg%2F11bwdx09nd!3m3!8m2!3d33.003371!4d-96.700918	$10.00 - https://www.paypal.me/DallasH3DFW	YES		9:69 PM	Saturday, April 8, 2023	<br />Hash is at 3PM. Meet at 3PM Pack Away 3:30PM<br /><br />BDB and PB apparently laid a shitty trail in February. We figured we would see if we could redeem ourselves or just make it a shit show.<br /><br />CUM FIND OUT. The weather will be partyly cloudy and around 67 degrees. 	4/7/23 19:15 (HGiovanini) 1.28
9	YakH3	YAKH3.png	Super Hard Easter	 	Sinister Minister	12:00 PM	Lake Whitney<br />Steele Creek Park<br />Morgan, TX 76671	https://www.google.com/maps/place/Steele+Creek+Park/@32.0257619,-97.8608248,10.51z/data=!4m10!1m2!2m1!1ssteele+creek+park!3m6!1s0x864fc9ce2a0a7d69:0x72d2635a2f28387c!8m2!3d32.0057799!4d-97.4591163!15sChFzdGVlbGUgY3JlZWsgcGFya5IBBHBhcmvgAQA!16s%2Fg%2F11gh2vyzzj	BYOB	Water TURDs		9:69 PM	Sunday, April 9, 2023	***Campout Weekend***<br /><br />Cum for a weekend campout and a super “hard” drunk degenerate easter egg hunt! Changing location to Steele Creek Park! It is more YakH3 friendly! Primitive camping, no fees or nonsense. We can show up Saturday, hike and or paddle, set up camp and chill. The egg hunt and weener roast will be Sunday!<br /><br />What to Bring:<br />Camping gear (including tent or hammock), camp chair, bug spray, sunscreen, kayak, SUP, or canoe, floaties, hiking shoes, water shoes, food for yourself or to share, and BOOZE!<br /><br />*NOTE: We will be staying until Monday . Feel free to stay Sunday night and avoid a DUI.<br /><br />If you have any questions, please reach out to Sinister Minister: 405-436-5620<br /><br />Paddle On~On!	3/31/23 13:48 (Three Strokes) 1.28
10	NODUH Hash	NoDHHH2.png	Redemption	303	LGBT	7:00 PM	<br />Downtown McKinney<br />106 S Chestnut St<br />McKinney, TX 75069<br />Public lot behind Mellow Mushroom	https://www.google.com/maps/place/33%C2%B011'48.5%22N+96%C2%B036'50.8%22W/@33.1968551,-96.6142405,72m/data=!3m1!1e3!4m4!3m3!8m2!3d33.196809!4d-96.614115?authuser=0	$5.00	On trail, yes, on-after, probably on patio		9:69 PM	Monday, April 10, 2023	LGBT will have redemption for her rained out 300th trail. Perfect weather. Promises to over mark the trail so you lazy bastards can master a McKinney downtown trail.<br /><br />On-after indoors, with bathrooms. Turds allowed on patio, but likely inside too. Bring money for tasty treats. Will be worth it. Usual beer will be provided at check and on after. 	4/9/23 22:30 (Martha) 1.28
12	Dallas Urban Hash	DUH.png	National Wind Day Hash	693	Vanilla CumSquat	7:00 PM	 Reverchon Park Baseball Field, 3505 Maple Ave., Dallas. Park by the baseball field near the back of the park.	https://goo.gl/maps/i8uUPXqsAPeTLvsg9	$7.00 (prelube, BX, and OnIn)	Yes; on trail and OnIn		9:69 PM	Wednesday, April 12, 2023	Start address: Reverchon Park Baseball Field, 3505 Maple Ave., Dallas. Park by the baseball field near the back of the park.<br />Prelube 6:30PM<br />Hash Go: 7:00 (ish)<br />Hare: Vanilla Cumsquat<br />Hash cash: $7 (pre-lube, BX, on in)<br />TURDs: Yes on trail and on in<br />Description: Run like the wind for the National Wind Day Hash. The highest natural wind gust was recorded this day in 1934 at the Mount Washington Observatory with a gust of 231 mph. Whether you choose to run (or walk) that fast is up to you.	4/10/23 13:59 (WrongDongThong) 1.28
15	Fort Worth Hash	ftworth.png		978	Son Of A Peach	2:00 P.M.	Rickel Park (parking lot) 937 Ascension Dr Hurt, Tx 76053 (this off hwy 10 and bluebonnet dr. 	https://goo.gl/maps/tit8ib7dKAdG5LsS9	$7.00 cash- Pay Pal (Ftworthh3@gmail.com) BYOB prelube beer	Yes		9:69 PM	Saturday, April 15, 2023	This Saturday trail I might be gentle or I might not be gentle, good luck!<br /><br />SOAP playing trail, y'all should know by now what to bring for my trails. If you have virgins you wanna bring, this will be a good trail for them. 	4/13/23 20:36 (Tanned Peaches) 1.28
16	YakH3	YAKH3.png	Lazy Lake Day		Three Strokes	12:00PM	Rowlett Park & Boat Launch<br />Hwy 66 and Shipp Rd.<br />(across the street from where maps takes you)<br />6842 Lakeview Pkwy<br />Rowlett, TX 75088	https://www.google.com/maps/place/Rowlett+Park+%26+Boat+Launch/@32.9071112,-96.5377439,18.44z/data=!4m6!3m5!1s0x864ea966ff98831d:0x26a993f11b10d447!8m2!3d32.9074158!4d-96.5380537!16s%2Fg%2F11fw9k3q4y	BYOB	Water TURDs		8:23 PM	Sunday, April 16, 2023	<br />Cum out and play with us on the second local yak of the season! <br />No expectations…come and go as you please. Feel free to test out your new, or old kayak, canoe, or paddle board. Luckily, we won’t be far from shore if you spring a leak! Or practice getting your water turd re-familiar with the water. <br /><br />Those who are familiar with this area know we typically chill at the sunken bridge. But there is a new disc golf course across the lake ready to explore. :)<br /><br />Water levels are high and the water may be a bit chilly. Sunday’s temperature calls for perfect yakking weather! So bring sunscreen for your first burn of the season.<br /><br />What to Bring: Kayak, canoe, or SUP. Your PFD, booze of choice, food/snacks for lunch (optional), sunscreen, and money for passible on-after at Bankhead Brewery.<br /><br />Paddle On~On!	4/12/23 10:39 (Three Strokes) 1.28
