DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
2	Happy Hour	happy3.png	Friday is a Drinking Day		Fast Running Baby	7:00 PM	900 Airport Fwy #166, Hurst, TX 76054	https://goo.gl/maps/vQqK5pEGePr	PAYG	Patio turd friendly		6:27 PM	Friday, February 2, 2018	Happy hour ....... Why?!?!?..... Because, Friday is a drinking day !! Let the work week end with a blast. Broncos in Hurst has beer and a place to socialize. (Indoors or out) sports bar theme so us running/biking people are most welcome. Come and get cheep domestics with affordable food.... (Even I can afford it) come Or cum. I don't care<br /><br />around the corner from my living space. So you can be SAFE with FRB<br /><br />Show up before 7 for "happy hour" $$<br />Show up before 8 no cover charge $$<br />High quality Friday crew	2/1/18 16:05 (Lumber) 1.28
3	Dallas Hash	dallas.png	Kinky Hash	1003	Penis Fly Crap<br />Mystery Co-Hare	2:00 PM	UNT Dallas DART Station<br />7894 University Hills Blvd.<br />Dallas	https://goo.gl/maps/j3utFgNdDKr	$7.00	Yes		6:27 PM	Saturday, February 3, 2018	Don't stay home this Saturday and wank; cum on out to the Kinky Hash!  There'll be lots of stuff for you to get off to, no matter what your kink.  There'll be sexy coeds, sexy cops, sexy seniors, sexy construction workers, thick bush, large nuts, scat, mud play, trees, trains, and squirrels. If you're into frottage, you can ride the DART to the hash, but it probably won't be too crowded on a Saturday.  Bring Virgins (if that's your thing), dry shoes(if you're into that), and $7.	Tue, Jan 30, 2018 at 8:56 AM (Penis Fly Crap<br />)
5	NODUH Hash	NoDHHH2.png		201	Moldy Ho & Pepper	7:00 PM	<br />McCord Park (park behind Race Trac)<br />2050 FM423<br />Little Elm, TX 75068 	https://goo.gl/maps/e5EwX3xJ4am	$7.00	Of Course!		6:29 PM	Monday, February 5, 2018	<br />Meet up at 6:45 - Pack Away 7:15 (or when GM shows up)<br /><br />Special Instructions: Flashlight- You will run through a beautiful park.<br /><br />Oh wait; it will be dark and you will barely find trail. But there will be beer.<br /><br />On On After:<br />Draft House Bar & Grill (behind Hobby Lobby)<br />2700 E. Eldorado Pkwy<br /> Little Elm, TX 75068	2/1/18 8:34 (joel) 1.28
6	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				6:30 PM	Tuesday, February 6, 2018	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	11/29/17 0:16 (Hopper) 1.31
7	Dallas Urban Hash	DUH.png	Potty and Le Turd Hash	444	Deport-a-Potty<br />St. Skidmark the Turd	7:00 PM	Royal Pour Bar and Grill<br />9909 Garland Rd, Dallas, TX 75218	https://goo.gl/maps/3baECymQ7B22	$8.00	Trail : Should be fine . <br />On-In : Not sure yet (stay tuned for updates)		6:31 PM	Wednesday, February 7, 2018	Come one , come all as your favorite Potty and your favorite Turd combine to bring you all the excitement and thrills of a live lay . There may or may not be a new kind of check (think vitamin-C) on trail . Also Imagine actually catching a hare during a live lay , doesn’t it sound fun ? So get your asses out there this Wednesday !	2/7/18 16:09 (Lumber) 1.28
9	Happy Hour	happy3.png	Happy Hour		Back That Ass Up	7:00 PM	Sambuca's - 2120 McKinney Ave, Dallas, TX 75201	https://www.google.com/maps/place/2120+McKinney+Ave,+Dallas,+TX+75201/@32.7922525,-96.8050121,17z/data=!3m1!4b1!4m5!3m4!1s0x864e9925527aa10f:0x3d0e4a85296bfd44!8m2!3d32.792248!4d-96.8028234	PAYG	No		6:33 PM	Friday, February 9, 2018	Live Band 90's Rock Music  Band Starts at 8:00pm	2/8/18 16:46 (McGayer) 1.28
10	Fort Worth Hash	ftworth.png	Fort Worth, not Mid-Cities, Trail	846	3 Strokes and Yer Done<br />Super Mystery Co-hare	2:00 PM.  Pack out at 2:30PM.	West Park<br />Hickman Road<br />Forth Worth, TX 76108	https://www.google.com/maps/place/32%C2%B046'57.5%22N+97%C2%B028'18.3%22W/@32.7826465,-97.473436,17z/data=!3m1!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d32.7826425!4d-97.4717496	$7.00; BYOB prelube beer	Yes		6:34 PM	Saturday, February 10, 2018	Goolemaps may take you to the apartment complex next to West Park...pass the apartments and take the next right onto Hickman Road.  If park gates are closed, parking on the street is acceptible.  Bring the usual hash gear:  $7 hash cash, a camera for cool trail features, change of shoes and socks, a camp chair (optional), and virgins!  :)	2/9/18 19:04 (Three Strokes) 1.28
13	Happy Hour	happy3.png	Laissez les bons temps rouler 	6969	Anal Adventure	7:00 PM	406 W Abram St, Arlington, TX 76010 	https://www.google.com/maps/place/406+W+Abram+St,+Arlington,+TX+76010/@32.735357,-97.1137109,17z/data=!3m1!4b1!4m5!3m4!1s0x864e7d739e59a48b:0xbd2304f3630f3b09!8m2!3d32.735357!4d-97.1115222	PAYG	dunno		6:36 PM	Tuesday, February 13, 2018	Laissez les bons temps rouler!<br /><br />Drinks!<br />Beads!<br />Beer!<br />$4 hurricanes<br />Boobs<br /><br />JR Bentley's in Arlington. 	2/13/18 15:43 (WrongDongThong) 1.28
13	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				6:36 PM	Tuesday, February 13, 2018	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	11/29/17 0:16 (Hopper) 1.31
14	Dallas Urban Hash	DUH.png	3rd ANAL BLT TRAIL	445	... He's Still Limping	7:00 PM	Milo Butterfingers<br />5645 SMU Boulevard, Dallas, TX 75206	https://goo.gl/maps/HA1twsQTGMM2	$8.00	Ok on trail and the patio at on-in.		6:37 PM	Wednesday, February 14, 2018	WEDNESDAY!! VALENTINE'S DAY @ THE DUHHH - 3rd ANAL BLT TRAIL<br /><br />That's Black Tie, Lingerie, and Toga. This is your chance to get a little fancy, a little sexy, and a little weird for VDay. As usual for this trail we'll have a booze check for each of the themes and potential gifts for the best dressed. Pick your theme or rock all three if you dare.<br /><br />What to Bring: Hash cash $8 for alcohol $1 for a bottle of water at beer check, flesh lights, and a sacrificial virgin for St. Valentine.	2/12/18 13:04 (Lumber) 1.28
