DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
2	Contra Hash	contra.svg	If You're Not in Labor, ...		Blonde Dyke Bar<br />aka Worst Lesbian Ever	3:00 PM	<br />Nice Spread<br />6603 Harvest Glen Dr<br />Dallas, TX 75248	https://maps.app.goo.gl/Z5pneGYiS8sXX7bf9	BYOB	Nope		8:16 PM	Monday, September 2, 2024	<br />Meet at 3:00 PM<br />Pack away at 3:30 PM<br /><br />Enter through back gate by driveway!<br /><br />It’s BYOB and snacks! Nice Spread said we could drink the beer in the cooler at her place.<br /><br />I’ll bring coolers and Ice!!!<br /><br />Bring swim wear or not… pls bring towels!<br /><br />ONON see yall tomorrow!	9/1/24 18:36 (DoubleDribble) 1.28
4	Dallas Urban Hash	DUH.png		766	Undercovers	6:30 PM	<br />Northwest Corner of Parking Lot<br />Target<br />9440 Marsh Ln<br />Dallas, TX 75220	https://maps.app.goo.gl/ULJQih75nzGAEyED7	$3.00	Yes		9:69 PM	Wednesday, September 4, 2024	<br />6:30 PM GATHER, PACK AWAY 7:00 PM<br /><br />Bring flashlight!<br /><br />Hash Cash includes PreLube and BX,<br /><br />On In - pay as you go.<br /><br />A to A' trail<br /><br />Not stroller friendly. <br /><br />Circle will be behind the:<br />Cockpit Bar<br />9454 Marsh Lane<br />Dallas, TX.<br /><br />Dogs are allowed out back.<br /><br />Your hare will bring you to some virgin territory!	8/31/24 10:04 (DoubleDribble) 1.28
7	Dallas Hash	dallas.png	International Bacon Day	1178	Par for the Intecourse	2:30 PM Gathering Pack away 3 Pm	Behind 6161 Alexis Dr Dallas 75254	https://maps.app.goo.gl/TgVYnhMSZemPvvDL8	"$10.00 - Pay Online: <A HREF=https://paypal.me/DallasH3DFW/10"">Paypal $10</A>"	 yes, but must be on on good behavior at Beer Check		9:69 PM	Saturday, September 7, 2024	 Happy International Bacon Day! I hope the Pork twins will help us celebrate this mildly shiggy A to A trail with special guests! Bring your favorite bacon treats to share if want. Have your virgins bring some! Normal hash stuff - change of shoes, chairs, chalk, humor!<br />; Autocorrected from 1169 to 1178 on 2024-09-11	9/2/24 22:21 (Tanned Peaches) 1.28
9	NODUH Hash	NoDHHH2.png		334	Casting Cooch	7:00 PM	3916 Dallas Pkwy, Plano Tx 75093 (Near closed down Pappa's Delta Blues Smokerhouse restaurant)	https://maps.app.goo.gl/DNwNrqvje1ZNZdKEA	$7.00	Yes, dog friendly, with the exception of on after (which is TBD)		9:69 PM	Monday, September 9, 2024	It's 9/9 and the hare will be providing a trail that will be 99% shiggy-free and as always, 99% shitty.	9/7/24 9:15 (Tanned Peaches) 1.28
11	Dallas Urban Hash	DUH.png	Pink Panty Poacher	767	Pink Panty Poacher	6:30 PM	600 S Riverfront Blvd Dallas, TX 75207	https://maps.app.goo.gl/bXMqr2YGyuFCRL4B7	Free BX PAYG for Pre-Lube & On-In.	IF YOU BRING A TURD ON TRAIL, bring a harness and rope to lift them 30 feet!		7:17 PM	Wednesday, September 11, 2024	I know you expected wet feet today so bring a change of shoes because your feet may get wet, if you try.<br/>Bring cash to buy beer from Hickory BBQ and thank them for staying up late with us	9/11/24 13:29 (kitchen) 1.28
13	Grapevine Quarterly	GQhash.png	Have you been to Grapevine Lately?	65	Bubble Cum & Lumberjack Off	7:00 PM	1867 E Dallas Rd, Grapevine (parking lot for DFW Airport TEXRail Station, look for hashers).	https://maps.app.goo.gl/FaBaPZAS39eeZUV47	BYOB	yes, on leash		9:69 PM	Friday, September 13, 2024	6:30 Show<br />7:00 Go<br />Start:  DFW Airport TEXRail Station public parking lot<br />Hares Bubble Cum & Lumberjack Off<br />Turds, yes on leash<br />Hash Cash: NADA<br /><br />Descriptioon:<br />The GQ Quarterly H3 next hash will be this coming Friday September 13th at 630pm with the pack off at 7pm. Hash cash: nada. Start Location is at the north corner of DFW Airport North rail station. <br /> Please bring your beer, we will provide down down beers (Miller Lite/Naturdays). Please bring a flashlight since it gets dark about 8pm. I'll have a bag or two of snacks. bring towels and suit for very cool pool	9/8/24 15:14 (WrongDongThong) 1.28
14	Fort Worth Hash	ftworth.png	Pirate Hash	1015	MBJ & 4-Play	2:00 Pm	Lake Lewisville <br/>703 Highland Village Rd, Highland Village, TX 75077	https://maps.app.goo.gl/xNh43qgZswL9a7NS6	"$7.00 cash - <A HREF=""https://www.paypal.com/paypalme/FWH3/7"">Paypal $7</A> - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB prelube beer"	Yes		9:69 PM	Saturday, September 14, 2024	Pirate Hash 2024 - Starts at 2pm Saturday 9/14.  Free parking!  T-shirts $15.  Last year's T-shirts $10.  Dress like a pirate you scurvy dogs.  Talk like a pirate you landlubbin barnacles.  Bring your best pirate jokes.  Yakkers (Kayakers) and Landlubbers launch at the same place.  703 Highland Village Rd, Highland Village, TX 75077 https://maps.app.goo.gl/HPWzeKd59WCyiAfW7  Awards will be given to the drunkest pirates, at the finish not the start.  If you are kayaking, wear a personal flotation device.	9/13/24 16:30 (Tanned Peaches) 1.28
17	Full Moon	09-Harvest_moon@4x.png	"Harvest Our Stuff" Moon	71	Likes It In the Kitchen, LGBT	7:00 PM	5616 Preston Oaks Rd, Dallas TX 	https://www.google.com/maps/place/5616+Preston+Oaks+Rd,+Dallas,+TX+75254/@32.9429614,-96.8153512,920m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864c211f44704949:0x1b8a401444b59357!8m2!3d32.9429614!4d-96.8127763!16s%2Fg%2F11jzwrz0jt?entry=ttu&g_ep=EgoyMDI0MDkxMS4wIKXMDSoASAFQAw%3D%3D	BYOB	Yes, on leash		9:69 PM	Tuesday, September 17, 2024	Regular Full Moon hash, BYOE.<br />Meet at 6:30, pack out 7 PM<br /><br />Afterwards, come Harvest Our Stuff! Furniture including kitchenette, roll top desk,  washer, dryer, arm chairs, ottomans, books, appliances. Donations accepted to help LGBT with moving expenses. Bring a truck and arrange with the hares if you want to take any furniture. EVERYTHING MUST GO!!! <br /><br />There may be a pool at the end, suits required.<br /><br />There are a few spots to park in front of gate at The Oaks on Monfort. Otherwise, parallel park on Preston Oaks. We will open the pedestrian gate for you and can let you in the car gate to pick up furniture items. <br /> 	9/17/24 13:00 (kitchen) 1.28
18	Dallas Urban Hash	DUH.png	GUESS WHAT DAY IT IS (will be)!!!!!  <br />WHOOP WHOOP!  🐪🐪	768	I Promise You’ll Cum (Cum? Who said cum! I’ll take some of that!)	6:30 Pm gathering and pack off 7pm	West Village parking garage, level 2<br />McKinney Ave, Dallas, TX 75204	https://www.google.com/maps/place/McKinney+Ave,+Dallas,+TX+75204/@32.8086987,-96.7963382,705m/data=!3m2!1e3!4b1!4m6!3m5!1s0x864e9ed46ac41983:0xd56a925d81df2ea1!8m2!3d32.8086987!4d-96.7963382!16s%2Fg%2F11bw3ztlzb?entry=ttu&g_ep=EgoyMDI0MDkxNi4wIKXMDSoASAFQAw%3D%3D	$7 + one good kidney  😘 (That’s a frickin BARGAIN people!)	Friendly		9:69 PM	Wednesday, September 18, 2024	I PROMISE you’ll cum to this most basic, bargain-basement, cut-rate, execrable, inferior, junky, lousy, low-grade, low-rent, mediocre, miserable, poor, rotten, rubbishy, second-rate, shoddy, sleazy, terrible, trashy, wretched Dallas Urban Hash.  👣<br /><br />Hmmm, let’s see. There will be a trail. It will be very urban. It will NOT be snowing. There will be beer for all the hashers! It is highly recommended to bring virgins. If you like Jell-O shots or shots in general, you may be pleased. <br />Bring love, friendship, your hash necklace (Heather Giovanini…I’m looking at YOU!).  There WILL be positive vibes provided as well. 	9/18/24 15:46 (kitchen) 1.28
21	Dallas Hash	dallas.png	Spy vs Spy	1179	JackARoo & Pink Panty Poacher	2:00 PM gathering pack off 2:30	Fred Moore Park 501 Bradshaw st Denton Tx 76205 Park On: Wison St. 	https://maps.app.goo.gl/8CPgX7GcQXWZaK9A6	"$10.00 - Pay Online: <A HREF=https://paypal.me/DallasH3DFW/10"">Paypal $10</A>"	Welcome on the trail but has to be good in dark spaces. 		9:69 PM	Saturday, September 21, 2024	Spy vs Spy will have epic battles! Epic obstacles! Epic beer! Epic tunnels! And lots of Spies Who Loves You!<br /><br />Corrections! 9/20<br />If you are a WALKER, wear a white or light color shirt.<br />If you are a RUNNER, wear a black or dark color shirt.<br />You don't have to dress up for this Hash... You did that last weekend at the Pirate Hash so your monthly requirement is fulfilled.<br />This is a Denton tunnel trail so bring a WORKING FLESHLIGHT! Then be sure your phone is charged as a backup light.<br />Bring a change of shoes because your feet WILL GET WET up to your calves.<br />Bring a baseball cap, wear it backwards, as it helps you sense when the top of the tunnel is near your head.<br />On-After is Denton Blues Fest. Free to attend. Food trucks available. Bring a chair or ground cover and join your Hares as they sip the night away with BOYB.<br />Crash space available not far from the Blues Fest event grounds if you don't want to drive after getting all those Blues.<br /><br />Autocorrected from 1170 to 1179 on 2024-09-11<br /><br /><br />	9/20/24 16:23 (kitchen) 1.28
