DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Urban Mountain Bike Hash	DUMB.png	Mayday Ride - Rhe Usual Spot	69	Deflated Rubber	6:59 PM	White Rock Spillway Parking Lot.  Off Winsted, near Garland Rd.		Pay-as-you-go	If they can keep up		8:35 PM	Tuesday, May 1, 2018	Mayday, Mayday, Mayday! It's the first Tuesday of the month, so time for another DUMB (Dallas Urban Mountain Bikers) H3 ride. Start is at the usual time (7pm, wheels roll out at 7:30pm) and usual start spot (White Rock Spillway parking lot near Winsted and Garland Road).	5/1/18 18:47 (BigGulp) 1.28
1	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				8:35 PM	Tuesday, May 1, 2018	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	11/29/17 0:18 (Hopper) 1.31
2	Dallas Urban Hash	DUH.png	Live Lay in May Trail 1	456	...He's Still Limping	6:30PM Gather; 6:45PM Hare Away; 7:00PM Pack Away	#110, 1710 N Record St, Dallas, TX 75202 - On the corner of Ross and North Record Street.	https://goo.gl/maps/qkUtqJmmS9t	$8.00	Trail - YES / On In - Patio only		8:36 PM	Wednesday, May 2, 2018	Are you ready for the #456 Running of the Dallas Urban Hash House Harriers?<br />Get excited as we kick off Live Lay in May! Where the beer is cold and the women are fast, so fast that there are three harriettes laying trail for you this month. I'm starting you off with a fun little run through the beautiful West End. There is history, Dallas culture, and a new bar we've never hashed at!! Ever!<br /><br />Parking - there is street parking and a paid lot off of Record. The West End dart station is a block away so if you're worried about parking/drinking & driving, I suggest you use that.<br /><br />What to bring: $8 hash cash and your runnin' shoes<br /><br /><a href="https://i.imgur.com/B9AGlh4.png">Image for Parking and Meet Location</a>	4/30/18 8:46 (Lumber) 1.28
3	FU H3 Hash	fuh3.png	 FUH3 Trail #200	200	 I Can't Dive 55 & M R Dicks	7:00 PM	Casa De I Can't M R - Frost Bank - 6115 Camp Bowie Blvd, Fort Worth, TX 76116	https://goo.gl/maps/FaDpb8BgtB52	1$ and a six pack (or drink of choice)			8:37 PM	Thursday, May 3, 2018	Thursday, THURSDAY, THIRSTDAY!!  THE THIRST IS REAL!!<br />(park in parking lot in between shopping center and apartment complex)<br /><br />What better way to Pre-Lube your TXIH weekend than celebrating 200 trails with your local FU!! There will be booze, there will be boobs, there will be trail, and since this is FU there could be shiggy!<br /><br />Can't make trail On~Afters will more than likely be at Taps & Caps 6115 Camp Bowie Blvd Fort Worth TX 76116<br /><br />Interested in haring an upcoming FU?!? Contact M R Dicks or EEEywhore!!	5/4/18 8:33 (Lumber) 1.28
4	Happy Hour	happy3.png	Local Drinking		3 Strokes And Yer Done	7:00 PM	Humperdinks - 6050 Greenville Ave, Dallas, TX 75206	https://goo.gl/maps/1wffNwqn2C22	PAYG	?		8:38 PM	Friday, May 4, 2018	Anyone NOT going to TXIH should go drink with 3 Strokes!	5/3/18 13:56 (Lumber) 1.28
5	Fort Worth Hash	ftworth.png	Stink-O-de-Mayo Hash	852	Whitney MF Houston, & a sexy mystery co-hare	2:00 pm	601 E. Airport Frwy, Euless<br />Sherwin Williams (where we usually park), look for hashers. 	https://goo.gl/maps/hu3pY88gNet	$7.00 &mdash; BYOB prelube beer	Turds- trail -yes. OnIn=No. 		8:38 PM	Saturday, May 5, 2018	***Note the early start time***<br />Prelube 2:00 (byob)<br />Hash off 2:30<br /><br />Cum get drunk if you are not getting laid ad TXIH. Beer, boobs, grub, snacks and a margarita machine. <br /><br />Bring normal dry bag, fleshlight (seriously WMFH asked for fleshlight), vessel, virgins, camp chair, and the usual lube and toys. <br /><br />FWH3 will have a stink-o-de-mayo fiesta you will most definately forget and won't remember (mainly for the tequila shots at the OnIn). <br /><br />OnOn<br />Stink-o-de-mayo<br />	5/4/18 0:11 (WrongDongThong) 1.28
8	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/32°49'58.9%22N+97°05'36.5%22W/@32.8326308,-97.0935734,17.67z/data=!4m9!1m2!7m1!2e1!3m5!1s0x864e7fd552ca256b:0xcdaf0e5e60c12413!7e2!8m2!3d32.8330221!4d-97.093458				8:41 PM	Tuesday, May 8, 2018	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	11/29/17 0:18 (Hopper) 1.31
9	Dallas Urban Hash	DUH.png	Live Lay in May Trail 2	457	Lumberjack Off 	6:30PM Gather; 6:45PM Hare Away; 7:00PM Pack Away	Parking Lot - 7700 W Northwest Hwy #740, Dallas, TX 75225	https://goo.gl/maps/RtRfofBweLQ2	$8.00	Trail - Yes; On-In - No		8:42 PM	Wednesday, May 9, 2018	This week's Live Lay in May is brought to you by none other than Lumberjack Off himself. He asked me to tell you that this trail will be like no other in the history of the DUHHH.<br />Things to expect on trail:<br /><ul><li>The heaviest shiggy the DFW area has to offer</li><li>Plenty of water stops to stay hydrated</li><li>More BOOBs than you can handle</li><li>Perfect weather</li><li>Unlimited booze</li></ul><br /><br />Parking: <a href="https://i.imgur.com/MxtMwxc.png">image</a><br /><small>The statements expressed in this post do not necessarily reflect the official policy or position of the Dallas Urban Hash House Harriers. Examples of trail contained within this post are only examples. They should not be utilized in real-world expectations of trail as they are based only on the very limited intelligence and wild imagination of Lumberjack Off. Assumptions made within the post are not reflective of the position of any Mismanagement or DUHHH entity.</small>	5/7/18 12:51 (Lumber) 1.28
10	FU H3 Hash	fuh3.png	Little Ring Beerday		Little Ring Riding Hood	6:30 PM	2303 W Pleasant Ridge Rd, Arlington, TX 76015	https://www.google.com/maps/place/2303+W+Pleasant+Ridge+Rd,+Arlington,+TX+76015/@32.6785356,-97.1477021,17z/data=!3m1!4b1!4m5!3m4!1s0x864e6324be7294ff:0xd4bd919976e41884!8m2!3d32.6785356!4d-97.1455081	$1 & 6-pack	No		8:42 PM	Thursday, May 10, 2018	Time: 6:30 PM gather – 7:00 PM pack away<br /><br />Will Little Ring survive her first attempt at laying trail in a long long time? Bring virgins, a six pack of shitty beer, whistles, headlamps.This it the first SPIT so bring a towel, and a suit or not. Bring canned beer or be prepared to transfer your bottled beer to a vessel that you bring. No bottles allowed near the pool.	5/8/18 22:00 (Three Strokes) 1.28
11	Happy Hour	happy3.png	Celebrating Little Ring’s Birthday!!		Back That Ass Up	7:00 PM	Painting with a Twist (Bedford, TX)<br />1424 #M Airport Freeway, Bedford, Texas 76002	https://goo.gl/maps/oaXS8cZ2Fu22	$35	Probably not		8:43 PM	Friday, May 11, 2018	I’m claiming HH for May 11th to celebrate Little Ring’s birthday. Come drink and get artsy with us. Will probably grab dinner first. Details to follow. If interested, please reserve your spot to paint. <br /><a href="https://www.paintingwithatwist.com/studio/bedford/event/1570407//">Link to event to sign up</a><br />$35 should be a fun time. Say you want to sit next to the Hashers!!	5/7/18 12:25 (Lumber) 1.28
