day	kennel	icon	title	run	hares	time	start	map	hashcash	turds	tweet	twilight	date	desc	update
2	Ft Worth Hash	ftworth.png		1075		2:00 PM			$7.00 cash - Paypal $7 - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB pre-lube beer			5:32 PM	Saturday, January 02, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
6	Dallas Urban Hash	DUH.png		885		6:30 PM						5:35 PM	Wednesday, January 06, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
9	Dallas Hash	dallas.png		1241		2:00 PM			$10.00 - Pay Online: Paypal $10			5:38 PM	Saturday, January 09, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
13	Dallas Urban Hash	DUH.png		886		6:30 PM						5:41 PM	Wednesday, January 13, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
16	Ft Worth Hash	ftworth.png		1076		2:00 PM			$7.00 cash - Paypal $7 - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB pre-lube beer			5:44 PM	Saturday, January 16, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
18	NO-NO-DUH	nonoduh.png		17		7:00 PM			$7.00			5:46 PM	Monday, January 18, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
20	Dallas Urban Hash	DUH.png		887		6:30 PM						5:48 PM	Wednesday, January 20, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
22	Full Moon Hash	Calendar Icons-01.png		99		varies						5:49 PM	Friday, January 22, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
23	Dallas Hash	dallas.png		1242		2:00 PM			$10.00 - Pay Online: Paypal $10			5:50 PM	Saturday, January 23, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
27	Dallas Urban Hash	DUH.png		888		6:30 PM						5:54 PM	Wednesday, January 27, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
30	Ft Worth Hash	ftworth.png		1077		2:00 PM			$7.00 cash - Paypal $7 - Pay pal (FWH3) or Zelle 817-689-9363 - BYOB pre-lube beer			5:57 PM	Saturday, January 30, 2027		(calgen 1.7) 11/14/2025 14:46 UTC
