DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Movie Night	Movie.png	Anal Probe and the Dreadpool	420	Anal Thrax<br />I-I-I	6:00 PM	<br />Los Lupes & AMC 14<br />Irving Mall<br />3644 Irving Mall<br />Irving, TX 75062	https://www.google.com/maps/place/Irving+Mall/@32.8403959,-96.9966674,17z/data=!3m1!4b1!4m2!3m1!1s0x864e822d65725267:0xc2134946d94956ad	12	No - Sorry Jack		8:12 PM	Friday, April 1, 2016	Anal Thrax – Movie HH at Los Lupes at 6:00 or sooner.  HH prices until 7:00.  <br /><br />(same location as Fuddruckers). This place is busy, it’s hopping. A great place.<br /><br />Then see “Deadpool” at Irving Mall AMC!  Show Stats @ 9:00pm<br /><br />Contact Anal Thrax for a ticket @ 214-478-9574 or get one online.	4/1/16 15:52 (Ez) 1.28
2	Dallas Hash	dallas.png	Breckinridge Park	955	Auditurd <br />Private Hand Job	3:00 PM	Park across from 3611 Moroney Dr, NE Richardson	https://www.google.com/maps/place/33°00'03.0%22N+96°38'06.7%22W/@33.000842,-96.6357531,335m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0<br />	$7.00	 Friendly dogs are welcome		8:13 PM	Saturday, April 2, 2016	Hey wankers and mofokies, are you feeling like a loser cos you’re not at TXIH? Well you ARE a loser but not cos you missed TXIH! Anyway, get over it, stop crying in your beer alone and cum cry in your beer with the rest of us!<br /><br />Private Hand Job’s first lay and under the watchful eye of Auditurd. Yes, Auditurd is lending a hand cos PHJ fractured her left hand (her less sexually-active hand) on a trail some months ago. So cum see what kind of trail these two hares with three-hands between them can come up with.<br /><br />There will be jello shots, a shot check, a beer check, there will be boobies and the weather is gonna be fab!	3/31/16 21:54 (Hopper) 1.28
4	NODUH Hash	NoDHHH2.png	√ Hash	153	Casting Cooch	7:00 PM	<br />Mills Pointe Shopping Center<br />2810 E Trinity Mills Rd<br />Carrollton, TX 75006<br />SE Corner of Trinity Mills and Marsh Lane<br />It's the shopping center with William's Chicken and Mena's Tex Mex Grill.	https://www.google.com/maps/place/2810+E+Trinity+Mills+Rd,+Carrollton,+TX+75006/@32.9856867,-96.8558643,17z/data=!3m1!4b1!4m2!3m1!1s0x864c241ede5115d7:0xb18beb3c8fc4f8a3	$7.00	Friendly		8:14 PM	Monday, April 4, 2016	<em>Bring:</em><br /><ul><li>Virgins</li><li>flash lights</li><li>mathematical curiosity</li><li>sexual curiosity</li><li>thirst for knowledge</li><li>thirst for beer.</li></ul><br /><em>Description:</em><br />For all you math nerds (I prefer the term “math analist”), April 4th is one of only 9 square root days every century.<br />Why is it “square root day”? Because the square root of 16 is 4.<br />4 x 4 = 16  or  4/4/16  Get it?<br />No matter if you're a math analist or just a regular analist, cum out and hash with all your fellow analists and assorted half minds. (“Half” minds, that’s math!)<br /><br />Aw hell, you do the math:  Trail x Beer = Hash!<br /><br />It's your last chance to hash on a square root day for the next nine years, until 5/5/25. BTW, that's also a Monday NODUH, so if you want it, claim it early!<br />Technically, this is also a “perfect square” day because 16 is the product of two equal integers. (Oh yeah, the hare is layin’ down the knowledge!) So because it’s a perfect square day, make sure everything you do on trail is perfect. If you piss on trail, do it perfectly Shit on trail, cum on trail, whatever you half minds wanna do on trail to yourselves (or each other) try and do it perfectly...you only get 9 chances per century, try not fuck it up, okay?<br /><br />Anyway, your hare recently had his two year hashing and NODUH analversaries so he’s belatedly celebrating by laying a nice square-rooty trail for y’all.<br />It's got a little light shiggy, a tiny bit of water (unless it rains), some pavement, some turf, gravel, blow jobs, power lines, and, uh, oh yeah, beer!<br /><br />And if you didn’t get to go Easter egg hunting last week, the hare has a special treat for you. Keep your eyes peeled for trail treasure. If you find any golf balls on trail bring them to circle and redeem them for “cash” and “prizes”. And by “cash” I mean beer. And don't get too excited about the “prizes” either:<br /><br />For 1 golf ball — Receive one free dead bug<br />2 golf balls — Flying dead bug (Plus you get to keep them and use them as your own personal Ben Wa balls. You might wanna wash 'em first, you filthy bastards.)<br />3 golf balls — Standing dead bug<br />4 golf balls — Dead bug + flying dead bug + standing dead bug<br />16 — Grand Prize! You are automatically the hare for the next square root hash.<br /><br />This hash brought to you by the numbers 4, 4 and 16.<br />4 beers X 4 beers = 16 reasons not to miss it.<br /><br />On-After: <a href="http://www.quinlanssportsgrill.com/contact-us/">Quinlan‘s Bar and Grill </a>, 2810 E Trinity Mills Rd, Carrollton, TX 75006<br />It's in the same shopping center as the start so you even you wankers can‘t get lost.<br /><br /><a href="https://en.wikipedia.org/wiki/Square_Root_Day">Square Root Day</a>, WTF?:<br />	4/1/16 20:02 (Hopper) 1.28
5	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				8:15 PM	Tuesday, April 5, 2016	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	4/5/16 14:45 (Hopper) 1.29
5	Dallas Urban Mountain Bike Hash	DUMB.png	Winedale’s<br />Single Wide	17	Gay Boyfriend	7:00 PM	<br />2110 Greenville Ave<br />Dallas, TX 75206	https://www.google.com/maps/place/Single+Wide/@32.815236,-96.7701502,19.35z/data=!4m2!3m1!1s0x864e9f483aeffb4d:0x702c6f48562af8b0	Pay-as-you-go			8:15 PM	Tuesday, April 5, 2016	<br />Meet at the Winedale Tavern. I will be there early to take advantage of the $2 beer $2 well special.<br /><br />Last year I went to Denver and then to a brewery. The bar tender at the brewery had stitches holding his ear together, bruises on his face, and quite a bit of roadrash. He had been riding his fixie and was hit by a car. I asked him if he was wearing a helmet. He said no. That’s dumb.<br /><br />Also mountain biking in dallas is dumb. Go elsewhere with mountains or at least hills.<br /><br />Short but long ride. No offroad. Parking in back. And they changed the name of the bar to Singlewide.	4/2/16 10:54 (Hopper) 1.28
5	Fort Worth Happy Hour	FWMPcrawl.png	Hash Drinking Practice		EeeWhore	7:00 PM	200 N Mesquite St, Arlington, TX 76011		Buy your own drinks	no		8:15 PM	Tuesday, April 5, 2016	To get our livers ready for hashing, we must practice by misusing them. Join us every first Tuesday of the month at The Grease Monkey for $1 PBR's and $1 Ziegs.	2/4/16 14:15 (Hopper) 1.28
6	Dallas Urban Hash	DUH.png	His Virgin DUH Lay	348	Lumberjack Off	7:00 PM	6337 Oram St, Dallas, TX 75214	https://goo.gl/maps/A1CNz8cST4v	$7.00	Trail OK, Likely Not for On-In		8:16 PM	Wednesday, April 6, 2016	Meet Time: 6:30p SHT<br /><br />Hare Away: 7:00p SHT<br /><br />Parking: Plenty of street parking and shopping center parking. That being said, I did not see any tow away signs for Teter's and they close at 5pm. Use your common sense<br /><br />Distance: 3.69 - 4 miles<br /><br />Shiggy: 1<br /><br />Hash Cash: $7<br /><br />On After: The Ginger Man Lakewood; 6341 La Vista Dr, Dallas, TX 75214<br />They've reserved the second floor for us, including a small section for the smokers, they are also supposedly providing a free round of bar food, but don't hold me to that.	Tue, Apr 5, 2016 at 9:37 PM (TimCarr)
7	FU H3 Hash	fuh3bus.png			Poop Chute Luge	7:00 PM		http://www.fuh3.com/?ai1ec_event=fuh3-april-7th				8:17 PM CDT	Thursday, April 7, 2016		Wed, Feb 17, 2016 at 1:45 PM (minimock)
8	Happy Hour	happy3.png	Let it RIDE!	420	Anal Thrax	7:00 PM	1000 Lone Star Pkwy, Grand Prairie, TX 75050	https://www.google.com/maps/place/Lone+Star+Park/@32.7720738,-97.0587396,12z/data=!4m15!1m12!4m11!1m3!2m2!1d-96.9897317!2d32.7768368!1m6!1m2!1s0x864e84155b5a0c8b:0x65e2d12df0927568!2slone+star+park!2m2!1d-96.9886994!2d32.7720933!3m1!1s0x864e84155b5a0c8b:0x65e2d12df0927568	5$	No 		8:17 PM	Friday, April 8, 2016	First race is at 7:00 - gates open at 5. 	4/7/16 17:25 (Ez) 1.28
9	Fort Worth Hash	ftworth.png	Baby Shower/Analversary Hash	796	Tanned Peaches & Bovine Delight	3:00 PM	Centerport TRE Station<br />14500-14598 Statler Blvd<br />Fort Worth, TX 76155	https://www.google.com/maps/place/Centerport+TRE+Station/@32.8165595,-97.05297,901m/data=!3m1!1e3!4m5!3m4!1s0x0:0xc322a380ac452991!8m2!3d32.8194433!4d-97.0522195	$7.00 &mdash; BYOB prelube beer			8:18 PM	Saturday, April 9, 2016	Started at Centerport Station, crossed TRE tracks, went south, crossed the Trinity over a dilapidated train trestle. Ended <a href="https://www.google.com/maps/place/32°49'11.8%22N+97°03'54.1%22W/@32.8199561,-97.0655862,275m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x0!8m2!3d32.819955!4d-97.065039">here.</a> ON-IN was at Peaches	4/30/17 14:03 (Hopper) 1.31
