DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Happy Hour	happy3.png	Double Header YUM		HOW BIG IS YOUR MOUTH??	5:00 PM	Twin Peaks @Mockingbird Station<br />5321 E Mockingbird Ln #240<br />Dallas, TX 75206	https://goo.gl/maps/QH7PkDu7G2fUv5GE9	PAYGO	Nope		7:02 PM	Friday, November 1, 2019	Twin peaks Mockingbird followed by on after at Hyenas comedy club(free to first 10 in attendance) 5pm start PAYG	10/23/19 16:42 (BDB) 1.28
2	Fort Worth Hash	ftworth.png	Day after the Dead (2 PM Start)	892	How Big Is Your Mouth	2:00 PM	<br />Parking lot behind:<br />DeWitt Perry Middle School<br />1709 E Belt Line Rd<br />Carrollton, TX 75006	https://goo.gl/maps/ytxPGLAtwH5dQEw89	$7.00 &mdash; BYOB prelube beer	OK		7:01 PM	Saturday, November 2, 2019	<br />Switchyard Festival Trail. 2pm Start.<br /><br />Start is parking lot behind Dewitt Perry MS. 1709 E. BELTLINE RD. Carrollton TX 75006.<br /><br />A to A Prime.<br /><br />Bring your discretion vessels for maximizing smuggling of booze.<br /><br />BX at festival for music. On after at festival for old 97's.<br /><br />Turd friends OK. Shiggy level 1.<br />	11/1/19 12:08 (Double Dribble) 1.28
3	YakH3	YAKH3-icon2-01.png	Last Yak of the Season			12:00 PM			BYOB			7:00 PM	Sunday, November 3, 2019	<br /><br /><br />***Basic Kayak Safety Rules That All Boaters Should Follow***<br />As with all recreational activities, there is always the possibility of injury or death. Always use common sense and follow safety rules at all times.<br /><br />Be aware of weather conditions and water temperature. Prepare for changes in weather and the possibility of a capsize. In warm weather, a long sleeve YakH3 shirt can provide sun protection.<br /><br />Beware of off-shore winds that make it difficult to return to shore.<br />Always follow the boating rules of the area you're in.<br /><br />Brush up on self-rescue first in calm, warm, shallow water, and again in more extreme conditions.<br /><br />Most importantly, WEAR YOUR PERSONAL FLOATATION DEVICE. Coast Guard regulations require that all kayaks have a lifejacket on board. Wearing your lifejacket will help keep your head above water and add insulation to your body, keeping you warmer in cold water. There are great PFDs designed specifically for paddlers. Buy one that fits well, and always wear it while you paddle.<br /><br />Stay hydrated. Always bring plenty of water and food.<br /><br />HARES:  When paddling in a new area, check with the locals regarding currents, shoreline conditions and weather patterns. Plan an "escape" route - an alternative place to get off the water should environmental conditions dictate it. <br /><br />It is important to check conditions such as weather and tides before going out in your kayak. Whether you are going on a multi-day excursion or just paddling for an afternoon, being aware of current conditions can help you plan a more safe and efficient trip. An excellent way to monitor sea conditions is to use the National Marine Forecast located at www.weather.gov/om/marine/home.htm<br /><br />On~On!	12/14/18 12:51 (Three Strokes) 1.28
5	Dallas Urban Mountain Bike Hash	DUMB.png	Erection Day Ride	69	Deflated	7:00 PM	Local Traveler	https://goo.gl/maps/Tiv8fvuKfysnBQ6AA	Pay-as-you-go	If they can keep up.		5:58 PM	Tuesday, November 5, 2019	It's time again for a DUMB!  (Dallas Urban Mountain Bikers)<br />Meet at the Local Traveler at 7pm, head (I typed 'head') out for a ride to another pub or two.  Rinse.  Repeat.	11/4/19 18:08 (big_g) 1.28
5	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				5:58 PM	Tuesday, November 5, 2019	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	8/27/18 19:03 (The Hopper) 1.31
6	Dallas Urban Hash	DUH.png	Mad Maxi Pad Adventure	535	Mad Maxipad	6:30 PM	<br />3401 Lee Parkway<br />Dallas, TX 75219<br />USE THE MAP LINK FOR PARKING	https://goo.gl/maps/ebKc6fy9wSSkAjRp7	$1.<br /><br />BYOB for Pre-Lube & Beer-Check.<br />If you prefer, DUH will have beers for PL & BC @$2/ea.<br />Waters available at no extra charge.<br /><br />PAYG at the On-In.	Good Question		5:58 PM	Wednesday, November 6, 2019	<br />Mad Maxi Pad is haring this weeks DUHHH. YAY. she said park near the circle where i have the map link, we will meet somewhere in that area. Cash for circle. Trail may cut off pavement but not serious shiggy. 	11/5/19 16:27 (Double Dribble) 1.28
9	Dallas Hash	dallas.png	Marine B-Day Hash	1048	SOAP, Chihuahua Balls, Wax On Whack Off	2:00 PM	C.P. Waggoner Park<br />2122 N Carrier Pkwy<br />Grand Prairie, TX 75050	https://www.google.com/maps/place/C.+P.+Waggoner+Park/@32.7696068,-97.0271023,17z/data=!4m5!3m4!1s0x864e86be419f96e7:0x24685205229bfe60!8m2!3d32.7696068!4d-97.0249133	$7.00	Yes		5:56 PM	Saturday, November 9, 2019	So it's that time of the year again were those damn devil dog's are having a birthday. That right its the anal marine corp birthday trail. So this trail will be like the marsh lands and jungles of the Solomon Islands. The kingdom of Lichtenstein has a nice wonderful trail planned out for the other kingdoms. Freedonia will probably be crying in a corner, Picklevania will probably be eating some pickles while charging the marsh lands and Klopstokia will be taking no prisoners. Lichtenstein will be sitting back drinking beer waiting for the battle to be over.<br /><br />Hares: SOAP, Chihuahua Balls, and Wax on Whack Off<br /><br />Hash cash: 7 dollars<br /><br />Turd: at your own risk<br /><br />Start time: meet at 230pm pack off at 3 pm<br /><br />Start location: CP Waggoner Park Grand Prairie<br /><br />What to bring: You're Fucked, so anything you need to survive a Marine Corp trail. Virgins sure if you plan on killing someone.	11/7/19 20:56 (Three Strokes) 1.28
11	NODUH Hash	NoDHHH2.png		247	Martha F. Stewart	7:00 PM	Across from River of Glory Church which is at:<br />501 Accent Dr<br />Plano, TX 75023<br />see map link as there is no address here to list.<br />This is south of Collin Creek Mall down the street from Chick-fil-A and the PGA Tour Superstore	https://www.google.com/maps/place/33%C2%B000'20.7%22N+96%C2%B042'39.2%22W/@33.0057545,-96.713094,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d33.00575!4d-96.7109?hl=en&authuser=0	$7.00	YES - on trail and on-in.  On-after is TBD. 		5:54 PM	Monday, November 11, 2019	<br />Bring flashlights and warm clothes.<br /><br />There will be a turkey-eagle split.  Eagle is 3 miles.<br /><br />No deadbugs tonight.<br />	11/11/19 16:20 (Martha) 1.28
12	Full Moon	10BeaverMoon.png	FULL BEAVER MOON	v.2-011	Little Ring<br />Three Strokes	7:00 PM	CentrePort TRE Station<br />14470 Statler Blvd<br />Fort Worth, TX 76155	https://www.google.com/maps/place/CentrePort%2FDFW+Airport+Station/@32.8189278,-97.0507929,17.8z/data=!4m5!3m4!1s0x864e80e2272ab037:0x1678b70209632aeb!8m2!3d32.8187079!4d-97.0515268	$7	Yes		5:54 PM	Tuesday, November 12, 2019	JOINT HASH WITH POP!<br /><br />FULL BEAVER MOON : For both the colonists and the Algonquin tribes, this was the time to set beaver traps before the swamps froze, to ensure a supply of warm winter furs. This full Moon was also called the Frost Moon. Full moon peaks at 7:34am.<br /><br />Hash Cash: $7 includes variety of beer at end (craft beer, light beer, cider, hard seltzer, wine, water, soda, and gatorade) and orange food. $3 non-alcohol price.<br /><br />Location: Centreport TRE Station, Irving? Euless? Fort Worth? <br /><br />Trail: Yes.<br /><br />What to Bring: Hash gear for cold weather including a headlamp. Burn barrell at end to keep us warm during circle. Money for on-after.  <br /><br />On~On	11/10/19 19:48 (Three Strokes) 1.28
12	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				5:54 PM	Tuesday, November 12, 2019	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	8/27/18 19:03 (The Hopper) 1.31
