DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
2	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				9:08 PM	Tuesday, July 2, 2019	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	8/27/18 19:01 (The Hopper) 1.31
3	Dallas Urban Hash	DUH.png	SOAPs Birthday	517	Son of a Peach	6:30 PM	Hickory House BBQ<br />600 S Riverfront Blvd.<br />Dallas, TX 75207	https://www.google.com/maps/place/Hickory+House+Barbecue/@32.7689975,-96.8120657,17z/data=!3m1!4b1!4m5!3m4!1s0x864e990d937e4a63:0x76a2aaf32b6c353e!8m2!3d32.768993!4d-96.809877	$8.00	Yes		9:08 PM	Wednesday, July 3, 2019	Cum out and celebrate my birthday with this great SHIGGY trail I am laying for y'all. Wait sorry this is a Duhhh trail, oh well y'all are fucked regardless. Bring your normal hash crap, virgins, and anything else to survive a SOAP trail.	7/2/19 9:33 (Three Strokes) 1.28
4	Fort Worth Hash	ftworth.png	July 4th Hash	883	Tanned Peaches<br />Whitney MF Houston	3:00 PM<br />Pack away at 3:30PM	Kroger's <br />1060 N Main St,<br />Euless, TX 76039	https://www.google.com/maps/place/Kroger/@32.8506588,-97.0828633,17z/data=!3m1!4b1!4m5!3m4!1s0x864e806e088948e7:0x290416dca947ca44!8m2!3d32.8506588!4d-97.0806746	$10.00 &mdash; BYOB prelube beer	MuthaFuckin Yeah!		9:07 PM	Thursday, July 4, 2019	Cum celebrate the end of EOP 2019 and America's Birthday on July 4th. There will be a badass trail , beer, boobs, a shot check at historical hash marker, grilling burgers, dogs and veggie burgers. Sides of potato salad, chips, dips, chili & other good grubbin' snacks! Pool, pool, pool yes that's right we will end at pool! So cum join the madness, it's sure to be a good, good time. Take your liver to the max.<br /><br />Bring your vessels, hookers, pimps, virgins, swimsuits, lawn chairs and all your usual hash shit! Can't wait to see you fuckers there!<br /><br />	6/30/19 21:35 (Three Strokes) 1.28
5	Slit Hash	bikini.png	National Bikini Day<br />SPIT		Whacks On Whacks Off	6:00 PM	9017 Mahan Drive<br />Benbrook, TX 76116	https://www.google.com/maps/place/9017+Mahan+Dr,+Benbrook,+TX+76116/@32.7146308,-97.4757036,17z/data=!3m1!4b1!4m5!3m4!1s0x864e0d046313d113:0x7fb9611185626770!8m2!3d32.7146308!4d-97.4735096	BYOB	No		9:07 PM	Friday, July 5, 2019	Keep on celebrating our independance this weekend with a SPIT Happy Hour in beautiful Benbrook, Texas.  Just South of Fort Worth between I-20 and I-30.  <br />What to Bring:  Grill will be available for anyone who wants to cook so bring meats and sides. BYOB. And don't forget...It's NATIONAL BIKINI DAY!  So dig out you bikinis if you dare!<br />If you need to crash bring your air mattress.  	7/3/19 11:02 (Three Strokes) 1.28
6	Dallas Hash	dallas.png	SHORT & SWEET	1039	Ho Paint	3:30 PM	<br />FAR east side of the Grapevine Convention Center Building<br />Municipal Way & Vine St E<br />Grapevine, TX 76051 	https://goo.gl/maps/Dyj391RBBKUqcemc6	$7.00	No TURDS, please		9:07 PM	Saturday, July 6, 2019	<br />It’s HOT so trail will be SHORT and SWEET with a Happy Ending.<br /><br />Saturday, July 6th- 3:30 start, Park off at 4pm<br /><br />Parking lot on the FAR east side of the Grapevine Convention Center Building. Municipal Way and Vine St<br />(Listed as 1209 S Main, but it’s east of Main)<br /><br />Prelude must be in an inconspicuous container.	7/4/19 14:04 (Double Dribble) 1.28
8	NODUH Hash	NoDHHH2.png	Divorcealversary, Streaker	238	Martha F. Stewart	7:00 PM	Parking lot on the north side of Kroger<br />17194 Preston Rd<br />Dallas, TX 75248	https://www.google.com/maps/place/32%C2%B059'05.7%22N+96%C2%B048'08.0%22W/@32.9777125,-96.7883912,517a,35y,9.51h/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d32.98491!4d-96.80221?authuser=1	$5.00	Yes		9:07 PM	Monday, July 8, 2019	<br />Cum out and celebrate Martha's 9th divorcealversary.<br /><br />Martha is also celebrating 9 years of not missing a NoDUH.  A lot has happened since this streak started.  At the time it started, he was still named Can't Cum Yet and still married (for 3 more days).  The DUH wasn't even a year old yet.  Since then the Rangers have been to a World Series and the Mavericks have won an NBA Championship, and the FUH3 has come and apparently gone :(.<br /><br />Trail A-A'<br /><br />Bring Flashlights, virgins	8/2/19 9:51 (Martha) 1.28
9	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				9:06 PM	Tuesday, July 9, 2019	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	8/27/18 19:01 (The Hopper) 1.31
10	Dallas Urban Hash	DUH.png		518	Ben Dover R My Panties Showin	6:30 PM	The Goat<br />7248 Gaston Ave<br />Dallas, TX 75214	https://www.google.com/maps/place/The+Goat/@32.812405,-96.7341909,1121m/data=!3m2!1e3!4b1!4m5!3m4!1s0x864ea1f46b29a021:0x65eb8322a51d72d8!8m2!3d32.812405!4d-96.7319969	$8.00			9:06 PM	Wednesday, July 10, 2019		7/8/19 9:05 (Three Strokes) 1.28
12	West Side Happy Hour  Flying Saucer	happy3.png	West Side Happy Hour	6969	M R , DIVE, HoPaint et al 	6:59 PM	111 E. 3rd Street, FW 76101		PAYG	NO		9:05 PM	Friday, July 12, 2019	Because we're sexy, mildy, tolerable, and you can take DART/TRE.	7/12/19 18:54 (The Owner) 1.31
12	Happy Hour	happy3.png	J Gilligan's Bar and Grill 40th Anniversary		Dependabes	7:00 PM	<br />J Gilligan's Bar and Grill<br />400 E Abram St., Arlington, Texas 76010	https://www.google.com/maps/place/400+E+Abram+St,+Arlington,+TX+76010/@32.7350732,-97.1054679,17z/data=!3m1!4b1!4m5!3m4!1s0x864e7d7a71aa933f:0xef550e9bac0803ec!8m2!3d32.7350732!4d-97.1032792	PAYG	patio yes		9:05 PM	Friday, July 12, 2019	The bar will have drink and food specials to celebrate 40 years of business. <br /><br />$5 - 1/3 Gilligan's House Special Burger <br />$6 - Full Irish Nacho<br /><br />Our actual anniversary date is July 12th, in celebration of the event we will be having some extra special drink specials on Friday, July 12th, which you will not want to miss out on! So stay tune for more details.	7/14/19 12:11 (The Owner) 1.31
