DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Full Moon Hash	fm				5:30 PM CDT			BYOB a 5-pack			8:12 PM CDT	Tuesday, April 1, 2014		Mon, Apr 14, 2014 at 3:10 PM
2	Dallas Urban Hash	du	2nd Birthday Hash	243	MILF<br />Plum Randy<br />SilverFux	7:00 PM CDT	<br />650 Exposition Ave<br />Dallas, Texas	https://www.google.com/maps/place/650+Exposition+Ave/@32.7831905,-96.7701263,17z/data=!3m1!4b1!4m2!3m1!1s0x864e98955a00c405:0xebe58eb12f2a29ea	$7.00	Not Friendly		8:13 PM CDT	Wednesday, April 2, 2014	Did you miss MILF and Plum Randy's first birthday hash?  Did you miss the live lay, the Jell-O shots, and hot harrierettes making out?  Never fear, because you have a second chance!  This time with an added hot hare for the ladies!<br /><br />Hares: MILF, Plum Randy, Silver Fux<br /><br />Start: 650 exposition ave, Dallas<br /><br />Why:  Jell-O shots, live lay, hot hare and harrierettes. And because we just want to keep celebrating our birthdays.<br /><br />Expect: a fine east dallas trail, boobs, debauchery<br /><br />Bring:<br />Usual crap<br />Boobs<br />Virgins<br />Flashlight<br />Birthday presents (booze is appreciated)<br />Boobs<br /><br />Don't bring:<br />Your dignity<br />Inhibitions<br /><br />Help us wrap up our birthday celebration!	Wed, Apr 2, 2014 at 8:30 AM
3	FU! Thursday is a Drinking Day!	fh			Super Homo	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-94-april-3rd-open&instance_id=2587				8:14 PM CDT	Thursday, April 3, 2014		Mon, Mar 10, 2014 at 1:13 PM
4	Happy Hour	hh				7:00 PM CDT						8:14 PM CDT	Friday, April 4, 2014		Sun, Nov 10, 2013 at 1:05 AM
7	NODUH Hash	nd	Collin Creek Mall	101	Martha F. Stewart	7:00 PM CDT	<br />Parking lot by Joann Fabrics in the SW corner of the Collin Creek Mall<br />700 Alma Dr, Plano, TX	https://www.google.com/maps/place/Jo-Ann+Fabric+and+Craft+Store/@33.009976,-96.714877,17z/data=!3m1!4b1!4m2!3m1!1s0x864c18e5e5c8f831:0x47ce28b5ae77aa18	$7.00			8:17 PM CDT	Monday, April 7, 2014	Time:     7:00pm<br /><br />Start:     Parking lot by Joann Fabrics in the SW corner of the Collin Creek Mall<br />                700 Alma Dr, Plano, TX<br /><br />Map:     Get Map<br /><br />Hare:     Martha F. Stewart<br /><br />Hash Cash:          $7.00<br /><br />Description:<br /><br />There may be rain, so bring dry clothes.  Circle may or may not be covered.  Bring flashlights and virgins.	Mon, Apr 7, 2014 at 10:03 AM
9	Dallas Urban Hash	du	OT Tavern <br />Upper Greenville	244	Blonde Dyke Bar	7:00 PM CDT	<br />OT Tavern<br />3636 Greenville Ave<br />Dallas, TX 75206	https://www.google.com/maps/place/OT+Tavern/@32.83169,-96.770024,17z/data=!3m1!4b1!4m2!3m1!1s0x864e9f6b25f39179:0x8250b4182676fbf3	$7.00			8:18 PM CDT	Wednesday, April 9, 2014	Tit cock is writing the details here is the skinny...<br /><br />Start in parking lot of the OT Tavern off Martel and Greenville ave ... Yes we have permission to park there. Meet 6:30 Pack away 7 ish. If you're hungry pre hash or thirsty go get a $5 appetizer from OT Tavern and a $2 domestic idk if that's a domestic woman or beer. <br /><hr><br /><br />From Tit Cock:<br />Even though I'm not one of the hares today I'm going to spam you fuckers anyway.<br /><br />No this is not your crying game moment, this is my sweet 16. This month marks 16 years of being tobacco free. That's right no more butts for me. Speaking of butts, I am an ass man so there may be a butt check.<br /><br />So cum enjoy the beautiful sunny day, bring your butts and celebrate another 16 years of healthier living. On-Butts!<br /><br /><br />We're meeting up in the eastern parking lot for the OT Tavern. Look for the black 'Cock mobile and drink up.<br /><br />Time: 6:30<br />Hash cash: $7<br />Trail is Turd friendly but the OT Tavern is probably not.<br />Location: OT Tavern <br /><br />3636 Greenville Ave Dallas, TX 75206<br /><br />Describe your theme<br />Tell about the on in having $2 pizza slices<br />What to bring: butts and virgins and virgin butts<br /><br />	Wed, Apr 9, 2014 at 3:47 PM
10	FU! Thursday is a Drinking Day!	fh	Smoke Pit<br />2401 E Belknap		Always Cums Last	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-april-10th-open&instance_id=2529				8:19 PM CDT	Thursday, April 10, 2014		Wed, Apr 9, 2014 at 9:20 PM
11	Happy Hour	hh	Flying Saucer<br />Addison		Ivan	5:30 PM CDT	<br />Flying Saucer<br />14999 Montfort Dr<br />Dallas, TX 75254	https://www.google.com/maps/place/Flying+Saucer/@32.9528589,-96.8189216,17z/data=!3m1!4b1!4m2!3m1!1s0x864c213c799dcf05:0xab6b9dd3903c7430				8:20 PM CDT	Friday, April 11, 2014	 I'm claiming Drinking On Ivan Day, 4/11, Flying Saucer Addison.<br /><br />Solamente Ivan	Thu, Apr 10, 2014 at 10:34 AM
12	Fort Worth Hash	fw	Finest Shiggy<br />In Town	745	Drymple	4:00 PM CDT	<br />3620 Raider Dr<br />Hurst, tx. 76053	https://www.google.com/maps/place/3620+Raider+Dr/@32.8077571,-97.1337585,15z/data=!4m2!3m1!1s0x864e7e58c626f771:0x8e00080437f5c36a	$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!			8:20 PM CDT	Saturday, April 12, 2014	Start time: 4:00.<br />Hash cash: $7<br />Start address:<br /><br />3620 raider Dr<br />Hurst, tx. 76053<br /><br />Directions: GPS that shit!!<br /><br />This Saturday we will be taking a lovely stroll through the trinity river bottoms. This trail will consist of the finest shiggy in town,<br /><br />The clearest, most fragrant waters <br />of the trinity river, as well as the safest of train tracks to walk along.<br /><br />Please bring a change of clothes,<br />Virgins,<br />Vessel,<br />Shiggy pants,<br />Half-mind,<br />Toothpick,<br />Two sticks of gum,<br />Eggs,<br />Milk,<br />Butter,<br />Bread,<br /><br />Put it all in a bowl and get the fuck off your ass and do this trail.<br /><br /> 	Fri, Apr 11, 2014 at 9:41 AM
13	Texas Rangers Baseball	rangersBaseball.png	Texas Rangers Baseball			12:00 PM CDT						8:21 PM CDT	Sunday, April 13, 2014	t's almost spring time, and you know what that means!<br /><br />Our Anal Texas Rangers Baseball Hash (aka midget porn) and Tailgate party<br /><br />Date: Sunday, 4/13/2014<br />Houston Astros v Texas Rangers<br />Tailgate Time: NOON (don't be late, food and beer go fast)<br />Game Time: 2:05 pm<br />Tickets: $20ea<br />Tailgate: $10ea (this year will be better than last, and better than the one before!)<br /><br />We have 50 tickets in section 338, great seats, great view of the scoreboard and field.  We only have 50 tickets so don't delay in purchasing your tickets. <br /><br />How to pay:<br />1) Paypal to <a href="mailto:fwh3hashcash@gmail.com">fwh3hashcash@gmail.com</a> (Teresa Rushing)<br />   IMPORTANT:  You must select "I'm sending money to Family or Friends"<br />   IMPORTANT:  You must select "I'm sending money to Family or Friends"<br />2) cash or check to FWH3 admin.  We'll be at tomorrow's hash collecting baseball money!<br />3) mail check to David Trevino, 802 Hester Street, Arlington TX 76011<br /><br />Money must be received to confirm tickets.<br /><br />Details on parking and tailgate info to cum later.<br /><br />On Baseball<br /><br />WDT<br />	Fri, Mar 7, 2014 at 4:30 PM
