DAY	KENNEL	TYPE	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Happy Hour	hh	Fight or Drink? <br />An FBS Tribute Crawl		Big Gulp	6:30 PM CDT	The Sandbar Cantina and Grill<br />317 S 2nd Ave; <br />Dallas, 26 Texas	https://www.google.com/maps/place/Sandbar+Cantina+And+Grill/@32.7834284,-96.7742969,17z/data=!3m1!4b1!4m2!3m1!1s0x864e98c1dee8e34f:0xa0577cbfe7252b43				8:52 PM CDT	Friday, August 1, 2014	Announcing the 2014 mini-pub crawl series:  Fight or Drink?  An FBS Tribute Crawl.<br /><br />Ahh, yes, FBS - don't you wish we'd just forget him?  Yet, one of his famous quotes lives on:  "I (We) have not yet begun to drink."<br /><br />For this series, we'll go to a few bars that the first letter of each bar will spell out either a fighting word/phrase or a drinking word/phrase.<br /><br />For example, this Friday we'll start at the Sandbar Cantina and Grill (S).  We might go to the Idle Rich (I) next [but probably not since it's so far away], and then to Primo's (P) [but probably not since they closed last year], to spell out SIP -- a drinking word.<br /><br />Or, we could go to a few bars and spell out SCOUT - which could refer to the army role; a fighting word, or something you [should] do before you lay trail; a drinking word.<br /><br />Or, we could go to a lot of bars and spell out something like "SARSAPARILLA", but we probably won't do that because:<br />a) Sarsaparilla is non-alcoholic<br />b) HoHo would leave my ass in Deep Ellum after the 5th bar or so<br />c) I'd probably misspell the word, anyway<br /><br />OK - maybe the series was created just so we don't have to drink alone.<br /><br />Place:  The Sandbar Cantina and Grill; 317 S 2nd Ave; 75226<br />Date:  Friday, August 1<br />Time:  6:30 pm CDT<br />Hare:  Big Gulp<br />	Fri, Aug 1, 2014 at 4:16 PM (cwinborn)
2	Fort Worth Hash	fw	SIS<br />YLUMP	752	Anal Apologist &<br />Front Flip<br />Munchkin Dick	3:00 PM CDT	Waggoneer Park<br />Northwest corner parking lot<br />Grand Prairie, TX 75050	https://www.google.com/maps/place/Waggoner+Park/@32.771605,-97.024979,17z/data=!3m1!4b1!4m2!3m1!1s0x864e86be419f96e7:0x24685205229bfe60	$7.00 &mdash; BYOB prelube &mdash; Virgins pay nothing!			8:52 PM CDT	Saturday, August 2, 2014	Cum one, cum all to the first Anal Buttplay hash! Brought to you by your hares Anal Apologist and Front Flip Munchkin Dick!<br />When: Saturday, August 2nd 3PM<br />Where: Waggoneer Park, northwest corner parking lot<br />Grand Prairie, TX 75050<br /><br />Details: Bring your favorite buttplug and anal beads for an exciting live lay on a fantastic, slightly shiggy trail in scenic Grand Prairie. There will be shot checks, 4-loko checks, beer checks, butt checks, munchkin dick checks and probably a whole bunch of other fun. Starting location is at Waggoneer Park which is just north of I-30 and 161. Trail has good shade and is turd friendly. You might get a little wet, but there probably won't be any swimming through the Trinity. Bring the usual Saturday gear (change of shoes, clothes, bug spray, technu (just in case))<br />	Thu, Jul 31, 2014 at 10:01 AM (cwinborn)
6	Dallas Urban Hash	du	5th Analversary	261	DUH Admin<br /><span style="color:#F0F">71-1 NOT!</span>	7:00 PM CDT	5843 Vanderbilt<br />Dallas Texas, 75206	https://goo.gl/maps/nhdzv	$7.00	 OK for trail, ***NOT OK*** for On-In		8:48 PM CDT	Wednesday, August 6, 2014	OK, Wankers... block off this upcoming Wednesday night...and Thursday morning recovery time - for the DUHHH's 5th Analversary!  Yup, there are 260 hashes now in the books and it's time to memorialize this "how has that hash not died yet?" kinda event.<br /><br />Starting location still being determined...but it's going to be around lower Greenville.  Probably.  Or maybe not...could be up around Denton.<br /><br />There's talk of at at least one shot check...and at least one beer check...what the hell?.  Who's starting these malicious rumors?  First it was none of those, then it's one of each, and then there's multiple of each...what the fuck?  Who would want that much alcohol at an analversary event?<br /><br />Rumors of DUHHH all-stars from yester-years returning are completely unfounded, no way that's happening, and we're going to shoot whomever is starting that kind of talk.<br /><br />There are also rumors floating around out there that the on-in will have a full bar as well as food for all you slackers who want more than the hash beer...how the hell does this kind of chatter get started?  Also completely unfounded...who the hell would want something like that?  Let's kill those rumors right now.<br /><br />As far as trail - just because Condom Mint is involved in a trail doesn't mean it's going to be a long, hot, death march of a trail.  And because Silver Fux, Blonde Dyke Bar, and Back that Ass Up are involved in planning the trail doesn't mean there's going to be a short, quick trail, either.  Sound confusing as fuck.  It'll probably be an epic disaster...<br /><br />So basically, don't come out to next Wednesday because it's going to be a boring, watered-down beer event that we're praying 71-1 doesn't show up for.  Or do come out, if you're a masochistic, tee-totaling whiner that's looking for something to bitch about.<br /><br />You Should Bring:  ya ya ya, same old shit.  But bring extra $'s for one of the spiffy new TShirts, though.<br /><br />Trail Notes: <br /><br />- There's going to be a shitload of beer.  Bring your thirst.<br /><br /> <br /><br />- Trail type is A to A-Prime - about 2 blocks away, towards Greenville Avenue - park over there and walk to the start if 'ya want to.  Parking on the street at the start should should be ok, but be sure to keep an eye out for no-parking signs.  :)<br /><br /><br />- New DUHHH T-Shirts should be available, probably for about $15 each.  First come, first served.<br /><br /><br />- Start location is at Mama Fux's house...make sure to clean up after yourself/use trash cans.  She'll kick your ass if you don't.<br />	Tue, Aug 5, 2014 at 9:36 AM (cwinborn)
7	FU H3 Hash	fu	Meadowbrook Park		CockLess Monster	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-106-august-7th-open&instance_id=2808	$7.00			8:47 PM CDT	Thursday, August 7, 2014		Wed, Aug 6, 2014 at 12:29 PM (cwinborn)
8	Happy Hour	hh				7:00 PM CDT						8:46 PM CDT	Friday, August 8, 2014		Sun, Nov 10, 2013 at 1:06 AM
9	Dallas Hash	dh	Too damn HOT	910	Udder Amanda<br />& Pinecone<br />in the Puss	4:00 PM CDT	T's Bar & Grill<br />1305 S State Highway 121 #43, <br />Lewisville, TX 75067...<br />for a a/c'ed pre-lube (paygo)	https://www.google.com/maps/place/T%27s+Bar+%26+Grill/@33.024792,-96.9962747,17z/data=!4m2!3m1!1s0x864c2e65ac6c89ef:0x2fb7cf3748080dd7	$7.00			8:45 PM CDT	Saturday, August 9, 2014	T's Bar & Grill<br />1305 S State Highway 121 #43, <br />Lewisville, TX 75067...<br />for a a/c'ed pre-lube (paygo)<br /><br />Chalk talk and pack off @ 5 PM<br /><br />Too damn HOT to run!<br />Shaded, wet, true trail of approx 3 miles. If you do a lot longer it is not our fault you did ever blow job, we will leave plenty for the over achivers.<br /><br />-Icey treats and water on trail before and after BX. <br />-Pointy nipple checks<br />-Finish in a pool<br />-Floating beer pong table<br /><br />Bring appropriate clothing for pool. It is an apartment complex. Bring beer to share at the On-In. I will provide BX beer and icey treats/water. Hopefully I will have enough beer left for the on-in too. There is a floating beer pong table. I have the solo cups and balls. If we have enough Nattie Light, game On-on.<br />PCP<br />214-516-9464<br /><br />Turd friendly trail. T's has a patio. There will probably be somewhere to tie them at the on-in. Not turd friendly weather. Up to your half mind. 	Fri, Aug 8, 2014 at 10:37 AM (cwinborn)
11	NODUH Hash	nd	Pick-up Hash	110		7:00 PM CDT	Nearby 3900 E Park Blvd, Plano, TX 75074<br />Parking lot on south side of E Park Blvd.<br />Between Spring Creek Pkwy and Los Robles Dr.	https://www.google.com/maps/place/33%C2%B001%2748.0%22N+96%C2%B039%2723.4%22W/@33.0292169,-96.6566609,17z/data=!4m2!3m1!1s0x0:0x0	$7.00			8:43 PM CDT	Monday, August 11, 2014	Start:       33.03000 N, 96.6565 W<br />                Nearby 3900 E Park Blvd, Plano, TX 75074<br />                Parking lot on south side of E Park Blvd.<br />                Between Spring Creek Pkwy and Los Robles Dr.<br /><br />Hares:   Martha F. Stewart (beer) and maybe you!  It’s a pick-up hash!<br /><br />Hash Cash:          $6.00<br /><br />Description:<br />Since everybody who said they’d lay a trail can’t make it, it’s going to be a pickup hash.<br /><br />We will draw straws and the luck winner will lay the trail.<br /><br />I will have a map of the area and I will provide the flour and BX beer.  A cell phone with satellite might help.<br /><br />Bring:<br /><ul><li>Flashlights</li><li>Virgins</li></ul>	Mon, Aug 11, 2014 at 9:31 AM (cwinborn)
12	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Blond Dyke Bar	7:00 PM CDT	<br />Malarkey’s Tavern<br />4460 Trinity Mills Rd. <br />Ste. 100, <br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989782,-96.831165,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				8:42 PM CDT	Tuesday, August 12, 2014	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Both me and Princess will be there. Cum play with us. Also get there early if you can. Hope to see you tonight.<br />	Tue, Aug 12, 2014 at 4:35 PM (cwinborn)
13	Dallas Urban Hash	du	InCUMing Admin	262	No I'm Not	7:00 PM CDT	The Corner Bar & Grill<br />4830 McKinney Ave<br />Dallas, TX 75205	https://www.google.com/maps/place/The+Corner+Bar+%26+Grill/@32.826622,-96.785113,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0xb9137ac111571cc5	$7.00	No		8:40 PM CDT	Wednesday, August 13, 2014	Sorry for the late posting of details, I was distracted by boobs and other things this weekend leading me to the inspiration for this trail. Below is a video that inspired this trail. Wear womens colors, this trail will be a little over 5.5 miles but will not be a typical Condom Mint death march as there will be TWO beer checks. If the long distance worries you, worry not for I will have a shortcut for you and plenty of water (aka lite beer). Please bring a flashlight as it is getting darker earlier and I am not sure how long we will be at each beer check. <br /><br />Bring: Money (On-In takes card, the hash does not), a flashlight, virgins<br /><br />Inspirational video:<br />https://www.youtube.com/watch?v=htfwTyToeDI&noredirect=1	Tue, Aug 12, 2014 at 9:04 PM (John)
14	FU H3 Hash	fu	 Stick ‘er Bush<br />Wants to Run		Stick’er Bush<br />Captain Jack Swallows	7:00 PM CDT		http://www.fuh3.com/?ai1ec_event=open-fuh3-thursday-is-a-drinking-day-august-14th-open&instance_id=2758	$7.00			8:39 PM CDT	Thursday, August 14, 2014		Sat, Aug 9, 2014 at 1:13 PM (cwinborn)
15	Happy Hour	hh	BTAssUp IS turning 50	50	BTAssUp	7:00 PM CDT	Plucker's; 5100 Belt Line Road, Addison, TX 75254	https://goo.gl/maps/ZfjrV	Pay As You Go			8:38 PM CDT	Friday, August 15, 2014	Cum join Back That Ass Up at Plucker's in Addison when she turns 50--I know I don't look it nor do I feel 50!! <br /><br />I'll be there around 5:30 to save some tables!<br /><br />Don't make me drink alone on my birthday!! 	Wed, Aug 13, 2014 at 7:51 AM (Double)
