DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Happy Hour	happy3.png			Kinky Candied Ham	7:00 PM	Frankie's Downtown<br />1303 Main Street<br />Dallas, TX 75202	https://www.google.com/maps/place/Frankie's+Downtown/@32.780493,-96.8028879,17z/data=!3m1!4b1!4m5!3m4!1s0x864e99185d8919d1:0xdc1db340a4ca4c94!8m2!3d32.7804885!4d-96.8006992				6:26 PM	Friday, February 1, 2019	Closest DART station is Akard.	2/1/19 9:45 (Three Strokes) 1.28
2	Dallas Hash	dallas.png	Tu-Tu Hash	1029	Little Ring<br />Back That Ass Up	2:02 PM	3011 Gulden Lane<br />Dallas, TX 75212	https://www.google.com/maps/place/3011+Gulden+Ln,+Dallas,+TX+75212/@32.7793722,-96.8311811,17z/data=!3m1!4b1!4m5!3m4!1s0x864e99676a272f5d:0xa5465d144accefb1!8m2!3d32.7793722!4d-96.8289924	$7.00	Yes		6:27 PM	Saturday, February 2, 2019	Saturday is a Hashing Day!<br />Dust off your Tutu as it's 2/2 Feb. 2nd!!<br /><br />The weather is going to be perfect too!!<br /><br />What to bring...good attitude, no need for dry bag - you know I don't like shiggy! Don't forget your Tutu!!!<br /><br />On On!!!	1/31/19 9:48 (Double Dribble) 1.28
3	Sunday Brunch	Brunch.png	Last Brunch Before They Close Humperdinks		Skippy	12:30 PM	Humperdinks Brewpub<br />6050 Greenville Ave.<br />Dallas, TX 75206	https://www.google.com/maps/place/Humperdinks+Brewpub/@32.8587603,-96.7702284,17z/data=!3m1!4b1!4m5!3m4!1s0x864e9f991d1f27a1:0x7d6ef461c0f3b9b8!8m2!3d32.8587603!4d-96.7680344				6:27 PM	Sunday, February 3, 2019		2/2/19 22:52 (Three Strokes) 1.28
4	NODUH Hash	NoDHHH2.png		227	III	7:00 PM	Valley View Park<br />Hillcrest at Valley View - two blocks north of I-635 Frwy (LBJ Frwy). Park in lot closest to Hillcrest.	https://www.google.com/maps/place/%2B32.927688-096.785438/@32.9276875,-96.7854375,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d32.9276875!4d-96.7854375?fbclid=IwAR0hvuJ1JzmoPSxYyDcNd9zxwIOUs5mtVRCj9_F8SsI2faI9G4yyQHUzwI4	$7.00	Yes 		6:28 PM	Monday, February 4, 2019	A beautiful, spring-like day! <br />Perhaps one of the last chances to see where we'll be running through. Should be pretty friggin cool. A different area for most of this trail - we'll have a blast!<br /><br />Come on out with a flashlight, your silly grin on, and have a great, fun time on this beautiful night!	2/4/19 12:11 (joel) 1.28
5	Dallas Urban Mountain Bike Hash	DUMB.png	Spring in Winter!	69	Deflated Rubber	6:59 PM	White Rock Spillway Parking Lot		Pay-as-you-go	If they can keep up		6:29 PM	Tuesday, February 5, 2019	70 degF at ride time!  Let's ride to a bar, drink, and repeat as necessary.	2/4/19 14:03 (big_g) 1.28
5	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				6:29 PM	Tuesday, February 5, 2019	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	8/27/18 18:58 (The Hopper) 1.31
6	Dallas Urban Hash	DUH.png	...He's Still Laying	496	Lumberjack Off	6:30 PM	The Wild Turkey  - 2470 Walnut Hill Ln, Dallas, TX 75229	https://goo.gl/maps/8fwcJBiCaxS2	$8.00	Probably		6:30 PM	Wednesday, February 6, 2019	Holy shit! It's trail number four hundred and SIXTY NINE. You know what that means? We're running trail! Get laid by none other than Lumber Jackoff! Who's that you ask? Some wanker; who cares. He may have not been around much lately, but he still knows how to lay a shit trail.<br /><br />Here's the info you're gonna need.<br /><br />Start Location: 2470 Walnut Hill Ln, Dallas, TX 75229 ( The Wild Turkey)<br />Meet Time: 6:30p SHT<br />Hare Away: 7:00p SHT (**LIVE LAY**)<br />Parking: In the rear (just how he likes it)<br />Distance: 4.69 - 6.69 (there will be a walker portion)<br />Shiggy: 5.69<br />Hash Cash: $8<br />Sex: Yes, please<br />TURDs: It is a shitty trail after all<br />Fantastic: Incredible!<br />Sunset: Starts at 6PM (so bring a light!)<br />Temp: Will be in the low 70s all day (hoping for 69!)<br />Rain: It damn well better not!<br />469?: Shhh, he's dyslexic	2/5/19 13:18 (Admin) 1.28
8	Happy Hour	happy3.png	Happy Hour Triple Day		How Big Is Your Mouth	7:00 PM	Prelube: (Wrong Dong Thong's)<br />Food & Drinks 7PM: Ojos Locos<br />Texas Live! 9:20PM	https://www.google.com/maps/place/Ojos+Locos+Sports+Cantina+-+Arlington/@32.7584689,-97.0897204,17z/data=!3m1!4b1!4m5!3m4!1s0x864e876389d0696f:0xfb614f3c04f700ed!8m2!3d32.7584689!4d-97.0875317	PAYG			6:32 PM	Friday, February 8, 2019	Happy Hour Triple Dip!<br /><br />Prelube Start 5PM @ Wrong Dong Thongs in Arlington (802 Hester St, Arlington, TX 76011) <br />7 PM-Ojos Locos Arlington for food and Drinks<br />9:20pm Texas Live! Arlington, George Strait Cover Band. NO COVER.	2/1/19 14:36 (Three Strokes) 1.28
9	Fort Worth Hash	ftworth.png	Ft Worth InCUMming Admin	872	Powered Pussy Play	2:00 PM	5700 Chapman Road<br />Watauga, TX 76148	https://www.google.com/maps/place/5700+Chapman+Rd,+Watauga,+TX+76148/@32.8668849,-97.2623735,17z/data=!3m1!4b1!4m5!3m4!1s0x864e7800b26938c1:0x5b1fe529281f9907!8m2!3d32.8665602!4d-97.2602285	$7.00 &mdash; BYOB prelube beer	"I guess I better lay a trail since I’m admin now!"<br /><br />It’ll probably be hot or cold, wet or dry, and sunny or cloudy so CUM out and let see if I actually know how to lay a trail. There will definitely be beer so there’s no reason to miss this trail!<br /><br />What to bring: warm clothes, virgins, whistle, sense of adventure, virgins, more warm clothes and ... I must be forgetting something... oh yeah a thirst for beer!<br /><br />~ On-On!		6:33 PM	Saturday, February 9, 2019		2/8/19 11:55 (Three Strokes) 1.28
12	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				6:35 PM	Tuesday, February 12, 2019	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	8/27/18 18:58 (The Hopper) 1.31
