DAY	KENNEL	ICON	TITLE	RUN	HARES	TIME	START	MAP	HASHCASH	TURDS	TWEET	TWILIGHT	DATE	DESC	UPDATE
1	Dallas Hash	dallas.png	Red Dress Run	987	Tri-Fuck-Ta!	3:00 PM	2879 Indiana St, Dallas, TX 75226 - Parking Lot and Street Parking	https://goo.gl/maps/rVXfYww7Xxw	$20.00	On Trail, yes.		9:08 PM	Saturday, July 1, 2017	End Of Penis - Day 9<br /><br />Are you guys ready for the Annual Red Dress Run for Dallas H3!? Your hares this year are Anal Thrax, Lumber Jackoff and M R Dicks, collectively known as the Tri-Fuck-Ta, and we are going to lay the most ridiculous RDR yet. So put on your best lipstick, your sluttiest red dress and your skimpiest panties and cum on out for the celebrations.<br /><br />We're gonna go to at least 2 bars (first beer at each bar is paid for by Dallas H3 cause we love you fucking fucks), and a beer check and even an extra credit shot check. <br /><br />Things to bring: Sense of adventure, thirst for beer, $20 hash cash (All hash cash is being donated to charity! Hoffen Foundation), hobo repellant, horny hasher repellant, virgins, sex toys, lube and don't forget your tiara!	6/27/17 19:53 (Lumberjack Off) 1.28
2	Sunday Brunch	Brunch.png	Clam Bake Brunch SPIT Hash		EeeWhore, Barfignugen, & Pic a Nic Basket	11:00 AM	4201 Worth Forest Drive, Arlington, 76017	https://www.google.com/maps/place/4201+Worth+Forest+Dr,+Arlington,+TX+76016/@32.6778586,-97.1577992,16z/data=!4m5!3m4!1s0x864e633eafcdcf7f:0x1b2830430850d170!8m2!3d32.6774639!4d-97.1527157	$3.00 BYOB	On In NOT turd friendly		9:08 PM	Sunday, July 2, 2017	Mimosas and breakfast treats included. This clam bake is open to all alike.. Peni and Puss rejoice!! Let the End of Penis days continue and a A to A 2 mile pickup trail with a traditional baby stroller wine check.. Bring SWIMSUIT (Required), towel and a breakfast item to share. On In is NOT turd friendly.	7/2/17 10:01 (Hopper) 1.31
3	Fort Worth Hash	ftworth.png	EOP 11		S.O.A.P.	7:00 PM	J Gilligans<br />400 E. Abrams St. Arlington, TX 76010	https://www.google.com/maps/place/400+E+Abram+St,+Arlington,+TX+76010/data=!4m2!3m1!1s0x864e7d7a71aa933f:0xef550e9bac0803ec?sa=X&ved=0ahUKEwjsidO32OjUAhXHOCYKHfmXAdMQ8gEIJzAA	Pay as you go	NO		9:08 PM	Monday, July 3, 2017	Monday July 3rd EOP day 11 Pub Crawl in Arlington<br /><br />Start is at J Gilligans<br /><br />Start time 7 pm<br /><br />Hash cash pay as you go<br /><br />Description: it is my birthday come get me drunk, i will update new bars as we crawl from bar to bar. Also you will be able to watch some fireworks that night in Arlington	7/1/17 13:17 (Anthony) 1.28
4	Fort Worth Hash	ftworth.png	Happy EndofPenis Day 2017 - EOP Day 12		S.O.A.P.	2:00 PM	1951 Bear Creek Pkwy, Euless, TX  76039	https://www.google.com/maps/place/1951+Bear+Creek+Pkwy,+Euless,+TX+76039/@32.8634548,-97.0716198,17z/data=!3m1!4b1!4m5!3m4!1s0x864e803dc6152c11:0x1886c4c554e05195!8m2!3d32.8634548!4d-97.0694311	$10.00 &mdash; BYOB prelube beer	Yes		9:07 PM	Tuesday, July 4, 2017	Cum celebrate EOP Day-12 with an epic SOAP trail. Bring virgins as this trail will not disappoint. We will end your 4th of July hash with a pool party where you will have more beer, grilled hamburgers & hotdogs, and sides.<br /><br />Hash in your red, white and blue outfit, bring virgins, bring your vessel, bring your camp chair and your swimsuit.<br /><br />On On 'Merica 2017 	7/3/17 12:08 (McGayer) 1.28
5	Dallas Urban Hash	DUH.png	Red, White & Booze	413	... He's Still Limping & One Tired Pie Hole	6:30 PM - Gather. Hares away 7:00 PM-Ish	300 West 7th Street. <br />There is street parking all around and a surface lot on the corner of N. Madison and 7th - gather there	https://goo.gl/maps/ckZ1MvvnD9D2	$7.00	<br />Trail - Yes. <br />On In - No.		9:07 PM	Wednesday, July 5, 2017	Hear Ye, Hear Ye!! The 413th running of the DUHHH will be all about the Red, White, and Booze. Join your sexy hares, One Tired Pie Hole and ...He's Still Limping, for the live lay of your life.<br /><br />To keep the 'Merica celebration alive these lovely ladies want to show you what freedom is all about, BOOZE. Join us in Bishop Arts for a fun filled adventure through Bishop Arts. This is a live lay so who knows what to expect other than booze, beer, and more booze.<br /><br />Start address: 300 West 7th Street. There is street parking all around and a surface lot on the corner of N. Madison and 7th<br /><br />TURDs: They are welcome on trail but On In is completely indoors with no patio. TURDS Not welcome at On In. <br /><br />	7/4/17 16:50 (Lumberjack Off) 1.28
6	FU! Thursday is a Drinking Day!	fuBird.png	HAPPY HOUR		OPEN	7:00 PM		http://www.fuh3.com/?ai1ec_event=fuh3-july-6th-happy-hour				9:07 PM	Thursday, July 6, 2017		3/31/17 14:21 (Random Man Hole) 1.28
7	Happy Hour	happy3.png	Return of How Big Is Your Mouth!?!		How Big Is Your Mouth	7:00 PM	Lee Harvey's 	https://goo.gl/maps/uQfe2JSipAF2	PAYG			9:07 PM	Friday, July 7, 2017	Soul and rock band to accompany my tall tales of Mexico and west Texas.	7/7/17 0:51 (Lumber) 1.28
8	Fort Worth Hash	ftworth.png	JUST CAMEY VIRGIN LAY!!!!!	830	Just Camey and Adderall Deficient Hyperactive Dendrophiliac (ADHD)	3:00 PM	North Irving Transit Center<br />5601 Riverside Dr.<br />Irving TX, 75235	https://www.google.com/maps/place/North+Irving+Transit+Center/@32.8764765,-96.9359317,17z/data=!3m1!4b1!4m5!3m4!1s0x864e82babecc8e1f:0x573e0d251f368b51!8m2!3d32.8764765!4d-96.933743	$7.00 &mdash; BYOB prelube beer	YES		9:07 PM	Saturday, July 8, 2017	Please join us on this beautiful Texas summer day as Just Camey and ADHD take you on a sprawling stroll through beautiful Las Colinas. With all the summer showers that we've been having you might want to bring a change of clothing just in case you get muddy or wet. Make sure to wear your sunscreen, bug spray, whistle, flash light, and your best shiggy attire. As always bring your vessels and virgins!	7/6/17 22:47 (Anthony) 1.28
10	NODUH Hash	NoDHHH2.png	7 Year Streak at the NoDUH	186	Martha F. Stewart	7:00 PM	Galatyn Park Station<br />Galatyn Parkway and US 75<br />Richardson, TX  75082<br />Meet by the dancing water fountain area<br />	https://www.google.com/maps/place/32%C2%B059'06.1%22N+96%C2%B042'35.4%22W/@32.98502,-96.7120187,704m/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d32.98502!4d-96.70983?hl=en	$5.00	*IF* you can get the dog down about a 6-8 foot drop.  Or if they can climb down.		9:06 PM	Monday, July 10, 2017	After missing NoDUH #2, I came back to NoDUH #3 on 7/5/2010 and haven't missed a NoDUH since.  So I am celebrating my 7 year streak.<br /><br />To give some perspective on how long this streak has been going on, think of all of the things that have happened since and seem like ancient history.  When this streak started:<br /><br />● I was still named Can’t Cum Yet, had been hashing less than 3 months, and hadn’t laid any trails yet<br />● The NoDUH tyrant was its founder, 8-Second-Ride<br />● The DUH wasn’t even a year old yet and its founder, 71-1, was the tyrant<br />● The Dallas GM was Xena the Warrior Princess<br />● The FUH3 even didn’t exist yet and it’s founder, Yellow Toes, wasn’t even hashing yet<br />● Free Facial Fairy was named that day<br />● Fucking Beaver Shit, Pro Bone Her, Yellow Toes, Mouthful, Free Ho Lay, Ponds  Cum, and STFU Special Fred all lived in Dallas, not the Portland & Seattle area<br />● Wrong Dong Thong was Shotime's virgin, Just Dave<br />● Silver Fux was still Just Tim<br />● The Rangers had never been to a World Series<br />● The Mavericks had never won the NBA Championship<br />● Obama was only a year and a half into his first term<br />● Schwarzenegger was a governor instead of making B-movies<br />● Osama bin Laden was alive<br />● I was still technically married (for another 3 days)<br /><br />BRING:<br />● A flashlight<br />● Bug spray<br />● Whistle<br />● Virgins	7/10/17 13:16 (joel) 1.28
11	Trivia Tuesdays	triviaTuesdays.png	Malarkey’s Tavern		Team C U  Next Tue	7:00 PM	<br /><br /><a href="http://www.malarkeystavern.com/">Malarkey's Tavern</a><br /><br />4460 Trinity Mills Rd<br />Dallas, TX 75287	https://www.google.com/maps/place/Malarkey%27s+Tavern/@32.989746,-96.831213,17z/data=!3m1!4b1!4m2!3m1!1s0x864c23f9148e0fcb:0x3d508e132e71713d				9:06 PM	Tuesday, July 11, 2017	Tonight is Trivia Tuesday at Malarkey's off Tollway and Trinity Mills. Starts at 7:30. Cum play with us. Also get there early if you can. Hope to see you tonight!	11/11/16 20:41 (Hopper) 1.30
